County/Region,State,Year,Average Value
Cortland,NY,2008,119573.69045
Delaware,NY,2008,132438.881125
Wyoming,NY,2008,112100.89274166664
Orleans,NY,2008,99589.20716333333
Talbot,MD,2008,381335.13888333336
Essex,NY,2008,140952.74434166666
Seneca,NY,2008,112608.18255000003
Caroline,MD,2008,194041.80104166665
Dorchester,MD,2008,159619.53819166665
Schoharie,NY,2008,130716.07210833335
Garrett,MD,2008,227247.16291666668
Lewis,NY,2008,106055.06160833333
Somerset,MD,2008,136694.41899999997
Yates,NY,2008,155413.5045
Kent,MD,2008,246494.20794999998
Schuyler,NY,2008,127729.79019166665
Hamilton,NY,2008,152724.56335833334
Kings,NY,2009,431275.68143636367
Queens,NY,2009,434596.51029090903
New York,NY,2009,937915.7581363636
Suffolk,NY,2009,388570.5187909091
Bronx,NY,2009,420379.0694181817
Nassau,NY,2009,443476.01823636366
Montgomery,MD,2009,252745.07655909096
Westchester,NY,2009,530073.6121
Prince Georges,MD,2009,247913.72114545453
Erie,NY,2009,121636.30673636362
Baltimore,MD,2009,249751.08528181817
Monroe,NY,2009,126479.8808818182
Baltimore City,MD,2009,112938.1021181818
Anne Arundel,MD,2009,328180.0837090909
Richmond,NY,2009,392965.85429090913
Onondaga,NY,2009,122359.96663636364
Orange,NY,2009,257924.9881909091
Rockland,NY,2009,414341.856509091
Howard,MD,2009,393658.0015727273
Albany,NY,2009,204487.62898181818
Dutchess,NY,2009,268747.9816909091
Frederick,MD,2009,287750.6207909091
Harford,MD,2009,276749.3968181818
Saratoga,NY,2009,230652.28068181823
Oneida,NY,2009,108373.80851818183
Niagara,NY,2009,97534.51276727272
Broome,NY,2009,105947.48166363638
Ulster,NY,2009,221441.05039999998
Carroll,MD,2009,299563.4560363636
Charles,MD,2009,295918.21781818185
Rensselaer,NY,2009,180663.33426363638
Schenectady,NY,2009,167932.04790909094
Washington,MD,2009,164230.5998590909
Chautauqua,NY,2009,80184.16999181818
Oswego,NY,2009,92980.65177454546
Jefferson,NY,2009,120246.66014545456
Saint Marys,MD,2009,300527.90671818185
Ontario,NY,2009,146860.78843636363
Saint Lawrence,NY,2009,74433.85468545454
Tompkins,NY,2009,167564.29073636362
Cecil,MD,2009,242202.38278181816
Wicomico,MD,2009,190170.4297181818
Putnam,NY,2009,354367.9706909091
Steuben,NY,2009,95730.2238509091
Calvert,MD,2009,323405.45898181817
Wayne,NY,2009,109492.0590909091
Chemung,NY,2009,85794.99298818181
Clinton,NY,2009,122906.97215454545
Sullivan,NY,2009,137568.44522727275
Cattaraugus,NY,2009,84183.62185
Cayuga,NY,2009,111943.86254545454
Allegany,MD,2009,81629.23858954546
Madison,NY,2009,124383.4162
Warren,NY,2009,185687.3493909091
Livingston,NY,2009,121825.9153181818
Columbia,NY,2009,203190.58509090907
Herkimer,NY,2009,98161.28582909089
Otsego,NY,2009,122369.91974545456
Genesee,NY,2009,109228.2445818182
Fulton,NY,2009,108910.60660909092
Worcester,MD,2009,249009.81262727277
Queen Annes,MD,2009,366603.42361818184
Tioga,NY,2009,112926.94615454544
Greene,NY,2009,162052.38724545453
Franklin,NY,2009,98926.67252272727
Chenango,NY,2009,91685.74061818182
Cortland,NY,2009,112385.53796363637
Delaware,NY,2009,127360.42812727274
Wyoming,NY,2009,104025.70997272729
Orleans,NY,2009,92992.65689999999
Talbot,MD,2009,346473.36606363644
Essex,NY,2009,137033.35824545455
Seneca,NY,2009,105111.43737272728
Caroline,MD,2009,175448.16643636365
Dorchester,MD,2009,143704.28362727276
Schoharie,NY,2009,124368.41619999999
Garrett,MD,2009,204883.92732727274
Lewis,NY,2009,101996.12346363635
Somerset,MD,2009,123605.38198181818
Yates,NY,2009,147477.32499999998
Kent,MD,2009,221693.67008181819
Schuyler,NY,2009,122156.21918181817
Hamilton,NY,2009,147667.10105454546
Kings,NY,2010,425056.5752181819
Queens,NY,2010,420285.0940454546
New York,NY,2010,877041.426618182
Suffolk,NY,2010,381198.1071636364
Bronx,NY,2010,373244.51590909093
Nassau,NY,2010,435131.73145454546
Montgomery,MD,2010,251507.69119090904
Westchester,NY,2010,518399.6379454545
Prince Georges,MD,2010,213448.53744545457
Erie,NY,2010,123492.81706363638
Baltimore,MD,2010,237316.83462727276
Monroe,NY,2010,127953.20601818184
Baltimore City,MD,2010,104309.3464581818
Anne Arundel,MD,2010,315957.0505818182
Richmond,NY,2010,392894.7326454546
Onondaga,NY,2010,123669.59323636362
Orange,NY,2010,243374.50410909095
Rockland,NY,2010,393009.95888181817
Howard,MD,2010,391604.35607272724
Albany,NY,2010,203390.96746363633
Dutchess,NY,2010,259470.07540909087
Frederick,MD,2010,281714.10607272724
Harford,MD,2010,269091.9073363636
Saratoga,NY,2010,234467.65156363632
Oneida,NY,2010,109688.2238090909
Niagara,NY,2010,100814.58925818182
Broome,NY,2010,107686.35034545454
Ulster,NY,2010,217459.82204545455
Carroll,MD,2010,288713.7906363637
Charles,MD,2010,279058.14330909087
Rensselaer,NY,2010,180066.5982272727
Schenectady,NY,2010,169275.75917272727
Washington,MD,2010,158604.49543181818
Chautauqua,NY,2010,80207.83755636364
Oswego,NY,2010,94571.3852518182
Jefferson,NY,2010,121610.15245454547
Saint Marys,MD,2010,286942.4721545455
Ontario,NY,2010,147703.35850909093
Saint Lawrence,NY,2010,72490.90104
Tompkins,NY,2010,171982.52815454546
Cecil,MD,2010,231150.91935454542
Wicomico,MD,2010,177328.7370090909
Putnam,NY,2010,347810.6259090909
Steuben,NY,2010,92728.24241818182
Calvert,MD,2010,307302.0922454545
Wayne,NY,2010,113223.37052727272
Chemung,NY,2010,88250.02690636364
Clinton,NY,2010,120217.83111818181
Sullivan,NY,2010,136190.15153636364
Cattaraugus,NY,2010,81460.5704781818
Cayuga,NY,2010,109168.69889090909
Allegany,MD,2010,77983.48026454543
Madison,NY,2010,121250.91279090907
Warren,NY,2010,183341.01451818185
Livingston,NY,2010,117831.59810909089
Columbia,NY,2010,199471.4671818182
Herkimer,NY,2010,95769.46093272729
Otsego,NY,2010,120714.75369090911
Genesee,NY,2010,104795.1145909091
Fulton,NY,2010,107121.85971818179
Worcester,MD,2010,230787.08269999997
Queen Annes,MD,2010,334986.63638181816
Tioga,NY,2010,110456.40954545456
Greene,NY,2010,158894.54141818182
Franklin,NY,2010,96588.57868727273
Chenango,NY,2010,90126.04489363637
Cortland,NY,2010,109845.48240909091
Delaware,NY,2010,126057.3807363636
Wyoming,NY,2010,99974.53943272727
Orleans,NY,2010,89849.67851454545
Talbot,MD,2010,325205.6643727272
Essex,NY,2010,134956.74421818185
Seneca,NY,2010,102243.57918181819
Caroline,MD,2010,167142.5116
Dorchester,MD,2010,136432.57212727272
Schoharie,NY,2010,122190.66378181819
Garrett,MD,2010,195155.41408181816
Lewis,NY,2010,101061.70537272729
Somerset,MD,2010,117237.72384545454
Yates,NY,2010,144916.18645454544
Kent,MD,2010,210911.07604545457
Schuyler,NY,2010,119557.9379090909
Hamilton,NY,2010,145789.2364545455
Kings,NY,2011,428517.63183636364
Queens,NY,2011,421170.9851818182
New York,NY,2011,927449.3516181819
Suffolk,NY,2011,367516.5782363636
Bronx,NY,2011,340894.93331818184
Nassau,NY,2011,422351.6422818182
Montgomery,MD,2011,249110.29846818183
Westchester,NY,2011,495770.05819090904
Prince Georges,MD,2011,198099.91027272725
Erie,NY,2011,122665.32461818185
Baltimore,MD,2011,218620.70560909092
Monroe,NY,2011,124486.06604545456
Baltimore City,MD,2011,87462.65649727274
Anne Arundel,MD,2011,301792.84530909086
Richmond,NY,2011,384695.65000909084
Onondaga,NY,2011,120861.81154545456
Orange,NY,2011,227593.82187272728
Rockland,NY,2011,378335.90247272723
Howard,MD,2011,387786.33719090914
Albany,NY,2011,198838.46555454546
Dutchess,NY,2011,244187.49845454545
Frederick,MD,2011,266255.1243727273
Harford,MD,2011,256845.9764363637
Saratoga,NY,2011,229349.7165
Oneida,NY,2011,107872.32157272728
Niagara,NY,2011,99738.68006818181
Broome,NY,2011,100335.45319545455
Ulster,NY,2011,202867.47286363636
Carroll,MD,2011,270227.6387545455
Charles,MD,2011,250933.0549
Rensselaer,NY,2011,171995.82924545454
Schenectady,NY,2011,159184.11121818182
Washington,MD,2011,146552.6546136364
Chautauqua,NY,2011,80085.62202636365
Oswego,NY,2011,94047.7806
Jefferson,NY,2011,125032.91695454545
Saint Marys,MD,2011,274683.3502181818
Ontario,NY,2011,145928.68873636363
Saint Lawrence,NY,2011,73498.9847718182
Tompkins,NY,2011,169553.70760909092
Cecil,MD,2011,220828.20924545452
Wicomico,MD,2011,160269.96056363636
Putnam,NY,2011,321035.5862727273
Steuben,NY,2011,91087.06673363637
Calvert,MD,2011,302013.5122181818
Wayne,NY,2011,110142.51376363635
Chemung,NY,2011,89738.4202481818
Clinton,NY,2011,118419.3844909091
Sullivan,NY,2011,134242.12120000002
Cattaraugus,NY,2011,79946.76401
Cayuga,NY,2011,107160.12162727272
Allegany,MD,2011,56880.650505
Madison,NY,2011,118978.95968181817
Warren,NY,2011,181587.12742727273
Livingston,NY,2011,114324.52471818183
Columbia,NY,2011,198748.3980090909
Herkimer,NY,2011,93780.33762
Otsego,NY,2011,119979.98430909091
Genesee,NY,2011,101920.87815454545
Fulton,NY,2011,106043.05012727273
Worcester,MD,2011,217687.1490272727
Queen Annes,MD,2011,303107.1224363636
Tioga,NY,2011,108894.56487272726
Greene,NY,2011,158198.31542727273
Franklin,NY,2011,95683.62967363634
Chenango,NY,2011,89383.39823818182
Cortland,NY,2011,107904.46524545456
Delaware,NY,2011,125145.84830909093
Wyoming,NY,2011,97959.94008818181
Orleans,NY,2011,87379.11346000001
Talbot,MD,2011,311117.56599090906
Essex,NY,2011,136100.33299090908
Seneca,NY,2011,100027.22419272727
Caroline,MD,2011,161213.15335454547
Dorchester,MD,2011,131510.83179090908
Schoharie,NY,2011,121204.60475454548
Garrett,MD,2011,188938.43003636366
Lewis,NY,2011,100667.33293636363
Somerset,MD,2011,113624.7918818182
Yates,NY,2011,142061.72008181817
Kent,MD,2011,205054.55431818182
Schuyler,NY,2011,118976.04114545454
Hamilton,NY,2011,145818.91107272726
Kings,NY,2012,438984.29999166663
Queens,NY,2012,425545.13959999994
New York,NY,2012,957392.6573166669
Suffolk,NY,2012,353689.21552500007
Bronx,NY,2012,341956.0374583333
Nassau,NY,2012,416364.63625
Montgomery,MD,2012,246098.59784541672
Westchester,NY,2012,479048.3807916667
Prince Georges,MD,2012,193503.00521666664
Erie,NY,2012,122126.63001666668
Baltimore,MD,2012,213155.05860000002
Monroe,NY,2012,122885.65486666666
Baltimore City,MD,2012,83414.77095
Anne Arundel,MD,2012,301428.92929166666
Richmond,NY,2012,376656.5097333333
Onondaga,NY,2012,119497.05748333334
Orange,NY,2012,212768.90400833334
Rockland,NY,2012,362776.41709166666
Howard,MD,2012,387896.2600166667
Albany,NY,2012,194826.37583333332
Dutchess,NY,2012,233174.6124416667
Frederick,MD,2012,266420.5608333333
Harford,MD,2012,251385.52587500002
Saratoga,NY,2012,232546.94800833333
Oneida,NY,2012,105949.65927500003
Niagara,NY,2012,101039.71338333334
Broome,NY,2012,99505.42988916665
Ulster,NY,2012,189625.31933333332
Carroll,MD,2012,274512.9047583334
Charles,MD,2012,247795.33600833334
Rensselaer,NY,2012,168280.11959166665
Schenectady,NY,2012,155410.81245833336
Washington,MD,2012,149524.00993333335
Chautauqua,NY,2012,80917.00336583331
Oswego,NY,2012,95182.34876416666
Jefferson,NY,2012,135563.765425
Saint Marys,MD,2012,266670.3355916667
Ontario,NY,2012,145173.67843333332
Saint Lawrence,NY,2012,77197.72043666667
Tompkins,NY,2012,171502.3936
Cecil,MD,2012,208105.0510666667
Wicomico,MD,2012,142204.63970000003
Putnam,NY,2012,292887.78557500005
Steuben,NY,2012,91766.15152083333
Calvert,MD,2012,294936.98301666667
Wayne,NY,2012,107285.94142500001
Chemung,NY,2012,92753.79409333332
Clinton,NY,2012,117255.15135833334
Sullivan,NY,2012,131463.15613333334
Cattaraugus,NY,2012,78515.58682416666
Cayuga,NY,2012,108630.4003
Allegany,MD,2012,80125.10787833335
Madison,NY,2012,117857.06200833333
Warren,NY,2012,181649.75943333333
Livingston,NY,2012,112979.71010833333
Columbia,NY,2012,202084.87669166666
Herkimer,NY,2012,93394.89239333333
Otsego,NY,2012,121263.7126333333
Genesee,NY,2012,101278.79760833333
Fulton,NY,2012,106980.25105833332
Worcester,MD,2012,222763.903625
Queen Annes,MD,2012,291498.9035583333
Tioga,NY,2012,108482.27243333333
Greene,NY,2012,160198.521925
Franklin,NY,2012,96427.92636083334
Chenango,NY,2012,89342.15172416666
Cortland,NY,2012,107595.82060833334
Delaware,NY,2012,127494.00147500001
Wyoming,NY,2012,97754.772025
Orleans,NY,2012,86271.82018416666
Talbot,MD,2012,284673.5581333333
Essex,NY,2012,137266.06668333334
Seneca,NY,2012,99380.83472583334
Caroline,MD,2012,160749.2538583333
Dorchester,MD,2012,131466.6670916667
Schoharie,NY,2012,122304.73512499999
Garrett,MD,2012,189746.75721666668
Lewis,NY,2012,103311.35524999998
Somerset,MD,2012,112786.41619166666
Yates,NY,2012,142190.60379999998
Kent,MD,2012,206791.27878333334
Schuyler,NY,2012,119415.92090833333
Hamilton,NY,2012,148290.18649999998
Kings,NY,2013,470265.71277272725
Queens,NY,2013,444674.63723636366
New York,NY,2013,1025483.4860272725
Suffolk,NY,2013,355715.3631545455
Bronx,NY,2013,353734.2835272727
Nassau,NY,2013,428338.4089272728
Montgomery,MD,2013,255557.29520500003
Westchester,NY,2013,486641.8726818182
Prince Georges,MD,2013,212622.5295454545
Erie,NY,2013,126367.66974545455
Baltimore,MD,2013,219725.08595454544
Monroe,NY,2013,124959.85517272727
Baltimore City,MD,2013,93679.74257727273
Anne Arundel,MD,2013,318324.3279636364
Richmond,NY,2013,384730.02183636354
Onondaga,NY,2013,120702.76785454544
Orange,NY,2013,211376.15687272727
Rockland,NY,2013,369745.2736
Howard,MD,2013,408825.62146363634
Albany,NY,2013,198269.30579090907
Dutchess,NY,2013,233962.67042727274
Frederick,MD,2013,285110.0468090909
Harford,MD,2013,255361.90719090914
Saratoga,NY,2013,238716.58446363636
Oneida,NY,2013,106044.37690000002
Niagara,NY,2013,102589.1281
Broome,NY,2013,100233.24212636365
Ulster,NY,2013,185837.29018181816
Carroll,MD,2013,290671.6405545455
Charles,MD,2013,257663.0633909091
Rensselaer,NY,2013,169238.75194545457
Schenectady,NY,2013,156144.70553636362
Washington,MD,2013,154836.44352272726
Chautauqua,NY,2013,82141.2505009091
Oswego,NY,2013,97323.46848909091
Jefferson,NY,2013,139760.9362909091
Saint Marys,MD,2013,276277.46846363635
Ontario,NY,2013,147945.59344545452
Saint Lawrence,NY,2013,80987.88710181817
Tompkins,NY,2013,180028.00350909095
Cecil,MD,2013,206409.9478272727
Wicomico,MD,2013,142515.3671909091
Putnam,NY,2013,291354.98441818176
Steuben,NY,2013,95500.76497454545
Calvert,MD,2013,309735.66832727275
Wayne,NY,2013,108497.6488
Chemung,NY,2013,95698.35267272727
Clinton,NY,2013,118545.16291818181
Sullivan,NY,2013,130017.73077272727
Cattaraugus,NY,2013,77828.60443727275
Cayuga,NY,2013,112349.94574545455
Allegany,MD,2013,79816.28744
Madison,NY,2013,119645.22871818184
Warren,NY,2013,187300.6540181818
Livingston,NY,2013,115066.6299181818
Columbia,NY,2013,205384.74864545456
Herkimer,NY,2013,94675.88729454543
Otsego,NY,2013,121287.41116363638
Genesee,NY,2013,102697.14558181817
Fulton,NY,2013,107295.90304545454
Worcester,MD,2013,230254.98175454547
Queen Annes,MD,2013,299601.8820636363
Tioga,NY,2013,111016.19459999999
Greene,NY,2013,161816.36295454545
Franklin,NY,2013,96868.73733636363
Chenango,NY,2013,89905.39347454545
Cortland,NY,2013,108027.78923636363
Delaware,NY,2013,128102.43901818182
Wyoming,NY,2013,98418.71619181818
Orleans,NY,2013,85997.93539727273
Talbot,MD,2013,289342.9032181818
Essex,NY,2013,136641.38397272726
Seneca,NY,2013,102934.6305909091
Caroline,MD,2013,166533.14654545454
Dorchester,MD,2013,132575.46648181818
Schoharie,NY,2013,122645.90147272726
Garrett,MD,2013,188881.27265454546
Lewis,NY,2013,107039.49302727272
Somerset,MD,2013,110415.16198181818
Yates,NY,2013,146573.80513636363
Kent,MD,2013,209776.0125909091
Schuyler,NY,2013,121589.6799181818
Hamilton,NY,2013,150752.0589181818
Kings,NY,2014,521088.98426363635
Queens,NY,2014,476847.7848818181
New York,NY,2014,1169295.1718181819
Suffolk,NY,2014,366555.70742727275
Bronx,NY,2014,370459.85770000005
Nassau,NY,2014,451478.35628181824
Montgomery,MD,2014,264586.1032618181
Westchester,NY,2014,517350.55129090906
Prince Georges,MD,2014,237462.29419090916
Erie,NY,2014,131101.72587272726
Baltimore,MD,2014,227309.78365454546
Monroe,NY,2014,127264.96814545455
Baltimore City,MD,2014,101285.48498636363
Anne Arundel,MD,2014,329998.3169272727
Richmond,NY,2014,399569.540509091
Onondaga,NY,2014,122305.51004545455
Orange,NY,2014,213110.1798727273
Rockland,NY,2014,375607.1116
Howard,MD,2014,426906.1528363637
Albany,NY,2014,200128.57090909092
Dutchess,NY,2014,239464.25228181816
Frederick,MD,2014,301088.68570909085
Harford,MD,2014,262317.99029090913
Saratoga,NY,2014,243739.49127272732
Oneida,NY,2014,106067.14375454545
Niagara,NY,2014,106384.01504545454
Broome,NY,2014,99815.49714636365
Ulster,NY,2014,189414.56524545455
Carroll,MD,2014,303761.2509454545
Charles,MD,2014,270835.2574272727
Rensselaer,NY,2014,170160.46973636362
Schenectady,NY,2014,156218.7614818182
Washington,MD,2014,158728.17462727276
Chautauqua,NY,2014,82779.65649636363
Oswego,NY,2014,98895.4291590909
Jefferson,NY,2014,138649.9405181818
Saint Marys,MD,2014,281813.85515454545
Ontario,NY,2014,151931.7274818182
Saint Lawrence,NY,2014,82714.42793636363
Tompkins,NY,2014,187236.78566363637
Cecil,MD,2014,213332.01543636367
Wicomico,MD,2014,147411.4587181818
Putnam,NY,2014,296814.58342727274
Steuben,NY,2014,97286.80108818183
Calvert,MD,2014,316283.4710272727
Wayne,NY,2014,110743.7737
Chemung,NY,2014,95194.81734818182
Clinton,NY,2014,121200.01794545456
Sullivan,NY,2014,132625.44046363636
Cattaraugus,NY,2014,79254.41333636364
Cayuga,NY,2014,114820.90411818182
Allegany,MD,2014,80618.30115500001
Madison,NY,2014,123068.06799090908
Warren,NY,2014,189851.76020909092
Livingston,NY,2014,117466.53766363635
Columbia,NY,2014,211810.24348181815
Herkimer,NY,2014,94061.39976545455
Otsego,NY,2014,121281.0890181818
Genesee,NY,2014,104916.70019999999
Fulton,NY,2014,105955.20849090909
Worcester,MD,2014,235357.18360000002
Queen Annes,MD,2014,313466.61613636365
Tioga,NY,2014,113276.6721909091
Greene,NY,2014,165990.44771818185
Franklin,NY,2014,96332.42642727272
Chenango,NY,2014,89623.23946727272
Cortland,NY,2014,108903.70133636365
Delaware,NY,2014,127671.40640909094
Wyoming,NY,2014,99382.81255454545
Orleans,NY,2014,87161.87097818182
Talbot,MD,2014,296859.9790636364
Essex,NY,2014,137410.36419090908
Seneca,NY,2014,105120.45905454546
Caroline,MD,2014,172986.7359
Dorchester,MD,2014,140382.6016818182
Schoharie,NY,2014,122701.86522727273
Garrett,MD,2014,191395.50633636367
Lewis,NY,2014,108839.16720909091
Somerset,MD,2014,110345.63946363634
Yates,NY,2014,150369.0634909091
Kent,MD,2014,211318.37079090907
Schuyler,NY,2014,124286.96310000001
Hamilton,NY,2014,150787.30576363637
Kings,NY,2015,572673.0717272727
Queens,NY,2015,506597.1129454546
New York,NY,2015,1253855.6507272727
Suffolk,NY,2015,376736.1649909091
Bronx,NY,2015,390276.87107272726
Nassau,NY,2015,467310.2742818182
Montgomery,MD,2015,267971.5782454545
Westchester,NY,2015,532144.7991727273
Prince Georges,MD,2015,255250.48123636367
Erie,NY,2015,135800.39661818184
Baltimore,MD,2015,230679.0078909091
Monroe,NY,2015,129931.9345909091
Baltimore City,MD,2015,102068.95653545455
Anne Arundel,MD,2015,333676.3281818182
Richmond,NY,2015,420677.49677272735
Onondaga,NY,2015,124992.78823636365
Orange,NY,2015,215840.27329999997
Rockland,NY,2015,382016.2972727273
Howard,MD,2015,428227.1997181818
Albany,NY,2015,201633.75035454545
Dutchess,NY,2015,240272.88002727274
Frederick,MD,2015,308365.1250636364
Harford,MD,2015,264399.89759999997
Saratoga,NY,2015,249995.08462727268
Oneida,NY,2015,108912.21960000001
Niagara,NY,2015,108827.5974909091
Broome,NY,2015,99006.31576
Ulster,NY,2015,192162.9857
Carroll,MD,2015,308328.3712363636
Charles,MD,2015,278056.2267545454
Rensselaer,NY,2015,172491.36150909093
Schenectady,NY,2015,156548.27377272726
Washington,MD,2015,162742.33499545453
Chautauqua,NY,2015,83688.93277545455
Oswego,NY,2015,100622.45744545454
Jefferson,NY,2015,137285.48634545453
Saint Marys,MD,2015,281333.1024636364
Ontario,NY,2015,155610.4963
Saint Lawrence,NY,2015,81938.94471909093
Tompkins,NY,2015,196669.4258363636
Cecil,MD,2015,217353.35800909094
Wicomico,MD,2015,149822.9223090909
Putnam,NY,2015,300025.1055454546
Steuben,NY,2015,96543.41408545454
Calvert,MD,2015,319405.6543545454
Wayne,NY,2015,113316.2824
Chemung,NY,2015,93844.72713181817
Clinton,NY,2015,122619.64932727274
Sullivan,NY,2015,133700.62834545455
Cattaraugus,NY,2015,78681.48007636364
Cayuga,NY,2015,117226.5336909091
Allegany,MD,2015,80747.1142709091
Madison,NY,2015,123494.25610909093
Warren,NY,2015,192646.1791909091
Livingston,NY,2015,120388.33290909092
Columbia,NY,2015,217278.5264818182
Herkimer,NY,2015,94696.03838
Otsego,NY,2015,122188.53080909092
Genesee,NY,2015,107328.16962727271
Fulton,NY,2015,106721.2593909091
Worcester,MD,2015,237296.7274272727
Queen Annes,MD,2015,314462.5402818182
Tioga,NY,2015,113379.81409999999
Greene,NY,2015,166942.57391818182
Franklin,NY,2015,99515.74543363637
Chenango,NY,2015,89436.54063
Cortland,NY,2015,110431.65722727272
Delaware,NY,2015,128920.7757818182
Wyoming,NY,2015,101455.70063454546
Orleans,NY,2015,89080.22633181818
Talbot,MD,2015,303213.88785454544
Essex,NY,2015,139481.34376363637
Seneca,NY,2015,106260.7361181818
Caroline,MD,2015,174191.45321818182
Dorchester,MD,2015,144813.6213818182
Schoharie,NY,2015,123474.1805
Garrett,MD,2015,195397.9728272727
Lewis,NY,2015,112780.82984545454
Somerset,MD,2015,113082.58020000001
Yates,NY,2015,154670.93106363638
Kent,MD,2015,213909.67275454543
Schuyler,NY,2015,127355.93196363637
Hamilton,NY,2015,151369.32727272727
Kings,NY,2016,624306.0154083334
Queens,NY,2016,547998.9724166667
New York,NY,2016,1313910.372666667
Suffolk,NY,2016,388066.66583333333
Bronx,NY,2016,424102.0685916667
Nassau,NY,2016,489712.6582
Montgomery,MD,2016,272290.0283279167
Westchester,NY,2016,547807.1366916668
Prince Georges,MD,2016,273288.32755833335
Erie,NY,2016,142308.7655
Baltimore,MD,2016,235813.610425
Monroe,NY,2016,139424.58253333333
Baltimore City,MD,2016,104723.955725
Anne Arundel,MD,2016,339226.655625
Richmond,NY,2016,452836.63611666666
Onondaga,NY,2016,128362.15909166668
Orange,NY,2016,221233.12483333334
Rockland,NY,2016,399110.9126916667
Howard,MD,2016,432457.24830833334
Albany,NY,2016,206540.9629083333
Dutchess,NY,2016,246453.88342499998
Frederick,MD,2016,314881.2009333333
Harford,MD,2016,270068.47026666667
Saratoga,NY,2016,259752.97712499995
Oneida,NY,2016,112050.14289166668
Niagara,NY,2016,113815.714875
Broome,NY,2016,99962.25274583332
Ulster,NY,2016,196404.98760833332
Carroll,MD,2016,314273.87051666674
Charles,MD,2016,288045.921425
Rensselaer,NY,2016,175381.66194166665
Schenectady,NY,2016,159499.451775
Washington,MD,2016,166355.87987916663
Chautauqua,NY,2016,86970.5462625
Oswego,NY,2016,104728.8264
Jefferson,NY,2016,136163.91495
Saint Marys,MD,2016,280288.98252500006
Ontario,NY,2016,161132.43273333335
Saint Lawrence,NY,2016,84095.13476916666
Tompkins,NY,2016,202934.57634166666
Cecil,MD,2016,219179.390275
Wicomico,MD,2016,150558.476575
Putnam,NY,2016,308682.40709166665
Steuben,NY,2016,97487.60027833334
Calvert,MD,2016,324919.8812916667
Wayne,NY,2016,116878.69184166669
Chemung,NY,2016,94905.52503
Clinton,NY,2016,124739.11440833333
Sullivan,NY,2016,137423.02185833332
Cattaraugus,NY,2016,80517.51664916666
Cayuga,NY,2016,118776.159575
Allegany,MD,2016,81970.15982624999
Madison,NY,2016,125449.62190833334
Warren,NY,2016,197441.93614166664
Livingston,NY,2016,126025.32541666669
Columbia,NY,2016,221937.54750000002
Herkimer,NY,2016,96750.32603833334
Otsego,NY,2016,125155.05214166666
Genesee,NY,2016,110938.99691666667
Fulton,NY,2016,111927.64131666669
Worcester,MD,2016,238156.08411666667
Queen Annes,MD,2016,317808.25848333334
Tioga,NY,2016,113528.08931666666
Greene,NY,2016,173377.28348333333
Franklin,NY,2016,100947.754075
Chenango,NY,2016,89403.03049166668
Cortland,NY,2016,115525.11245833333
Delaware,NY,2016,130143.70963333333
Wyoming,NY,2016,104706.02914166666
Orleans,NY,2016,92996.69771250001
Talbot,MD,2016,308826.0608833334
Essex,NY,2016,142728.58523333332
Seneca,NY,2016,109110.58862499999
Caroline,MD,2016,180698.45570833332
Dorchester,MD,2016,148414.985875
Schoharie,NY,2016,126300.94505
Garrett,MD,2016,198293.85251666667
Lewis,NY,2016,114874.68028333333
Somerset,MD,2016,111684.93129166668
Yates,NY,2016,163853.41886666665
Kent,MD,2016,213132.3291666667
Schuyler,NY,2016,131492.69475833332
Hamilton,NY,2016,154741.03315833333
Kings,NY,2017,673602.3078636363
Queens,NY,2017,593629.8217000001
New York,NY,2017,1329034.2942727273
Suffolk,NY,2017,405264.6137818182
Bronx,NY,2017,456928.50125454547
Nassau,NY,2017,519159.6387636364
Montgomery,MD,2017,280494.0700227273
Westchester,NY,2017,566474.9014999998
Prince Georges,MD,2017,291087.14643636363
Erie,NY,2017,151081.17976363635
Baltimore,MD,2017,242758.26115454547
Monroe,NY,2017,146619.9386090909
Baltimore City,MD,2017,110466.9563
Anne Arundel,MD,2017,350523.24151818175
Richmond,NY,2017,506370.0870454545
Onondaga,NY,2017,132059.66342727272
Orange,NY,2017,233716.3780272727
Rockland,NY,2017,421291.91688181815
Howard,MD,2017,442950.5160545455
Albany,NY,2017,213782.95903636364
Dutchess,NY,2017,258575.35357272727
Frederick,MD,2017,323899.56729090906
Harford,MD,2017,275946.01724545454
Saratoga,NY,2017,266913.5904636364
Oneida,NY,2017,117121.89898181817
Niagara,NY,2017,122212.09645454543
Broome,NY,2017,100614.16587181819
Ulster,NY,2017,205727.10206363632
Carroll,MD,2017,323016.6761181818
Charles,MD,2017,300887.4709909091
Rensselaer,NY,2017,180517.3445454545
Schenectady,NY,2017,164501.8428
Washington,MD,2017,170691.86016818185
Chautauqua,NY,2017,89481.20227636363
Oswego,NY,2017,105552.98318181817
Jefferson,NY,2017,135003.25234545453
Saint Marys,MD,2017,288173.0201181818
Ontario,NY,2017,165813.0178909091
Saint Lawrence,NY,2017,84847.41244363636
Tompkins,NY,2017,212692.19005454544
Cecil,MD,2017,226445.28757272728
Wicomico,MD,2017,155522.98090000002
Putnam,NY,2017,324864.84719999996
Steuben,NY,2017,100022.60260272726
Calvert,MD,2017,334650.6226181818
Wayne,NY,2017,121584.88470909091
Chemung,NY,2017,95831.82800636362
Clinton,NY,2017,129893.31620909089
Sullivan,NY,2017,141578.40927272727
Cattaraugus,NY,2017,82820.80389454543
