FIPS_Code,State,Area_Name,Year,Employed_2000,Unemployed_2000,Unemployment_rate_2000,Employed_2001,Unemployed_2001,Unemployment_rate_2001,Employed_2002,Unemployed_2002,Unemployment_rate_2002,Employed_2003,Unemployed_2003,Unemployment_rate_2003,Employed_2004,Unemployed_2004,Unemployment_rate_2004,Employed_2005,Unemployed_2005,Unemployment_rate_2005,Employed_2006,Unemployed_2006,Unemployment_rate_2006,Employed_2007,Unemployed_2007,Unemployment_rate_2007,Employed_2008,Unemployed_2008,Unemployment_rate_2008,Employed_2009,Unemployed_2009,Unemployment_rate_2009,Employed_2010,Unemployed_2010,Unemployment_rate_2010,Employed_2011,Unemployed_2011,Unemployment_rate_2011,Employed_2012,Unemployed_2012,Unemployment_rate_2012,Employed_2013,Unemployed_2013,Unemployment_rate_2013,Employed_2014,Unemployed_2014,Unemployment_rate_2014,Employed_2015,Unemployed_2015,Unemployment_rate_2015,Employed_2016,Unemployed_2016,Unemployment_rate_2016,Employed_2017,Unemployed_2017,Unemployment_rate_2017,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Employed_2019,Unemployed_2019,Unemployment_rate_2019,Employed_2020,Unemployed_2020,Unemployment_rate_2020,Employed_2021,Unemployed_2021,Unemployment_rate_2021,Employed_2022,Unemployed_2022,Unemployment_rate_2022,Median_Household_Income_2021,Med_HH_Income_Percent_of_State_Total_2021
24000,MD,Maryland,2010,"2,702,430","98,961",3.5,"2,717,443","118,836",4.2,"2,734,977","137,390",4.8,"2,742,966","138,058",4.8,"2,752,186","132,925",4.6,"2,799,960","131,621",4.5,"2,860,048","124,396",4.2,"2,877,994","111,323",3.7,"2,891,508","136,426",4.5,"2,819,397","230,472",7.6,"2,836,945","241,423",7.8,"2,870,857","226,443",7.3,"2,906,518","214,429",6.9,"2,924,626","204,282",6.5,"2,945,911","179,106",5.7,"2,983,083","156,905",5.0,"3,020,827","135,091",4.3,"3,114,580","129,316",4.0,"3,146,485","124,150",3.8,"3,221,317","113,048",3.4,"3,031,031","210,055",6.5,"3,005,067","168,222",5.3,"3,068,700","102,813",3.2,"90,129",100.0
24000,MD,Maryland,2011,"2,702,430","98,961",3.5,"2,717,443","118,836",4.2,"2,734,977","137,390",4.8,"2,742,966","138,058",4.8,"2,752,186","132,925",4.6,"2,799,960","131,621",4.5,"2,860,048","124,396",4.2,"2,877,994","111,323",3.7,"2,891,508","136,426",4.5,"2,819,397","230,472",7.6,"2,836,945","241,423",7.8,"2,870,857","226,443",7.3,"2,906,518","214,429",6.9,"2,924,626","204,282",6.5,"2,945,911","179,106",5.7,"2,983,083","156,905",5.0,"3,020,827","135,091",4.3,"3,114,580","129,316",4.0,"3,146,485","124,150",3.8,"3,221,317","113,048",3.4,"3,031,031","210,055",6.5,"3,005,067","168,222",5.3,"3,068,700","102,813",3.2,"90,129",100.0
24000,MD,Maryland,2012,"2,702,430","98,961",3.5,"2,717,443","118,836",4.2,"2,734,977","137,390",4.8,"2,742,966","138,058",4.8,"2,752,186","132,925",4.6,"2,799,960","131,621",4.5,"2,860,048","124,396",4.2,"2,877,994","111,323",3.7,"2,891,508","136,426",4.5,"2,819,397","230,472",7.6,"2,836,945","241,423",7.8,"2,870,857","226,443",7.3,"2,906,518","214,429",6.9,"2,924,626","204,282",6.5,"2,945,911","179,106",5.7,"2,983,083","156,905",5.0,"3,020,827","135,091",4.3,"3,114,580","129,316",4.0,"3,146,485","124,150",3.8,"3,221,317","113,048",3.4,"3,031,031","210,055",6.5,"3,005,067","168,222",5.3,"3,068,700","102,813",3.2,"90,129",100.0
24000,MD,Maryland,2013,"2,702,430","98,961",3.5,"2,717,443","118,836",4.2,"2,734,977","137,390",4.8,"2,742,966","138,058",4.8,"2,752,186","132,925",4.6,"2,799,960","131,621",4.5,"2,860,048","124,396",4.2,"2,877,994","111,323",3.7,"2,891,508","136,426",4.5,"2,819,397","230,472",7.6,"2,836,945","241,423",7.8,"2,870,857","226,443",7.3,"2,906,518","214,429",6.9,"2,924,626","204,282",6.5,"2,945,911","179,106",5.7,"2,983,083","156,905",5.0,"3,020,827","135,091",4.3,"3,114,580","129,316",4.0,"3,146,485","124,150",3.8,"3,221,317","113,048",3.4,"3,031,031","210,055",6.5,"3,005,067","168,222",5.3,"3,068,700","102,813",3.2,"90,129",100.0
24000,MD,Maryland,2014,"2,702,430","98,961",3.5,"2,717,443","118,836",4.2,"2,734,977","137,390",4.8,"2,742,966","138,058",4.8,"2,752,186","132,925",4.6,"2,799,960","131,621",4.5,"2,860,048","124,396",4.2,"2,877,994","111,323",3.7,"2,891,508","136,426",4.5,"2,819,397","230,472",7.6,"2,836,945","241,423",7.8,"2,870,857","226,443",7.3,"2,906,518","214,429",6.9,"2,924,626","204,282",6.5,"2,945,911","179,106",5.7,"2,983,083","156,905",5.0,"3,020,827","135,091",4.3,"3,114,580","129,316",4.0,"3,146,485","124,150",3.8,"3,221,317","113,048",3.4,"3,031,031","210,055",6.5,"3,005,067","168,222",5.3,"3,068,700","102,813",3.2,"90,129",100.0
24000,MD,Maryland,2015,"2,702,430","98,961",3.5,"2,717,443","118,836",4.2,"2,734,977","137,390",4.8,"2,742,966","138,058",4.8,"2,752,186","132,925",4.6,"2,799,960","131,621",4.5,"2,860,048","124,396",4.2,"2,877,994","111,323",3.7,"2,891,508","136,426",4.5,"2,819,397","230,472",7.6,"2,836,945","241,423",7.8,"2,870,857","226,443",7.3,"2,906,518","214,429",6.9,"2,924,626","204,282",6.5,"2,945,911","179,106",5.7,"2,983,083","156,905",5.0,"3,020,827","135,091",4.3,"3,114,580","129,316",4.0,"3,146,485","124,150",3.8,"3,221,317","113,048",3.4,"3,031,031","210,055",6.5,"3,005,067","168,222",5.3,"3,068,700","102,813",3.2,"90,129",100.0
24000,MD,Maryland,2016,"2,702,430","98,961",3.5,"2,717,443","118,836",4.2,"2,734,977","137,390",4.8,"2,742,966","138,058",4.8,"2,752,186","132,925",4.6,"2,799,960","131,621",4.5,"2,860,048","124,396",4.2,"2,877,994","111,323",3.7,"2,891,508","136,426",4.5,"2,819,397","230,472",7.6,"2,836,945","241,423",7.8,"2,870,857","226,443",7.3,"2,906,518","214,429",6.9,"2,924,626","204,282",6.5,"2,945,911","179,106",5.7,"2,983,083","156,905",5.0,"3,020,827","135,091",4.3,"3,114,580","129,316",4.0,"3,146,485","124,150",3.8,"3,221,317","113,048",3.4,"3,031,031","210,055",6.5,"3,005,067","168,222",5.3,"3,068,700","102,813",3.2,"90,129",100.0
24000,MD,Maryland,2017,"2,702,430","98,961",3.5,"2,717,443","118,836",4.2,"2,734,977","137,390",4.8,"2,742,966","138,058",4.8,"2,752,186","132,925",4.6,"2,799,960","131,621",4.5,"2,860,048","124,396",4.2,"2,877,994","111,323",3.7,"2,891,508","136,426",4.5,"2,819,397","230,472",7.6,"2,836,945","241,423",7.8,"2,870,857","226,443",7.3,"2,906,518","214,429",6.9,"2,924,626","204,282",6.5,"2,945,911","179,106",5.7,"2,983,083","156,905",5.0,"3,020,827","135,091",4.3,"3,114,580","129,316",4.0,"3,146,485","124,150",3.8,"3,221,317","113,048",3.4,"3,031,031","210,055",6.5,"3,005,067","168,222",5.3,"3,068,700","102,813",3.2,"90,129",100.0
24000,MD,Maryland,2018,"2,702,430","98,961",3.5,"2,717,443","118,836",4.2,"2,734,977","137,390",4.8,"2,742,966","138,058",4.8,"2,752,186","132,925",4.6,"2,799,960","131,621",4.5,"2,860,048","124,396",4.2,"2,877,994","111,323",3.7,"2,891,508","136,426",4.5,"2,819,397","230,472",7.6,"2,836,945","241,423",7.8,"2,870,857","226,443",7.3,"2,906,518","214,429",6.9,"2,924,626","204,282",6.5,"2,945,911","179,106",5.7,"2,983,083","156,905",5.0,"3,020,827","135,091",4.3,"3,114,580","129,316",4.0,"3,146,485","124,150",3.8,"3,221,317","113,048",3.4,"3,031,031","210,055",6.5,"3,005,067","168,222",5.3,"3,068,700","102,813",3.2,"90,129",100.0
24000,MD,Maryland,2019,"2,702,430","98,961",3.5,"2,717,443","118,836",4.2,"2,734,977","137,390",4.8,"2,742,966","138,058",4.8,"2,752,186","132,925",4.6,"2,799,960","131,621",4.5,"2,860,048","124,396",4.2,"2,877,994","111,323",3.7,"2,891,508","136,426",4.5,"2,819,397","230,472",7.6,"2,836,945","241,423",7.8,"2,870,857","226,443",7.3,"2,906,518","214,429",6.9,"2,924,626","204,282",6.5,"2,945,911","179,106",5.7,"2,983,083","156,905",5.0,"3,020,827","135,091",4.3,"3,114,580","129,316",4.0,"3,146,485","124,150",3.8,"3,221,317","113,048",3.4,"3,031,031","210,055",6.5,"3,005,067","168,222",5.3,"3,068,700","102,813",3.2,"90,129",100.0
24000,MD,Maryland,2020,"2,702,430","98,961",3.5,"2,717,443","118,836",4.2,"2,734,977","137,390",4.8,"2,742,966","138,058",4.8,"2,752,186","132,925",4.6,"2,799,960","131,621",4.5,"2,860,048","124,396",4.2,"2,877,994","111,323",3.7,"2,891,508","136,426",4.5,"2,819,397","230,472",7.6,"2,836,945","241,423",7.8,"2,870,857","226,443",7.3,"2,906,518","214,429",6.9,"2,924,626","204,282",6.5,"2,945,911","179,106",5.7,"2,983,083","156,905",5.0,"3,020,827","135,091",4.3,"3,114,580","129,316",4.0,"3,146,485","124,150",3.8,"3,221,317","113,048",3.4,"3,031,031","210,055",6.5,"3,005,067","168,222",5.3,"3,068,700","102,813",3.2,"90,129",100.0
24000,MD,Maryland,2021,"2,702,430","98,961",3.5,"2,717,443","118,836",4.2,"2,734,977","137,390",4.8,"2,742,966","138,058",4.8,"2,752,186","132,925",4.6,"2,799,960","131,621",4.5,"2,860,048","124,396",4.2,"2,877,994","111,323",3.7,"2,891,508","136,426",4.5,"2,819,397","230,472",7.6,"2,836,945","241,423",7.8,"2,870,857","226,443",7.3,"2,906,518","214,429",6.9,"2,924,626","204,282",6.5,"2,945,911","179,106",5.7,"2,983,083","156,905",5.0,"3,020,827","135,091",4.3,"3,114,580","129,316",4.0,"3,146,485","124,150",3.8,"3,221,317","113,048",3.4,"3,031,031","210,055",6.5,"3,005,067","168,222",5.3,"3,068,700","102,813",3.2,"90,129",100.0
24000,MD,Maryland,2022,"2,702,430","98,961",3.5,"2,717,443","118,836",4.2,"2,734,977","137,390",4.8,"2,742,966","138,058",4.8,"2,752,186","132,925",4.6,"2,799,960","131,621",4.5,"2,860,048","124,396",4.2,"2,877,994","111,323",3.7,"2,891,508","136,426",4.5,"2,819,397","230,472",7.6,"2,836,945","241,423",7.8,"2,870,857","226,443",7.3,"2,906,518","214,429",6.9,"2,924,626","204,282",6.5,"2,945,911","179,106",5.7,"2,983,083","156,905",5.0,"3,020,827","135,091",4.3,"3,114,580","129,316",4.0,"3,146,485","124,150",3.8,"3,221,317","113,048",3.4,"3,031,031","210,055",6.5,"3,005,067","168,222",5.3,"3,068,700","102,813",3.2,"90,129",100.0
24001,MD,"Allegany County, MD",2000,"30,932","1,929",5.9,"30,951","2,171",6.6,"31,260","2,222",6.6,"32,452","2,232",6.4,"32,770","2,310",6.6,"33,124","2,340",6.6,"33,317","2,158",6.1,"33,262","1,928",5.5,"33,521","2,147",6.0,"33,109","3,345",9.2,"31,189","3,288",9.5,"30,990","3,112",9.1,"30,875","2,975",8.8,"30,785","2,829",8.4,"30,763","2,489",7.5,"30,051","2,209",6.8,"30,416","1,949",6.0,"30,836","1,807",5.5,"30,916","1,740",5.3,"31,254","1,622",4.9,"29,105","2,357",7.5,"28,777","1,817",5.9,"29,849","1,253",4.0,"49,236",54.6
24001,MD,"Allegany County, MD",2001,"30,932","1,929",5.9,"30,951","2,171",6.6,"31,260","2,222",6.6,"32,452","2,232",6.4,"32,770","2,310",6.6,"33,124","2,340",6.6,"33,317","2,158",6.1,"33,262","1,928",5.5,"33,521","2,147",6.0,"33,109","3,345",9.2,"31,189","3,288",9.5,"30,990","3,112",9.1,"30,875","2,975",8.8,"30,785","2,829",8.4,"30,763","2,489",7.5,"30,051","2,209",6.8,"30,416","1,949",6.0,"30,836","1,807",5.5,"30,916","1,740",5.3,"31,254","1,622",4.9,"29,105","2,357",7.5,"28,777","1,817",5.9,"29,849","1,253",4.0,"49,236",54.6
24001,MD,"Allegany County, MD",2002,"30,932","1,929",5.9,"30,951","2,171",6.6,"31,260","2,222",6.6,"32,452","2,232",6.4,"32,770","2,310",6.6,"33,124","2,340",6.6,"33,317","2,158",6.1,"33,262","1,928",5.5,"33,521","2,147",6.0,"33,109","3,345",9.2,"31,189","3,288",9.5,"30,990","3,112",9.1,"30,875","2,975",8.8,"30,785","2,829",8.4,"30,763","2,489",7.5,"30,051","2,209",6.8,"30,416","1,949",6.0,"30,836","1,807",5.5,"30,916","1,740",5.3,"31,254","1,622",4.9,"29,105","2,357",7.5,"28,777","1,817",5.9,"29,849","1,253",4.0,"49,236",54.6
24001,MD,"Allegany County, MD",2003,"30,932","1,929",5.9,"30,951","2,171",6.6,"31,260","2,222",6.6,"32,452","2,232",6.4,"32,770","2,310",6.6,"33,124","2,340",6.6,"33,317","2,158",6.1,"33,262","1,928",5.5,"33,521","2,147",6.0,"33,109","3,345",9.2,"31,189","3,288",9.5,"30,990","3,112",9.1,"30,875","2,975",8.8,"30,785","2,829",8.4,"30,763","2,489",7.5,"30,051","2,209",6.8,"30,416","1,949",6.0,"30,836","1,807",5.5,"30,916","1,740",5.3,"31,254","1,622",4.9,"29,105","2,357",7.5,"28,777","1,817",5.9,"29,849","1,253",4.0,"49,236",54.6
24001,MD,"Allegany County, MD",2004,"30,932","1,929",5.9,"30,951","2,171",6.6,"31,260","2,222",6.6,"32,452","2,232",6.4,"32,770","2,310",6.6,"33,124","2,340",6.6,"33,317","2,158",6.1,"33,262","1,928",5.5,"33,521","2,147",6.0,"33,109","3,345",9.2,"31,189","3,288",9.5,"30,990","3,112",9.1,"30,875","2,975",8.8,"30,785","2,829",8.4,"30,763","2,489",7.5,"30,051","2,209",6.8,"30,416","1,949",6.0,"30,836","1,807",5.5,"30,916","1,740",5.3,"31,254","1,622",4.9,"29,105","2,357",7.5,"28,777","1,817",5.9,"29,849","1,253",4.0,"49,236",54.6
24001,MD,"Allegany County, MD",2005,"30,932","1,929",5.9,"30,951","2,171",6.6,"31,260","2,222",6.6,"32,452","2,232",6.4,"32,770","2,310",6.6,"33,124","2,340",6.6,"33,317","2,158",6.1,"33,262","1,928",5.5,"33,521","2,147",6.0,"33,109","3,345",9.2,"31,189","3,288",9.5,"30,990","3,112",9.1,"30,875","2,975",8.8,"30,785","2,829",8.4,"30,763","2,489",7.5,"30,051","2,209",6.8,"30,416","1,949",6.0,"30,836","1,807",5.5,"30,916","1,740",5.3,"31,254","1,622",4.9,"29,105","2,357",7.5,"28,777","1,817",5.9,"29,849","1,253",4.0,"49,236",54.6
24001,MD,"Allegany County, MD",2006,"30,932","1,929",5.9,"30,951","2,171",6.6,"31,260","2,222",6.6,"32,452","2,232",6.4,"32,770","2,310",6.6,"33,124","2,340",6.6,"33,317","2,158",6.1,"33,262","1,928",5.5,"33,521","2,147",6.0,"33,109","3,345",9.2,"31,189","3,288",9.5,"30,990","3,112",9.1,"30,875","2,975",8.8,"30,785","2,829",8.4,"30,763","2,489",7.5,"30,051","2,209",6.8,"30,416","1,949",6.0,"30,836","1,807",5.5,"30,916","1,740",5.3,"31,254","1,622",4.9,"29,105","2,357",7.5,"28,777","1,817",5.9,"29,849","1,253",4.0,"49,236",54.6
24001,MD,"Allegany County, MD",2007,"30,932","1,929",5.9,"30,951","2,171",6.6,"31,260","2,222",6.6,"32,452","2,232",6.4,"32,770","2,310",6.6,"33,124","2,340",6.6,"33,317","2,158",6.1,"33,262","1,928",5.5,"33,521","2,147",6.0,"33,109","3,345",9.2,"31,189","3,288",9.5,"30,990","3,112",9.1,"30,875","2,975",8.8,"30,785","2,829",8.4,"30,763","2,489",7.5,"30,051","2,209",6.8,"30,416","1,949",6.0,"30,836","1,807",5.5,"30,916","1,740",5.3,"31,254","1,622",4.9,"29,105","2,357",7.5,"28,777","1,817",5.9,"29,849","1,253",4.0,"49,236",54.6
24001,MD,"Allegany County, MD",2008,"30,932","1,929",5.9,"30,951","2,171",6.6,"31,260","2,222",6.6,"32,452","2,232",6.4,"32,770","2,310",6.6,"33,124","2,340",6.6,"33,317","2,158",6.1,"33,262","1,928",5.5,"33,521","2,147",6.0,"33,109","3,345",9.2,"31,189","3,288",9.5,"30,990","3,112",9.1,"30,875","2,975",8.8,"30,785","2,829",8.4,"30,763","2,489",7.5,"30,051","2,209",6.8,"30,416","1,949",6.0,"30,836","1,807",5.5,"30,916","1,740",5.3,"31,254","1,622",4.9,"29,105","2,357",7.5,"28,777","1,817",5.9,"29,849","1,253",4.0,"49,236",54.6
24001,MD,"Allegany County, MD",2009,"30,932","1,929",5.9,"30,951","2,171",6.6,"31,260","2,222",6.6,"32,452","2,232",6.4,"32,770","2,310",6.6,"33,124","2,340",6.6,"33,317","2,158",6.1,"33,262","1,928",5.5,"33,521","2,147",6.0,"33,109","3,345",9.2,"31,189","3,288",9.5,"30,990","3,112",9.1,"30,875","2,975",8.8,"30,785","2,829",8.4,"30,763","2,489",7.5,"30,051","2,209",6.8,"30,416","1,949",6.0,"30,836","1,807",5.5,"30,916","1,740",5.3,"31,254","1,622",4.9,"29,105","2,357",7.5,"28,777","1,817",5.9,"29,849","1,253",4.0,"49,236",54.6
24001,MD,"Allegany County, MD",2010,"30,932","1,929",5.9,"30,951","2,171",6.6,"31,260","2,222",6.6,"32,452","2,232",6.4,"32,770","2,310",6.6,"33,124","2,340",6.6,"33,317","2,158",6.1,"33,262","1,928",5.5,"33,521","2,147",6.0,"33,109","3,345",9.2,"31,189","3,288",9.5,"30,990","3,112",9.1,"30,875","2,975",8.8,"30,785","2,829",8.4,"30,763","2,489",7.5,"30,051","2,209",6.8,"30,416","1,949",6.0,"30,836","1,807",5.5,"30,916","1,740",5.3,"31,254","1,622",4.9,"29,105","2,357",7.5,"28,777","1,817",5.9,"29,849","1,253",4.0,"49,236",54.6
24001,MD,"Allegany County, MD",2011,"30,932","1,929",5.9,"30,951","2,171",6.6,"31,260","2,222",6.6,"32,452","2,232",6.4,"32,770","2,310",6.6,"33,124","2,340",6.6,"33,317","2,158",6.1,"33,262","1,928",5.5,"33,521","2,147",6.0,"33,109","3,345",9.2,"31,189","3,288",9.5,"30,990","3,112",9.1,"30,875","2,975",8.8,"30,785","2,829",8.4,"30,763","2,489",7.5,"30,051","2,209",6.8,"30,416","1,949",6.0,"30,836","1,807",5.5,"30,916","1,740",5.3,"31,254","1,622",4.9,"29,105","2,357",7.5,"28,777","1,817",5.9,"29,849","1,253",4.0,"49,236",54.6
