FIPS_Code,State,County/Region,Year,Employed,Unemployed,Unemployment_rate
24001,MD,Allegany,2000,"30,932","1,929",5.9
24001,MD,Allegany,2001,"30,951","2,171",6.6
24001,MD,Allegany,2002,"31,260","2,222",6.6
24001,MD,Allegany,2003,"32,452","2,232",6.4
24001,MD,Allegany,2004,"32,770","2,310",6.6
24001,MD,Allegany,2005,"33,124","2,340",6.6
24001,MD,Allegany,2006,"33,317","2,158",6.1
24001,MD,Allegany,2007,"33,262","1,928",5.5
24001,MD,Allegany,2008,"33,521","2,147",6.0
24001,MD,Allegany,2009,"33,109","3,345",9.2
24001,MD,Allegany,2010,"31,189","3,288",9.5
24001,MD,Allegany,2011,"30,990","3,112",9.1
24001,MD,Allegany,2012,"30,875","2,975",8.8
24001,MD,Allegany,2013,"30,785","2,829",8.4
24001,MD,Allegany,2014,"30,763","2,489",7.5
24001,MD,Allegany,2015,"30,051","2,209",6.8
24001,MD,Allegany,2016,"30,416","1,949",6.0
24001,MD,Allegany,2017,"30,836","1,807",5.5
24001,MD,Allegany,2018,"30,916","1,740",5.3
24001,MD,Allegany,2019,"31,254","1,622",4.9
24001,MD,Allegany,2020,"29,105","2,357",7.5
24001,MD,Allegany,2021,"28,777","1,817",5.9
24001,MD,Allegany,2022,"29,849","1,253",4.0
24003,MD,Anne Arundel,2000,"259,292","8,013",3.0
24003,MD,Anne Arundel,2001,"261,010","9,705",3.6
24003,MD,Anne Arundel,2002,"261,382","11,451",4.2
24003,MD,Anne Arundel,2003,"259,619","11,141",4.1
24003,MD,Anne Arundel,2004,"259,765","10,866",4.0
24003,MD,Anne Arundel,2005,"264,459","10,510",3.8
24003,MD,Anne Arundel,2006,"269,707","10,065",3.6
24003,MD,Anne Arundel,2007,"272,510","9,078",3.2
24003,MD,Anne Arundel,2008,"274,099","11,390",4.0
24003,MD,Anne Arundel,2009,"268,328","19,786",6.9
24003,MD,Anne Arundel,2010,"266,214","20,259",7.1
24003,MD,Anne Arundel,2011,"270,942","18,464",6.4
24003,MD,Anne Arundel,2012,"276,469","17,410",5.9
24003,MD,Anne Arundel,2013,"279,785","16,749",5.6
24003,MD,Anne Arundel,2014,"282,564","14,839",5.0
24003,MD,Anne Arundel,2015,"287,823","12,976",4.3
24003,MD,Anne Arundel,2016,"292,085","11,149",3.7
24003,MD,Anne Arundel,2017,"302,969","10,716",3.4
24003,MD,Anne Arundel,2018,"308,544","10,282",3.2
24003,MD,Anne Arundel,2019,"318,030","9,448",2.9
24003,MD,Anne Arundel,2020,"300,973","17,764",5.6
24003,MD,Anne Arundel,2021,"299,102","13,722",4.4
24003,MD,Anne Arundel,2022,"304,493","8,892",2.8
24005,MD,Baltimore,2000,"392,949","15,005",3.7
24005,MD,Baltimore,2001,"394,321","17,759",4.3
24005,MD,Baltimore,2002,"394,366","20,477",4.9
24005,MD,Baltimore,2003,"392,867","20,966",5.1
24005,MD,Baltimore,2004,"393,167","19,835",4.8
24005,MD,Baltimore,2005,"400,813","19,504",4.6
24005,MD,Baltimore,2006,"410,696","18,226",4.2
24005,MD,Baltimore,2007,"413,498","16,316",3.8
24005,MD,Baltimore,2008,"413,616","20,275",4.7
24005,MD,Baltimore,2009,"400,495","34,811",8.0
24005,MD,Baltimore,2010,"395,705","36,406",8.4
24005,MD,Baltimore,2011,"401,906","33,772",7.8
24005,MD,Baltimore,2012,"408,491","31,921",7.2
24005,MD,Baltimore,2013,"411,999","30,143",6.8
24005,MD,Baltimore,2014,"414,836","26,484",6.0
24005,MD,Baltimore,2015,"421,631","23,076",5.2
24005,MD,Baltimore,2016,"424,736","19,947",4.5
24005,MD,Baltimore,2017,"437,550","18,982",4.2
24005,MD,Baltimore,2018,"441,260","17,904",3.9
24005,MD,Baltimore,2019,"451,794","16,349",3.5
24005,MD,Baltimore,2020,"424,267","29,779",6.6
24005,MD,Baltimore,2021,"421,591","23,252",5.2
24005,MD,Baltimore,2022,"429,164","14,672",3.3
24009,MD,Calvert,2000,"39,130","1,203",3.0
24009,MD,Calvert,2001,"39,753","1,365",3.3
24009,MD,Calvert,2002,"41,158","1,590",3.7
24009,MD,Calvert,2003,"42,685","1,667",3.8
24009,MD,Calvert,2004,"43,409","1,669",3.7
24009,MD,Calvert,2005,"44,389","1,706",3.7
24009,MD,Calvert,2006,"45,730","1,609",3.4
24009,MD,Calvert,2007,"46,452","1,447",3.0
24009,MD,Calvert,2008,"47,401","1,809",3.7
24009,MD,Calvert,2009,"46,058","3,106",6.3
24009,MD,Calvert,2010,"44,522","3,379",7.1
24009,MD,Calvert,2011,"44,595","3,135",6.6
24009,MD,Calvert,2012,"44,781","2,951",6.2
24009,MD,Calvert,2013,"44,952","2,805",5.9
24009,MD,Calvert,2014,"44,735","2,477",5.2
24009,MD,Calvert,2015,"44,875","2,118",4.5
24009,MD,Calvert,2016,"46,930","1,820",3.7
24009,MD,Calvert,2017,"48,289","1,746",3.5
24009,MD,Calvert,2018,"48,881","1,733",3.4
24009,MD,Calvert,2019,"50,214","1,546",3.0
24009,MD,Calvert,2020,"47,420","2,493",5.0
24009,MD,Calvert,2021,"46,746","2,068",4.2
24009,MD,Calvert,2022,"47,891","1,455",2.9
24011,MD,Caroline,2000,"14,798",548,3.6
24011,MD,Caroline,2001,"14,762",744,4.8
24011,MD,Caroline,2002,"15,102",779,4.9
24011,MD,Caroline,2003,"14,746",868,5.6
24011,MD,Caroline,2004,"15,139",814,5.1
24011,MD,Caroline,2005,"15,444",769,4.7
24011,MD,Caroline,2006,"15,417",762,4.7
24011,MD,Caroline,2007,"15,587",726,4.5
24011,MD,Caroline,2008,"15,680",944,5.7
24011,MD,Caroline,2009,"14,954","1,605",9.7
24011,MD,Caroline,2010,"15,803","1,656",9.5
24011,MD,Caroline,2011,"15,967","1,526",8.7
24011,MD,Caroline,2012,"16,272","1,345",7.6
24011,MD,Caroline,2013,"16,464","1,214",6.9
24011,MD,Caroline,2014,"16,332","1,074",6.2
24011,MD,Caroline,2015,"16,525",935,5.4
24011,MD,Caroline,2016,"16,830",813,4.6
24011,MD,Caroline,2017,"17,466",749,4.1
24011,MD,Caroline,2018,"17,867",683,3.7
24011,MD,Caroline,2019,"18,087",636,3.4
24011,MD,Caroline,2020,"16,818",953,5.4
24011,MD,Caroline,2021,"16,332",768,4.5
24011,MD,Caroline,2022,"16,581",526,3.1
24013,MD,Carroll,2000,"81,396","2,470",2.9
24013,MD,Carroll,2001,"82,674","2,850",3.3
24013,MD,Carroll,2002,"84,411","3,385",3.9
24013,MD,Carroll,2003,"85,460","3,473",3.9
24013,MD,Carroll,2004,"86,535","3,380",3.8
24013,MD,Carroll,2005,"88,743","3,312",3.6
24013,MD,Carroll,2006,"91,711","3,242",3.4
24013,MD,Carroll,2007,"91,585","2,979",3.2
24013,MD,Carroll,2008,"92,077","3,733",3.9
24013,MD,Carroll,2009,"89,068","6,624",6.9
24013,MD,Carroll,2010,"86,236","6,495",7.0
24013,MD,Carroll,2011,"87,107","5,757",6.2
24013,MD,Carroll,2012,"87,885","5,434",5.8
24013,MD,Carroll,2013,"87,988","5,066",5.4
24013,MD,Carroll,2014,"88,185","4,385",4.7
24013,MD,Carroll,2015,"89,165","3,849",4.1
24013,MD,Carroll,2016,"89,753","3,262",3.5
24013,MD,Carroll,2017,"92,385","3,107",3.3
24013,MD,Carroll,2018,"94,005","3,038",3.1
24013,MD,Carroll,2019,"96,144","2,725",2.8
24013,MD,Carroll,2020,"90,766","4,654",4.9
24013,MD,Carroll,2021,"90,301","3,636",3.9
24013,MD,Carroll,2022,"92,067","2,511",2.7
24015,MD,Cecil,2000,"44,136","1,598",3.5
24015,MD,Cecil,2001,"44,384","1,881",4.1
24015,MD,Cecil,2002,"44,755","2,263",4.8
24015,MD,Cecil,2003,"45,177","2,642",5.5
24015,MD,Cecil,2004,"46,252","2,294",4.7
24015,MD,Cecil,2005,"47,365","2,489",5.0
24015,MD,Cecil,2006,"48,593","2,406",4.7
24015,MD,Cecil,2007,"48,768","2,095",4.1
24015,MD,Cecil,2008,"48,575","2,780",5.4
24015,MD,Cecil,2009,"46,401","5,027",9.8
24015,MD,Cecil,2010,"47,005","5,077",9.7
24015,MD,Cecil,2011,"47,454","4,667",9.0
24015,MD,Cecil,2012,"47,630","4,268",8.2
24015,MD,Cecil,2013,"48,243","3,992",7.6
24015,MD,Cecil,2014,"49,013","3,407",6.5
24015,MD,Cecil,2015,"49,457","3,088",5.9
24015,MD,Cecil,2016,"49,912","2,652",5.0
24015,MD,Cecil,2017,"51,100","2,466",4.6
24015,MD,Cecil,2018,"51,479","2,296",4.3
24015,MD,Cecil,2019,"52,889","2,061",3.8
24015,MD,Cecil,2020,"50,659","3,044",5.7
24015,MD,Cecil,2021,"50,197","2,532",4.8
24015,MD,Cecil,2022,"51,972","1,789",3.3
24017,MD,Charles,2000,"63,161","1,905",2.9
24017,MD,Charles,2001,"64,003","2,185",3.3
24017,MD,Charles,2002,"65,284","2,559",3.8
24017,MD,Charles,2003,"67,192","2,593",3.7
24017,MD,Charles,2004,"68,310","2,609",3.7
24017,MD,Charles,2005,"70,131","2,701",3.7
24017,MD,Charles,2006,"72,358","2,551",3.4
24017,MD,Charles,2007,"73,999","2,377",3.1
24017,MD,Charles,2008,"75,276","2,999",3.8
24017,MD,Charles,2009,"73,478","4,957",6.3
24017,MD,Charles,2010,"72,775","5,562",7.1
24017,MD,Charles,2011,"73,669","5,356",6.8
24017,MD,Charles,2012,"74,359","5,235",6.6
24017,MD,Charles,2013,"75,103","5,144",6.4
24017,MD,Charles,2014,"75,591","4,535",5.7
24017,MD,Charles,2015,"76,540","3,931",4.9
24017,MD,Charles,2016,"80,379","3,433",4.1
24017,MD,Charles,2017,"83,476","3,326",3.8
24017,MD,Charles,2018,"84,885","3,284",3.7
24017,MD,Charles,2019,"87,656","3,118",3.4
24017,MD,Charles,2020,"82,869","5,673",6.4
24017,MD,Charles,2021,"81,629","4,539",5.3
24017,MD,Charles,2022,"83,670","2,876",3.3
24019,MD,Dorchester,2000,"14,783",789,5.1
24019,MD,Dorchester,2001,"14,988","1,049",6.5
24019,MD,Dorchester,2002,"15,250","1,144",7.0
24019,MD,Dorchester,2003,"15,140","1,209",7.4
24019,MD,Dorchester,2004,"15,957","1,075",6.3
24019,MD,Dorchester,2005,"16,055","1,004",5.9
24019,MD,Dorchester,2006,"15,861","1,043",6.2
24019,MD,Dorchester,2007,"15,758","1,041",6.2
24019,MD,Dorchester,2008,"15,607","1,202",7.2
24019,MD,Dorchester,2009,"15,069","1,948",11.4
24019,MD,Dorchester,2010,"14,657","1,929",11.6
24019,MD,Dorchester,2011,"14,679","1,855",11.2
24019,MD,Dorchester,2012,"14,441","1,730",10.7
24019,MD,Dorchester,2013,"14,405","1,544",9.7
24019,MD,Dorchester,2014,"14,470","1,305",8.3
24019,MD,Dorchester,2015,"14,680","1,110",7.0
24019,MD,Dorchester,2016,"14,911",952,6.0
24019,MD,Dorchester,2017,"14,974",870,5.5
24019,MD,Dorchester,2018,"15,024",793,5.0
24019,MD,Dorchester,2019,"15,745",723,4.4
24019,MD,Dorchester,2020,"15,564","1,049",6.3
24019,MD,Dorchester,2021,"15,097",845,5.3
24019,MD,Dorchester,2022,"15,408",575,3.6
24021,MD,Frederick,2000,"106,576","2,941",2.7
24021,MD,Frederick,2001,"108,130","3,675",3.3
24021,MD,Frederick,2002,"110,753","4,261",3.7
24021,MD,Frederick,2003,"112,187","4,356",3.7
24021,MD,Frederick,2004,"113,453","4,232",3.6
24021,MD,Frederick,2005,"116,423","4,107",3.4
24021,MD,Frederick,2006,"119,363","4,196",3.4
24021,MD,Frederick,2007,"120,589","3,846",3.1
24021,MD,Frederick,2008,"119,634","4,792",3.9
24021,MD,Frederick,2009,"116,310","8,460",6.8
24021,MD,Frederick,2010,"119,018","9,082",7.1
24021,MD,Frederick,2011,"120,249","8,366",6.5
24021,MD,Frederick,2012,"120,933","7,748",6.0
24021,MD,Frederick,2013,"121,130","7,317",5.7
24021,MD,Frederick,2014,"121,643","6,378",5.0
24021,MD,Frederick,2015,"122,837","5,636",4.4
24021,MD,Frederick,2016,"123,692","4,841",3.8
24021,MD,Frederick,2017,"127,973","4,659",3.5
24021,MD,Frederick,2018,"131,476","4,589",3.4
24021,MD,Frederick,2019,"136,461","4,202",3.0
24021,MD,Frederick,2020,"130,318","7,790",5.6
24021,MD,Frederick,2021,"128,703","5,989",4.4
24021,MD,Frederick,2022,"131,997","4,013",3.0
24023,MD,Garrett,2000,"13,755",746,5.1
24023,MD,Garrett,2001,"14,101",827,5.5
24023,MD,Garrett,2002,"14,641",907,5.8
24023,MD,Garrett,2003,"14,697",875,5.6
24023,MD,Garrett,2004,"15,348",859,5.3
24023,MD,Garrett,2005,"15,705",864,5.2
24023,MD,Garrett,2006,"16,010",883,5.2
24023,MD,Garrett,2007,"16,004",790,4.7
24023,MD,Garrett,2008,"16,067",875,5.2
24023,MD,Garrett,2009,"15,506","1,416",8.4
24023,MD,Garrett,2010,"14,397","1,442",9.1
24023,MD,Garrett,2011,"14,477","1,344",8.5
24023,MD,Garrett,2012,"14,538","1,295",8.2
24023,MD,Garrett,2013,"14,485","1,256",8.0
24023,MD,Garrett,2014,"14,440","1,094",7.0
24023,MD,Garrett,2015,"14,660",967,6.2
24023,MD,Garrett,2016,"14,635",848,5.5
24023,MD,Garrett,2017,"14,916",783,5.0
24023,MD,Garrett,2018,"15,101",729,4.6
24023,MD,Garrett,2019,"15,619",675,4.1
24023,MD,Garrett,2020,"14,665",999,6.4
24023,MD,Garrett,2021,"14,488",748,4.9
24023,MD,Garrett,2022,"14,466",517,3.5
24025,MD,Harford,2000,"115,914","3,859",3.2
24025,MD,Harford,2001,"117,040","4,681",3.8
24025,MD,Harford,2002,"118,427","5,641",4.5
24025,MD,Harford,2003,"119,288","5,821",4.7
24025,MD,Harford,2004,"120,312","5,479",4.4
24025,MD,Harford,2005,"123,937","5,542",4.3
24025,MD,Harford,2006,"127,923","5,197",3.9
24025,MD,Harford,2007,"127,782","4,752",3.6
24025,MD,Harford,2008,"128,560","5,852",4.4
24025,MD,Harford,2009,"124,934","10,407",7.7
24025,MD,Harford,2010,"122,387","10,620",8.0
24025,MD,Harford,2011,"124,122","9,753",7.3
24025,MD,Harford,2012,"126,328","9,290",6.9
24025,MD,Harford,2013,"126,915","8,759",6.5
24025,MD,Harford,2014,"127,649","7,570",5.6
24025,MD,Harford,2015,"129,254","6,553",4.8
24025,MD,Harford,2016,"130,653","5,546",4.1
24025,MD,Harford,2017,"134,920","5,236",3.7
24025,MD,Harford,2018,"137,596","4,975",3.5
24025,MD,Harford,2019,"141,813","4,602",3.1
24025,MD,Harford,2020,"134,078","7,854",5.5
24025,MD,Harford,2021,"133,211","6,171",4.4
24025,MD,Harford,2022,"135,697","4,150",3.0
24027,MD,Howard,2000,"140,894","3,604",2.5
24027,MD,Howard,2001,"143,489","4,663",3.1
24027,MD,Howard,2002,"144,728","5,578",3.7
24027,MD,Howard,2003,"145,108","5,429",3.6
24027,MD,Howard,2004,"145,696","5,298",3.5
24027,MD,Howard,2005,"149,217","5,181",3.4
24027,MD,Howard,2006,"154,345","4,907",3.1
24027,MD,Howard,2007,"155,775","4,352",2.7
24027,MD,Howard,2008,"157,247","5,304",3.3
24027,MD,Howard,2009,"155,243","9,210",5.6
24027,MD,Howard,2010,"151,535","9,280",5.8
24027,MD,Howard,2011,"155,375","8,604",5.2
24027,MD,Howard,2012,"160,013","8,325",4.9
24027,MD,Howard,2013,"163,135","8,189",4.8
24027,MD,Howard,2014,"165,997","7,388",4.3
24027,MD,Howard,2015,"170,079","6,605",3.7
24027,MD,Howard,2016,"173,421","5,699",3.2
24027,MD,Howard,2017,"180,542","5,597",3.0
24027,MD,Howard,2018,"184,187","5,509",2.9
24027,MD,Howard,2019,"190,301","5,060",2.6
24027,MD,Howard,2020,"180,388","9,391",4.9
24027,MD,Howard,2021,"179,263","7,501",4.0
24027,MD,Howard,2022,"182,454","4,928",2.6
24029,MD,Kent,2000,"9,671",385,3.8
24029,MD,Kent,2001,"9,944",441,4.2
24029,MD,Kent,2002,"10,298",516,4.8
24029,MD,Kent,2003,"9,709",547,5.3
24029,MD,Kent,2004,"10,243",499,4.6
24029,MD,Kent,2005,"10,448",497,4.5
24029,MD,Kent,2006,"10,616",465,4.2
24029,MD,Kent,2007,"10,775",423,3.8
24029,MD,Kent,2008,"10,561",564,5.1
24029,MD,Kent,2009,"10,058",896,8.2
24029,MD,Kent,2010,"9,688",965,9.1
24029,MD,Kent,2011,"9,895",880,8.2
24029,MD,Kent,2012,"9,833",801,7.5
24029,MD,Kent,2013,"9,609",737,7.1
24029,MD,Kent,2014,"9,688",656,6.3
24029,MD,Kent,2015,"10,015",553,5.2
24029,MD,Kent,2016,"9,750",480,4.7
24029,MD,Kent,2017,"9,922",442,4.3
24029,MD,Kent,2018,"10,070",440,4.2
24029,MD,Kent,2019,"10,078",396,3.8
24029,MD,Kent,2020,"9,246",626,6.3
24029,MD,Kent,2021,"9,037",487,5.1
24029,MD,Kent,2022,"9,384",350,3.6
24031,MD,Montgomery,2000,"474,624","12,691",2.6
24031,MD,Montgomery,2001,"475,953","15,730",3.2
24031,MD,Montgomery,2002,"479,111","18,546",3.7
24031,MD,Montgomery,2003,"479,960","17,752",3.6
24031,MD,Montgomery,2004,"479,611","17,150",3.5
24031,MD,Montgomery,2005,"488,059","17,108",3.4
24031,MD,Montgomery,2006,"497,787","15,933",3.1
24031,MD,Montgomery,2007,"498,244","14,482",2.8
24031,MD,Montgomery,2008,"502,576","17,491",3.4
24031,MD,Montgomery,2009,"494,416","30,213",5.8
24031,MD,Montgomery,2010,"502,458","30,698",5.8
24031,MD,Montgomery,2011,"508,359","28,588",5.3
24031,MD,Montgomery,2012,"513,193","27,617",5.1
24031,MD,Montgomery,2013,"516,469","26,665",4.9
24031,MD,Montgomery,2014,"520,698","23,573",4.3
24031,MD,Montgomery,2015,"526,310","20,919",3.8
24031,MD,Montgomery,2016,"526,510","18,139",3.3
24031,MD,Montgomery,2017,"543,489","17,881",3.2
24031,MD,Montgomery,2018,"548,536","17,349",3.1
24031,MD,Montgomery,2019,"560,710","16,060",2.8
24031,MD,Montgomery,2020,"525,071","33,966",6.1
24031,MD,Montgomery,2021,"518,901","27,658",5.1
24031,MD,Montgomery,2022,"530,944","15,869",2.9
24033,MD,Prince George's,2000,"413,166","15,675",3.7
24033,MD,Prince George's,2001,"413,286","18,882",4.4
24033,MD,Prince George's,2002,"415,586","22,819",5.2
24033,MD,Prince George's,2003,"418,766","22,248",5.0
24033,MD,Prince George's,2004,"418,279","21,246",4.8
24033,MD,Prince George's,2005,"422,016","21,515",4.9
24033,MD,Prince George's,2006,"428,023","20,081",4.5
24033,MD,Prince George's,2007,"431,117","17,303",3.9
24033,MD,Prince George's,2008,"433,384","20,897",4.6
24033,MD,Prince George's,2009,"425,672","34,464",7.5
24033,MD,Prince George's,2010,"443,412","36,978",7.7
24033,MD,Prince George's,2011,"446,690","36,404",7.5
24033,MD,Prince George's,2012,"450,330","34,885",7.2
24033,MD,Prince George's,2013,"452,620","33,321",6.9
24033,MD,Prince George's,2014,"457,128","29,028",6.0
24033,MD,Prince George's,2015,"461,301","25,017",5.1
24033,MD,Prince George's,2016,"478,398","21,462",4.3
24033,MD,Prince George's,2017,"493,342","20,650",4.0
24033,MD,Prince George's,2018,"494,574","20,306",3.9
24033,MD,Prince George's,2019,"505,219","18,669",3.6
24033,MD,Prince George's,2020,"474,418","40,410",7.8
24033,MD,Prince George's,2021,"467,541","33,897",6.8
24033,MD,Prince George's,2022,"479,080","17,557",3.5
24035,MD,Queen Anne's,2000,"21,992",688,3.0
24035,MD,Queen Anne's,2001,"22,259",819,3.5
24035,MD,Queen Anne's,2002,"22,797",921,3.9
24035,MD,Queen Anne's,2003,"23,216",990,4.1
24035,MD,Queen Anne's,2004,"23,480",945,3.9
24035,MD,Queen Anne's,2005,"24,129",954,3.8
24035,MD,Queen Anne's,2006,"25,025",942,3.6
24035,MD,Queen Anne's,2007,"25,324",874,3.3
24035,MD,Queen Anne's,2008,"25,724","1,148",4.3
24035,MD,Queen Anne's,2009,"25,231","1,957",7.2
24035,MD,Queen Anne's,2010,"24,220","1,961",7.5
24035,MD,Queen Anne's,2011,"24,790","1,826",6.9
24035,MD,Queen Anne's,2012,"25,078","1,668",6.2
24035,MD,Queen Anne's,2013,"24,932","1,533",5.8
24035,MD,Queen Anne's,2014,"25,040","1,324",5.0
24035,MD,Queen Anne's,2015,"25,434","1,178",4.4
24035,MD,Queen Anne's,2016,"25,564","1,003",3.8
24035,MD,Queen Anne's,2017,"26,759",975,3.5
24035,MD,Queen Anne's,2018,"27,405",915,3.2
24035,MD,Queen Anne's,2019,"28,003",845,2.9
24035,MD,Queen Anne's,2020,"26,743","1,472",5.2
24035,MD,Queen Anne's,2021,"26,657","1,124",4.0
24035,MD,Queen Anne's,2022,"27,231",774,2.8
24037,MD,St. Mary's,2000,"42,880","1,425",3.2
24037,MD,St. Mary's,2001,"43,957","1,587",3.5
24037,MD,St. Mary's,2002,"45,663","1,846",3.9
24037,MD,St. Mary's,2003,"46,714","1,814",3.7
24037,MD,St. Mary's,2004,"47,221","1,810",3.7
24037,MD,St. Mary's,2005,"47,354","1,889",3.8
24037,MD,St. Mary's,2006,"48,953","1,850",3.6
24037,MD,St. Mary's,2007,"49,495","1,623",3.2
24037,MD,St. Mary's,2008,"50,511","2,017",3.8
24037,MD,St. Mary's,2009,"50,720","3,258",6.0
24037,MD,St. Mary's,2010,"50,089","3,604",6.7
24037,MD,St. Mary's,2011,"50,823","3,460",6.4
24037,MD,St. Mary's,2012,"51,177","3,344",6.1
24037,MD,St. Mary's,2013,"51,049","3,209",5.9
24037,MD,St. Mary's,2014,"51,200","2,862",5.3
24037,MD,St. Mary's,2015,"51,964","2,598",4.8
24037,MD,St. Mary's,2016,"52,486","2,244",4.1
24037,MD,St. Mary's,2017,"53,692","2,136",3.8
24037,MD,St. Mary's,2018,"54,664","2,086",3.7
24037,MD,St. Mary's,2019,"56,565","1,854",3.2
24037,MD,St. Mary's,2020,"56,020","2,727",4.6
24037,MD,St. Mary's,2021,"55,967","2,388",4.1
24037,MD,St. Mary's,2022,"55,891","1,771",3.1
24039,MD,Somerset,2000,"9,792",645,6.2
24039,MD,Somerset,2001,"10,111",754,6.9
24039,MD,Somerset,2002,"10,328",799,7.2
24039,MD,Somerset,2003,"10,221",776,7.1
24039,MD,Somerset,2004,"10,515",790,7.0
24039,MD,Somerset,2005,"10,731",752,6.5
24039,MD,Somerset,2006,"10,687",677,6.0
24039,MD,Somerset,2007,"10,612",645,5.7
24039,MD,Somerset,2008,"10,607",769,6.8
24039,MD,Somerset,2009,"10,050","1,139",10.2
24039,MD,Somerset,2010,"8,744","1,208",12.1
24039,MD,Somerset,2011,"8,716","1,165",11.8
24039,MD,Somerset,2012,"8,655","1,082",11.1
24039,MD,Somerset,2013,"8,558","1,015",10.6
24039,MD,Somerset,2014,"8,407",864,9.3
24039,MD,Somerset,2015,"8,470",745,8.1
24039,MD,Somerset,2016,"8,573",646,7.0
24039,MD,Somerset,2017,"8,778",621,6.6
24039,MD,Somerset,2018,"8,741",636,6.8
24039,MD,Somerset,2019,"8,763",548,5.9
24039,MD,Somerset,2020,"8,040",711,8.1
24039,MD,Somerset,2021,"8,247",615,6.9
24039,MD,Somerset,2022,"8,588",431,4.8
24041,MD,Talbot,2000,"16,921",579,3.3
24041,MD,Talbot,2001,"17,428",665,3.7
24041,MD,Talbot,2002,"17,901",756,4.1
24041,MD,Talbot,2003,"17,712",865,4.7
24041,MD,Talbot,2004,"17,835",828,4.4
24041,MD,Talbot,2005,"18,161",803,4.2
24041,MD,Talbot,2006,"18,332",738,3.9
24041,MD,Talbot,2007,"18,299",686,3.6
24041,MD,Talbot,2008,"18,517",861,4.4
24041,MD,Talbot,2009,"17,347","1,470",7.8
24041,MD,Talbot,2010,"17,849","1,587",8.2
24041,MD,Talbot,2011,"17,994","1,463",7.5
24041,MD,Talbot,2012,"18,042","1,378",7.1
24041,MD,Talbot,2013,"17,941","1,217",6.4
24041,MD,Talbot,2014,"18,089","1,029",5.4
24041,MD,Talbot,2015,"18,331",928,4.8
24041,MD,Talbot,2016,"18,727",790,4.0
24041,MD,Talbot,2017,"19,208",760,3.8
24041,MD,Talbot,2018,"19,317",722,3.6
24041,MD,Talbot,2019,"19,013",644,3.3
24041,MD,Talbot,2020,"17,001","1,050",5.8
24041,MD,Talbot,2021,"16,460",862,5.0
24041,MD,Talbot,2022,"16,895",588,3.4
24043,MD,Washington,2000,"63,693","2,394",3.6
24043,MD,Washington,2001,"63,905","3,079",4.6
24043,MD,Washington,2002,"64,385","3,568",5.3
24043,MD,Washington,2003,"63,692","3,574",5.3
24043,MD,Washington,2004,"63,423","3,251",4.9
24043,MD,Washington,2005,"64,735","3,240",4.8
24043,MD,Washington,2006,"65,497","3,316",4.8
24043,MD,Washington,2007,"65,332","3,201",4.7
24043,MD,Washington,2008,"64,286","4,030",5.9
24043,MD,Washington,2009,"61,653","7,180",10.4
24043,MD,Washington,2010,"68,493","7,437",9.8
24043,MD,Washington,2011,"69,745","6,754",8.8
24043,MD,Washington,2012,"71,224","5,959",7.7
24043,MD,Washington,2013,"71,601","5,608",7.3
24043,MD,Washington,2014,"71,498","4,869",6.4
24043,MD,Washington,2015,"72,415","4,219",5.5
24043,MD,Washington,2016,"71,575","3,725",4.9
24043,MD,Washington,2017,"72,847","3,408",4.5
24043,MD,Washington,2018,"72,774","3,226",4.2
24043,MD,Washington,2019,"73,512","2,823",3.7
24043,MD,Washington,2020,"68,454","4,816",6.6
24043,MD,Washington,2021,"68,793","3,599",5.0
24043,MD,Washington,2022,"69,875","2,401",3.3
24045,MD,Wicomico,2000,"44,279","1,905",4.1
24045,MD,Wicomico,2001,"45,074","2,338",4.9
24045,MD,Wicomico,2002,"45,972","2,506",5.2
24045,MD,Wicomico,2003,"46,053","2,506",5.2
24045,MD,Wicomico,2004,"47,640","2,385",4.8
24045,MD,Wicomico,2005,"49,447","2,385",4.6
24045,MD,Wicomico,2006,"50,248","2,310",4.4
24045,MD,Wicomico,2007,"50,299","2,194",4.2
24045,MD,Wicomico,2008,"50,317","2,923",5.5
24045,MD,Wicomico,2009,"48,053","4,748",9.0
24045,MD,Wicomico,2010,"45,440","5,011",9.9
24045,MD,Wicomico,2011,"45,559","4,999",9.9
24045,MD,Wicomico,2012,"45,799","4,681",9.3
24045,MD,Wicomico,2013,"45,800","4,321",8.6
24045,MD,Wicomico,2014,"46,230","3,820",7.6
24045,MD,Wicomico,2015,"46,839","3,343",6.7
24045,MD,Wicomico,2016,"47,331","3,028",6.0
24045,MD,Wicomico,2017,"48,660","2,830",5.5
24045,MD,Wicomico,2018,"49,111","2,659",5.1
24045,MD,Wicomico,2019,"50,039","2,330",4.4
24045,MD,Wicomico,2020,"46,387","3,624",7.2
24045,MD,Wicomico,2021,"47,474","2,832",5.6
24045,MD,Wicomico,2022,"49,104","1,965",3.8
24047,MD,Worcester,2000,"24,387","1,576",6.1
24047,MD,Worcester,2001,"25,159","1,829",6.8
24047,MD,Worcester,2002,"26,415","1,910",6.7
24047,MD,Worcester,2003,"25,878","1,950",7.0
24047,MD,Worcester,2004,"25,457","2,016",7.3
24047,MD,Worcester,2005,"25,854","1,993",7.2
24047,MD,Worcester,2006,"26,620","1,848",6.5
24047,MD,Worcester,2007,"25,975","1,737",6.3
24047,MD,Worcester,2008,"25,738","2,150",7.7
24047,MD,Worcester,2009,"24,778","3,293",11.7
24047,MD,Worcester,2010,"22,894","3,635",13.7
24047,MD,Worcester,2011,"22,718","3,660",13.9
