County/Region,Year,Average Value
New York,2014,1169295.1718181819
Suffolk,2014,366555.70742727275
Bronx,2014,370459.85770000005
Nassau,2014,451478.35628181824
Westchester,2014,517350.55129090906
Erie,2014,131101.72587272726
Monroe,2014,127264.96814545455
Richmond,2014,399569.540509091
Onondaga,2014,122305.51004545455
Orange,2014,213110.1798727273
Rockland,2014,375607.1116
Albany,2014,200128.57090909092
Dutchess,2014,239464.25228181816
Saratoga,2014,243739.49127272732
Oneida,2014,106067.14375454545
Niagara,2014,106384.01504545454
Broome,2014,99815.49714636365
Ulster,2014,189414.56524545455
Rensselaer,2014,170160.46973636362
Schenectady,2014,156218.7614818182
Chautauqua,2014,82779.65649636363
Oswego,2014,98895.4291590909
Jefferson,2014,138649.9405181818
Ontario,2014,151931.7274818182
Saint Lawrence,2014,82714.42793636363
Tompkins,2014,187236.78566363637
Putnam,2014,296814.58342727274
Steuben,2014,97286.80108818183
Wayne,2014,110743.7737
Chemung,2014,95194.81734818182
Clinton,2014,121200.01794545456
Sullivan,2014,132625.44046363636
Cattaraugus,2014,79254.41333636364
Cayuga,2014,114820.90411818182
Madison,2014,123068.06799090908
Warren,2014,189851.76020909092
Livingston,2014,117466.53766363635
Columbia,2014,211810.24348181815
Washington,2014,134138.83885454544
Herkimer,2014,94061.39976545455
Otsego,2014,121281.0890181818
Genesee,2014,104916.70019999999
Fulton,2014,105955.20849090909
Montgomery,2014,96848.69256909093
Tioga,2014,113276.6721909091
Greene,2014,165990.44771818185
Franklin,2014,96332.42642727272
Chenango,2014,89623.23946727272
Cortland,2014,108903.70133636365
Allegany,2014,67966.12856
Delaware,2014,127671.40640909094
Wyoming,2014,99382.81255454545
Orleans,2014,87161.87097818182
Essex,2014,137410.36419090908
Seneca,2014,105120.45905454546
Schoharie,2014,122701.86522727273
Lewis,2014,108839.16720909091
Yates,2014,150369.0634909091
Schuyler,2014,124286.96310000001
Hamilton,2014,150787.30576363637
Kings,2015,572673.0717272727
Queens,2015,506597.1129454546
New York,2015,1253855.6507272727
Suffolk,2015,376736.1649909091
Bronx,2015,390276.87107272726
Nassau,2015,467310.2742818182
Westchester,2015,532144.7991727273
Erie,2015,135800.39661818184
Monroe,2015,129931.9345909091
Richmond,2015,420677.49677272735
Onondaga,2015,124992.78823636365
Orange,2015,215840.27329999997
Rockland,2015,382016.2972727273
Albany,2015,201633.75035454545
Dutchess,2015,240272.88002727274
Saratoga,2015,249995.08462727268
Oneida,2015,108912.21960000001
Niagara,2015,108827.5974909091
Broome,2015,99006.31576
Ulster,2015,192162.9857
Rensselaer,2015,172491.36150909093
Schenectady,2015,156548.27377272726
Chautauqua,2015,83688.93277545455
Oswego,2015,100622.45744545454
Jefferson,2015,137285.48634545453
Ontario,2015,155610.4963
Saint Lawrence,2015,81938.94471909093
Tompkins,2015,196669.4258363636
Putnam,2015,300025.1055454546
Steuben,2015,96543.41408545454
Wayne,2015,113316.2824
Chemung,2015,93844.72713181817
Clinton,2015,122619.64932727274
Sullivan,2015,133700.62834545455
Cattaraugus,2015,78681.48007636364
Cayuga,2015,117226.5336909091
Madison,2015,123494.25610909093
Warren,2015,192646.1791909091
Livingston,2015,120388.33290909092
Columbia,2015,217278.5264818182
Washington,2015,137804.88515454548
Herkimer,2015,94696.03838
Otsego,2015,122188.53080909092
Genesee,2015,107328.16962727271
Fulton,2015,106721.2593909091
Montgomery,2015,97991.78125454547
Tioga,2015,113379.81409999999
Greene,2015,166942.57391818182
Franklin,2015,99515.74543363637
Chenango,2015,89436.54063
Cortland,2015,110431.65722727272
Allegany,2015,67131.3687790909
Delaware,2015,128920.7757818182
Wyoming,2015,101455.70063454546
Orleans,2015,89080.22633181818
Essex,2015,139481.34376363637
Seneca,2015,106260.7361181818
Schoharie,2015,123474.1805
Lewis,2015,112780.82984545454
Yates,2015,154670.93106363638
Schuyler,2015,127355.93196363637
Hamilton,2015,151369.32727272727
Kings,2016,624306.0154083334
Queens,2016,547998.9724166667
New York,2016,1313910.372666667
Suffolk,2016,388066.66583333333
Bronx,2016,424102.0685916667
Nassau,2016,489712.6582
Westchester,2016,547807.1366916668
Erie,2016,142308.7655
Monroe,2016,139424.58253333333
Richmond,2016,452836.63611666666
Onondaga,2016,128362.15909166668
Orange,2016,221233.12483333334
Rockland,2016,399110.9126916667
Albany,2016,206540.9629083333
Dutchess,2016,246453.88342499998
Saratoga,2016,259752.97712499995
Oneida,2016,112050.14289166668
Niagara,2016,113815.714875
Broome,2016,99962.25274583332
Ulster,2016,196404.98760833332
Rensselaer,2016,175381.66194166665
Schenectady,2016,159499.451775
Chautauqua,2016,86970.5462625
Oswego,2016,104728.8264
Jefferson,2016,136163.91495
Ontario,2016,161132.43273333335
Saint Lawrence,2016,84095.13476916666
Tompkins,2016,202934.57634166666
Putnam,2016,308682.40709166665
Steuben,2016,97487.60027833334
Wayne,2016,116878.69184166669
Chemung,2016,94905.52503
Clinton,2016,124739.11440833333
Sullivan,2016,137423.02185833332
Cattaraugus,2016,80517.51664916666
Cayuga,2016,118776.159575
Madison,2016,125449.62190833334
Warren,2016,197441.93614166664
Livingston,2016,126025.32541666669
Columbia,2016,221937.54750000002
Washington,2016,141156.74338333332
Herkimer,2016,96750.32603833334
Otsego,2016,125155.05214166666
Genesee,2016,110938.99691666667
Fulton,2016,111927.64131666669
Montgomery,2016,100203.0133225
Tioga,2016,113528.08931666666
Greene,2016,173377.28348333333
Franklin,2016,100947.754075
Chenango,2016,89403.03049166668
Cortland,2016,115525.11245833333
Allegany,2016,70169.9614875
Delaware,2016,130143.70963333333
Wyoming,2016,104706.02914166666
Orleans,2016,92996.69771250001
Essex,2016,142728.58523333332
Seneca,2016,109110.58862499999
Schoharie,2016,126300.94505
Lewis,2016,114874.68028333333
Yates,2016,163853.41886666665
Schuyler,2016,131492.69475833332
Hamilton,2016,154741.03315833333
Kings,2017,673602.3078636363
Queens,2017,593629.8217000001
New York,2017,1329034.2942727273
Suffolk,2017,405264.6137818182
Bronx,2017,456928.50125454547
Nassau,2017,519159.6387636364
Westchester,2017,566474.9014999998
Erie,2017,151081.17976363635
Monroe,2017,146619.9386090909
Richmond,2017,506370.0870454545
Onondaga,2017,132059.66342727272
Orange,2017,233716.3780272727
Rockland,2017,421291.91688181815
Albany,2017,213782.95903636364
Dutchess,2017,258575.35357272727
Saratoga,2017,266913.5904636364
Oneida,2017,117121.89898181817
Niagara,2017,122212.09645454543
Broome,2017,100614.16587181819
Ulster,2017,205727.10206363632
Rensselaer,2017,180517.3445454545
Schenectady,2017,164501.8428
Chautauqua,2017,89481.20227636363
Oswego,2017,105552.98318181817
Jefferson,2017,135003.25234545453
Ontario,2017,165813.0178909091
Saint Lawrence,2017,84847.41244363636
Tompkins,2017,212692.19005454544
Putnam,2017,324864.84719999996
Steuben,2017,100022.60260272726
Wayne,2017,121584.88470909091
Chemung,2017,95831.82800636362
Clinton,2017,129893.31620909089
Sullivan,2017,141578.40927272727
Cattaraugus,2017,82820.80389454543
Cayuga,2017,122615.08979090909
Madison,2017,129879.2561363636
Warren,2017,203710.8216909091
Livingston,2017,129979.20353636361
Columbia,2017,229273.0139727273
Washington,2017,143858.30856363635
Herkimer,2017,100196.23307454545
Otsego,2017,128849.04512727274
Genesee,2017,116043.9298
Fulton,2017,119678.05597272725
Montgomery,2017,105720.76647272728
Tioga,2017,113793.20746363638
Greene,2017,177117.3817818182
Franklin,2017,103948.17659999999
Chenango,2017,91335.17446363636
Cortland,2017,118571.87739999998
Allegany,2017,72386.70310181819
Delaware,2017,132325.7477818182
Wyoming,2017,108518.7026181818
Orleans,2017,98540.29766272726
Essex,2017,145931.9617909091
Seneca,2017,115025.05683636363
Schoharie,2017,130418.06014545454
Lewis,2017,116497.43624545456
Yates,2017,173301.2692727273
Schuyler,2017,137553.77447272727
Hamilton,2017,156969.55034545454
Kings,2018,729750.0606
Queens,2018,637845.2861818182
New York,2018,1375318.6415454545
Suffolk,2018,413990.3700181818
Bronx,2018,488855.5844090909
Nassau,2018,549097.1364727273
Westchester,2018,583394.1412272728
Erie,2018,162257.01074545455
Monroe,2018,145954.16330000001
Richmond,2018,553756.9238818183
Onondaga,2018,138142.92254545452
Orange,2018,249506.7002363637
Rockland,2018,445139.16937272734
Albany,2018,224021.17274545456
Dutchess,2018,270351.52015454543
Saratoga,2018,276566.0035636364
Oneida,2018,125869.5208
Niagara,2018,132069.88850909093
Broome,2018,105940.29927272728
Ulster,2018,219441.13569090908
Rensselaer,2018,189511.52372727275
Schenectady,2018,172392.96610000002
Chautauqua,2018,92427.2117909091
Oswego,2018,110052.52542727273
Jefferson,2018,138999.05686363636
Ontario,2018,172579.28651818182
Saint Lawrence,2018,86896.8383990909
Tompkins,2018,219003.33358181818
Putnam,2018,342237.6611636364
Steuben,2018,105360.4954090909
Wayne,2018,127476.45281818183
Chemung,2018,100457.25076727275
Clinton,2018,134716.4847818182
Sullivan,2018,148240.66035454546
Cattaraugus,2018,85527.82796272729
Cayuga,2018,127733.31806363635
Madison,2018,137810.24733636362
Warren,2018,210125.02610909092
Livingston,2018,132717.62313636363
Columbia,2018,239921.4828727273
Washington,2018,149640.5226818182
Herkimer,2018,105907.04223636365
Otsego,2018,132795.47137272725
Genesee,2018,121319.59508181819
Fulton,2018,122770.84046363636
Montgomery,2018,111744.46716363636
Tioga,2018,118493.18552727274
Greene,2018,188629.44827272728
Franklin,2018,109098.13860909092
Chenango,2018,95572.48768818182
Cortland,2018,123402.11781818181
Allegany,2018,75805.56974545456
Delaware,2018,138437.45794545452
Wyoming,2018,115190.6175090909
Orleans,2018,103405.65368181818
Essex,2018,149372.87838181818
Seneca,2018,119859.44690909091
Schoharie,2018,134906.79188181815
Lewis,2018,121647.28466363634
Yates,2018,178359.87960000001
Schuyler,2018,145429.7521181818
Hamilton,2018,163322.9865727273
Kings,2019,762497.2085454544
Queens,2019,659658.1243272729
New York,2019,1312813.226090909
Suffolk,2019,449884.0014272727
Bronx,2019,517786.6806181818
Nassau,2019,567634.4244545456
Westchester,2019,586166.7299181818
Erie,2019,170182.3262818182
Monroe,2019,153524.3126
Richmond,2019,580711.2793999999
Onondaga,2019,144153.86609090908
Orange,2019,263683.43693636364
Rockland,2019,460382.0100454546
Albany,2019,231793.32226363636
Dutchess,2019,284187.7925363637
Saratoga,2019,281931.0515818182
Oneida,2019,131140.89031818183
Niagara,2019,139558.85687272728
Broome,2019,110605.24029090909
Ulster,2019,229167.6528090909
Rensselaer,2019,196159.58617272723
Schenectady,2019,179902.24456363637
Chautauqua,2019,97084.96943090908
Oswego,2019,115424.24233636363
Jefferson,2019,142744.37951818184
Ontario,2019,179495.14696363636
Saint Lawrence,2019,90646.25349090909
Tompkins,2019,220077.86779090905
Putnam,2019,353172.4374909091
Steuben,2019,109511.3304909091
Wayne,2019,134135.29653636363
Chemung,2019,103625.1735909091
Clinton,2019,142372.86855454545
Sullivan,2019,155362.4765
Cattaraugus,2019,89063.69849909091
Cayuga,2019,130967.20186363635
Madison,2019,143065.81519090908
Warren,2019,214868.79568181818
Livingston,2019,137816.0939818182
Columbia,2019,245646.46550000002
Washington,2019,156266.67192727272
Herkimer,2019,112379.30042727274
Otsego,2019,137859.83697272724
Genesee,2019,126693.38573636365
Fulton,2019,126538.56454545452
Montgomery,2019,117164.1384909091
Tioga,2019,125179.3659090909
Greene,2019,193587.6096
Franklin,2019,112589.22987272726
Chenango,2019,99898.2331881818
Cortland,2019,126632.51764545454
Allegany,2019,76497.59982272728
Delaware,2019,141785.9919181818
Wyoming,2019,121403.94169090908
Orleans,2019,108289.36164545454
Essex,2019,153026.65783636362
Seneca,2019,123395.99729090907
Schoharie,2019,139788.87471818182
Lewis,2019,124457.6589090909
Yates,2019,183079.49740909092
Schuyler,2019,148604.98396363636
Hamilton,2019,168289.42431818185
Kings,2020,770170.1079000001
Queens,2020,673500.5289166667
New York,2020,1264635.4243333333
Suffolk,2020,470150.43481666665
Bronx,2020,514119.0299166667
Nassau,2020,588910.4564333333
Westchester,2020,595090.6833166666
Erie,2020,180976.69954166666
Monroe,2020,164601.64093333334
Richmond,2020,583734.7451583333
Onondaga,2020,153947.86837500005
Orange,2020,279208.608725
Rockland,2020,472021.7098916667
Albany,2020,239919.84781666662
Dutchess,2020,302977.2829416666
Saratoga,2020,291085.81245
Oneida,2020,140883.91553333332
Niagara,2020,150463.60889166666
Broome,2020,115475.39998333332
Ulster,2020,247195.31349999996
Rensselaer,2020,205940.02445833336
Schenectady,2020,189846.76055833334
Chautauqua,2020,105636.12396666665
Oswego,2020,122883.02524166666
Jefferson,2020,148845.64120833334
Ontario,2020,190379.44287499998
Saint Lawrence,2020,94412.26600166668
Tompkins,2020,228942.41395
Putnam,2020,365611.1488833334
Steuben,2020,115854.56032500001
Wayne,2020,145081.72498333332
Chemung,2020,108638.674825
Clinton,2020,150545.37508333335
Sullivan,2020,167743.40476666667
Cattaraugus,2020,94259.55659000001
Cayuga,2020,139848.62882500002
Madison,2020,148826.23220833333
Warren,2020,225112.54133333333
Livingston,2020,147218.5527666667
Columbia,2020,240766.80585
Washington,2020,164371.64261666665
Herkimer,2020,119820.54124166667
Otsego,2020,145068.045475
Genesee,2020,136940.78174166667
Fulton,2020,135986.7224333333
Montgomery,2020,126392.19662499998
Tioga,2020,131722.45514166667
Greene,2020,207163.8618083333
Franklin,2020,119061.06268333334
Chenango,2020,106699.50202499998
Cortland,2020,133230.01314999998
Allegany,2020,81558.59865916666
Delaware,2020,150946.36806666665
Wyoming,2020,131479.6526
Orleans,2020,116807.08202499997
Essex,2020,162041.28906666668
Seneca,2020,129836.51830833331
Schoharie,2020,151937.9888833333
Lewis,2020,130312.21125
Yates,2020,194635.95070833332
Schuyler,2020,155147.822575
Hamilton,2020,175900.73401666668
Kings,2021,800156.8838454544
Queens,2021,696899.9989181818
New York,2021,1287949.115
Suffolk,2021,527094.3245090909
Bronx,2021,520185.83321818174
Nassau,2021,637918.9713363637
Westchester,2021,654093.3163363634
Erie,2021,209193.8899818182
Monroe,2021,189235.2875545455
Richmond,2021,599249.0575909091
Onondaga,2021,175680.24063636363
Orange,2021,327569.0645181818
Rockland,2021,529542.6110363636
Albany,2021,264856.8620181819
Dutchess,2021,359069.3287090909
Saratoga,2021,326828.54393636365
Oneida,2021,163373.25172727273
Niagara,2021,175807.2840818182
Broome,2021,130813.28457272728
Ulster,2021,311734.43763636367
Rensselaer,2021,233672.97359090913
Schenectady,2021,214512.83999090912
Chautauqua,2021,124960.24800909091
Oswego,2021,140325.16378181818
Jefferson,2021,164582.62167272728
Ontario,2021,217040.19176363637
Saint Lawrence,2021,108556.65174545455
Tompkins,2021,254681.03820000004
Putnam,2021,414498.79224545456
Steuben,2021,129350.26687272727
Wayne,2021,167621.69167272726
Chemung,2021,121949.77071818183
Clinton,2021,167826.47849090912
Sullivan,2021,215995.7561181818
Cattaraugus,2021,112208.96092727274
Cayuga,2021,161129.1971818182
Madison,2021,169106.96996363637
Warren,2021,260240.28714545455
Livingston,2021,168147.81978181817
Columbia,2021,331797.75371818175
Washington,2021,186149.2813818182
Herkimer,2021,135605.467
Otsego,2021,162032.61010909092
Genesee,2021,159836.2331090909
Fulton,2021,160495.8107727273
Montgomery,2021,148646.86289999998
Tioga,2021,149366.89278181817
Greene,2021,265784.62833636365
Franklin,2021,139708.95013636362
Chenango,2021,122740.15053636365
Cortland,2021,149602.9293727273
Allegany,2021,98186.3007390909
Delaware,2021,185548.07634545455
Wyoming,2021,153253.8524909091
Orleans,2021,137411.18099090908
Essex,2021,193967.4566090909
Seneca,2021,152841.19713636363
Schoharie,2021,175313.7516181818
Lewis,2021,148945.84108181816
Yates,2021,223661.00272727275
Schuyler,2021,181592.9436727273
Hamilton,2021,204964.33906363638
Kings,2022,839892.7880000002
Queens,2022,725545.8750909091
New York,2022,1350763.4912727273
Suffolk,2022,577123.1624272728
Bronx,2022,489735.83310909086
Nassau,2022,683652.3409545454
Westchester,2022,705687.2037545455
Erie,2022,233861.8283454545
Monroe,2022,211597.51319090909
Richmond,2022,647111.3768636364
Onondaga,2022,194172.82933636365
Orange,2022,375202.1658545454
Rockland,2022,594499.7491727272
Albany,2022,288884.38646363636
Dutchess,2022,398576.7781272727
Saratoga,2022,362291.96378181817
Oneida,2022,181084.93227272728
Niagara,2022,195275.1468636364
Broome,2022,144530.1575
Ulster,2022,355844.32266363635
Rensselaer,2022,257895.91150909086
Schenectady,2022,236034.61479999998
Chautauqua,2022,143977.59891818181
Oswego,2022,155104.2664636364
Jefferson,2022,181761.32750909092
Ontario,2022,242324.6025
Saint Lawrence,2022,120510.76994545455
Tompkins,2022,287043.32745454554
Putnam,2022,455929.66015454545
Steuben,2022,143855.4163909091
Wayne,2022,182251.80476363635
Chemung,2022,133133.05636363637
Clinton,2022,186678.75271818184
Sullivan,2022,259631.21095454544
Cattaraugus,2022,131285.21007272726
Cayuga,2022,175582.06000909096
Madison,2022,187888.78939090914
Warren,2022,293863.6964272728
Livingston,2022,187383.0159
Columbia,2022,386915.29474545456
Washington,2022,204941.39395454543
Herkimer,2022,152415.1914181818
Otsego,2022,178885.1136
Genesee,2022,176629.99014545453
Fulton,2022,176715.71766363634
Montgomery,2022,165707.36830909087
Tioga,2022,161920.23978181818
Greene,2022,311546.9493454545
Franklin,2022,157453.10114545454
Chenango,2022,137888.41267272725
Cortland,2022,164501.46166363635
Allegany,2022,110107.13589090909
Delaware,2022,213844.49440909087
Wyoming,2022,168853.0112090909
Orleans,2022,151541.86721818184
Essex,2022,222311.48545454547
Seneca,2022,170755.03364545453
Schoharie,2022,195994.13260909088
Lewis,2022,164344.76007272725
Yates,2022,248514.78190909093
Schuyler,2022,200085.83743636365
Hamilton,2022,236888.55111818181
Kings,2023,814314.5230272728
Queens,2023,689243.9944545454
New York,2023,1154261.8607272727
Suffolk,2023,589243.7415272727
Bronx,2023,435644.67973636364
Nassau,2023,698894.7147727273
Westchester,2023,728083.9828909091
Erie,2023,244822.06464545455
Monroe,2023,229494.49961818184
Richmond,2023,652344.1580818183
Onondaga,2023,211790.14872727272
Orange,2023,393025.00531818176
Rockland,2023,627302.1829363637
Albany,2023,303865.9340545455
Dutchess,2023,413771.5719818182
Saratoga,2023,379547.4725454545
Oneida,2023,188146.4053090909
Niagara,2023,204976.32790909093
Broome,2023,155263.78986363634
Ulster,2023,372852.4653636364
Rensselaer,2023,267229.39024545456
Schenectady,2023,248885.15009090913
Chautauqua,2023,149674.4542
Oswego,2023,161595.2365090909
Jefferson,2023,188830.2519
Ontario,2023,258919.98071818185
Saint Lawrence,2023,122889.46257272727
Tompkins,2023,301859.39988181816
Putnam,2023,476195.27502727264
Steuben,2023,148291.6519818182
Wayne,2023,195235.98648181817
Chemung,2023,138890.36822727273
Clinton,2023,193723.65738181816
Sullivan,2023,273293.73110909096
Cattaraugus,2023,135429.28161818182
Cayuga,2023,185080.64855454548
Madison,2023,198821.48233636364
Warren,2023,311111.188
Livingston,2023,198314.33566363633
Columbia,2023,402973.50390000007
Washington,2023,213807.2478181818
Herkimer,2023,159168.9402909091
Otsego,2023,186783.2421363636
Genesee,2023,182157.2418
Fulton,2023,180982.87738181817
Montgomery,2023,171469.73622727275
Tioga,2023,167054.37320909087
Greene,2023,319620.8408272728
Franklin,2023,161622.5185636364
Chenango,2023,139642.36205454546
Cortland,2023,171330.12011818183
Allegany,2023,109337.96070909091
Delaware,2023,216662.3629090909
Wyoming,2023,172030.59500909087
Orleans,2023,159338.29299090907
Essex,2023,243091.85514545452
Seneca,2023,178098.2575090909
Schoharie,2023,205202.52037272725
Lewis,2023,170335.11925454548
Yates,2023,257816.27936363636
Schuyler,2023,205615.32489999998
Hamilton,2023,240550.93265454547
Kings,2024,814564.6895999999
Queens,2024,676646.3191
New York,2024,1102537.0635
Suffolk,2024,615020.2762
Bronx,2024,426709.8919
Nassau,2024,724741.1725999999
Westchester,2024,751165.7912
Erie,2024,252976.08855
Monroe,2024,238830.7664
Richmond,2024,654942.3543499999
Onondaga,2024,223923.17969999998
Orange,2024,409122.8201
Rockland,2024,661001.58505
Albany,2024,313966.4417
Dutchess,2024,426224.5692
Saratoga,2024,390091.12795
Oneida,2024,194520.99675
Niagara,2024,210413.2571
Broome,2024,163124.24949999998
Ulster,2024,387288.18114999996
Rensselaer,2024,273733.39214999997
Schenectady,2024,256722.28824999998
Chautauqua,2024,153135.42465
Oswego,2024,168074.2464
Jefferson,2024,194988.60220000002
Ontario,2024,266875.86975
Saint Lawrence,2024,127220.02840000001
Tompkins,2024,312497.4088
Putnam,2024,496663.0958
Steuben,2024,149901.96344999998
Wayne,2024,202893.52045
Chemung,2024,140979.16335
Clinton,2024,198664.9223
Sullivan,2024,282182.311
Cattaraugus,2024,138278.2518
Cayuga,2024,192437.38254999998
Madison,2024,205960.22415
Warren,2024,321350.73919999995
Livingston,2024,205146.8977
Columbia,2024,408724.34195000003
Washington,2024,220737.0281
Herkimer,2024,164727.7708
Otsego,2024,191460.35804999998
Genesee,2024,188079.9405
Fulton,2024,186579.995
Montgomery,2024,178598.2159
Tioga,2024,170643.2788
Greene,2024,327765.6752
Franklin,2024,159826.58375
Chenango,2024,142251.76085
Cortland,2024,175118.24355
Allegany,2024,111245.23235
Delaware,2024,219738.2625
Wyoming,2024,176383.13545
Orleans,2024,165377.66955
Essex,2024,254648.8985
Seneca,2024,183195.13079999998
Schoharie,2024,213297.87115000002
Lewis,2024,174722.7515
Yates,2024,263987.0132
Schuyler,2024,207943.43695
Hamilton,2024,244323.4633
