FIPS_Code,State,Area_Name,Rural_Urban_Continuum_Code_2013,Urban_Influence_Code_2013,Metro_2013,Year,Value
24000,MD,Maryland,,,,Civilian_labor_force_2000,"2,801,391"
24001,MD,"Allegany County, MD",3.0,2.0,1.0,Civilian_labor_force_2000,"32,861"
24003,MD,"Anne Arundel County, MD",1.0,1.0,1.0,Civilian_labor_force_2000,"267,305"
24005,MD,"Baltimore County, MD",1.0,1.0,1.0,Civilian_labor_force_2000,"407,954"
24009,MD,"Calvert County, MD",1.0,1.0,1.0,Civilian_labor_force_2000,"40,333"
24011,MD,"Caroline County, MD",6.0,4.0,0.0,Civilian_labor_force_2000,"15,346"
24013,MD,"Carroll County, MD",1.0,1.0,1.0,Civilian_labor_force_2000,"83,866"
24015,MD,"Cecil County, MD",1.0,1.0,1.0,Civilian_labor_force_2000,"45,734"
24017,MD,"Charles County, MD",1.0,1.0,1.0,Civilian_labor_force_2000,"65,066"
24019,MD,"Dorchester County, MD",6.0,5.0,0.0,Civilian_labor_force_2000,"15,572"
24021,MD,"Frederick County, MD",1.0,1.0,1.0,Civilian_labor_force_2000,"109,517"
24023,MD,"Garrett County, MD",6.0,7.0,0.0,Civilian_labor_force_2000,"14,501"
24025,MD,"Harford County, MD",1.0,1.0,1.0,Civilian_labor_force_2000,"119,773"
24027,MD,"Howard County, MD",1.0,1.0,1.0,Civilian_labor_force_2000,"144,498"
24029,MD,"Kent County, MD",6.0,4.0,0.0,Civilian_labor_force_2000,"10,056"
24031,MD,"Montgomery County, MD",1.0,1.0,1.0,Civilian_labor_force_2000,"487,315"
24033,MD,"Prince George's County, MD",1.0,1.0,1.0,Civilian_labor_force_2000,"428,841"
24035,MD,"Queen Anne's County, MD",1.0,1.0,1.0,Civilian_labor_force_2000,"22,680"
24037,MD,"St. Mary's County, MD",3.0,2.0,1.0,Civilian_labor_force_2000,"44,305"
24039,MD,"Somerset County, MD",2.0,2.0,1.0,Civilian_labor_force_2000,"10,437"
24041,MD,"Talbot County, MD",6.0,3.0,0.0,Civilian_labor_force_2000,"17,500"
24043,MD,"Washington County, MD",2.0,2.0,1.0,Civilian_labor_force_2000,"66,087"
24045,MD,"Wicomico County, MD",2.0,2.0,1.0,Civilian_labor_force_2000,"46,184"
24047,MD,"Worcester County, MD",2.0,2.0,1.0,Civilian_labor_force_2000,"25,963"
24510,MD,"Baltimore city, MD",1.0,1.0,1.0,Civilian_labor_force_2000,"279,702"
36000,NY,New York,,,,Civilian_labor_force_2000,"9,140,541"
36001,NY,"Albany County, NY",2.0,2.0,1.0,Civilian_labor_force_2000,"154,389"
36003,NY,"Allegany County, NY",7.0,9.0,0.0,Civilian_labor_force_2000,"22,711"
36005,NY,"Bronx County, NY",1.0,1.0,1.0,Civilian_labor_force_2000,"485,706"
36007,NY,"Broome County, NY",2.0,2.0,1.0,Civilian_labor_force_2000,"97,978"
36009,NY,"Cattaraugus County, NY",4.0,3.0,0.0,Civilian_labor_force_2000,"40,965"
36011,NY,"Cayuga County, NY",4.0,5.0,0.0,Civilian_labor_force_2000,"40,294"
36013,NY,"Chautauqua County, NY",4.0,3.0,0.0,Civilian_labor_force_2000,"67,900"
36015,NY,"Chemung County, NY",3.0,2.0,1.0,Civilian_labor_force_2000,"42,647"
36017,NY,"Chenango County, NY",6.0,6.0,0.0,Civilian_labor_force_2000,"24,434"
36019,NY,"Clinton County, NY",5.0,8.0,0.0,Civilian_labor_force_2000,"38,466"
36021,NY,"Columbia County, NY",6.0,3.0,0.0,Civilian_labor_force_2000,"31,424"
36023,NY,"Cortland County, NY",4.0,5.0,0.0,Civilian_labor_force_2000,"24,094"
36025,NY,"Delaware County, NY",6.0,6.0,0.0,Civilian_labor_force_2000,"22,124"
36027,NY,"Dutchess County, NY",1.0,1.0,1.0,Civilian_labor_force_2000,"138,799"
36029,NY,"Erie County, NY",1.0,1.0,1.0,Civilian_labor_force_2000,"466,753"
36031,NY,"Essex County, NY",6.0,6.0,0.0,Civilian_labor_force_2000,"18,486"
36033,NY,"Franklin County, NY",7.0,8.0,0.0,Civilian_labor_force_2000,"22,151"
36035,NY,"Fulton County, NY",4.0,5.0,0.0,Civilian_labor_force_2000,"26,258"
36037,NY,"Genesee County, NY",4.0,3.0,0.0,Civilian_labor_force_2000,"32,509"
36039,NY,"Greene County, NY",6.0,6.0,0.0,Civilian_labor_force_2000,"22,550"
36041,NY,"Hamilton County, NY",8.0,7.0,0.0,Civilian_labor_force_2000,"2,855"
36043,NY,"Herkimer County, NY",2.0,2.0,1.0,Civilian_labor_force_2000,"31,620"
36045,NY,"Jefferson County, NY",3.0,2.0,1.0,Civilian_labor_force_2000,"44,876"
36047,NY,"Kings County, NY",1.0,1.0,1.0,Civilian_labor_force_2000,"1,040,727"
36049,NY,"Lewis County, NY",6.0,6.0,0.0,Civilian_labor_force_2000,"12,669"
36051,NY,"Livingston County, NY",1.0,1.0,1.0,Civilian_labor_force_2000,"32,874"
36053,NY,"Madison County, NY",2.0,2.0,1.0,Civilian_labor_force_2000,"34,954"
36055,NY,"Monroe County, NY",1.0,1.0,1.0,Civilian_labor_force_2000,"376,118"
36057,NY,"Montgomery County, NY",4.0,5.0,0.0,Civilian_labor_force_2000,"23,584"
36059,NY,"Nassau County, NY",1.0,1.0,1.0,Civilian_labor_force_2000,"675,516"
36061,NY,"New York County, NY",1.0,1.0,1.0,Civilian_labor_force_2000,"853,715"
36063,NY,"Niagara County, NY",1.0,1.0,1.0,Civilian_labor_force_2000,"109,672"
36065,NY,"Oneida County, NY",2.0,2.0,1.0,Civilian_labor_force_2000,"110,679"
36067,NY,"Onondaga County, NY",2.0,2.0,1.0,Civilian_labor_force_2000,"230,067"
36069,NY,"Ontario County, NY",1.0,1.0,1.0,Civilian_labor_force_2000,"54,445"
36071,NY,"Orange County, NY",1.0,1.0,1.0,Civilian_labor_force_2000,"161,703"
36073,NY,"Orleans County, NY",1.0,1.0,1.0,Civilian_labor_force_2000,"20,255"
36075,NY,"Oswego County, NY",2.0,2.0,1.0,Civilian_labor_force_2000,"58,570"
36077,NY,"Otsego County, NY",7.0,8.0,0.0,Civilian_labor_force_2000,"29,655"
36079,NY,"Putnam County, NY",1.0,1.0,1.0,Civilian_labor_force_2000,"52,159"
36081,NY,"Queens County, NY",1.0,1.0,1.0,Civilian_labor_force_2000,"1,062,379"
36083,NY,"Rensselaer County, NY",2.0,2.0,1.0,Civilian_labor_force_2000,"80,621"
36085,NY,"Richmond County, NY",1.0,1.0,1.0,Civilian_labor_force_2000,"216,807"
36087,NY,"Rockland County, NY",1.0,1.0,1.0,Civilian_labor_force_2000,"144,398"
36089,NY,"St. Lawrence County, NY",4.0,5.0,0.0,Civilian_labor_force_2000,"48,815"
36091,NY,"Saratoga County, NY",2.0,2.0,1.0,Civilian_labor_force_2000,"110,405"
36093,NY,"Schenectady County, NY",2.0,2.0,1.0,Civilian_labor_force_2000,"72,405"
36095,NY,"Schoharie County, NY",2.0,2.0,1.0,Civilian_labor_force_2000,"15,156"
36097,NY,"Schuyler County, NY",6.0,7.0,0.0,Civilian_labor_force_2000,"9,375"
36099,NY,"Seneca County, NY",6.0,3.0,0.0,Civilian_labor_force_2000,"16,382"
36101,NY,"Steuben County, NY",4.0,3.0,0.0,Civilian_labor_force_2000,"47,928"
36103,NY,"Suffolk County, NY",1.0,1.0,1.0,Civilian_labor_force_2000,"733,284"
36105,NY,"Sullivan County, NY",4.0,4.0,0.0,Civilian_labor_force_2000,"33,050"
36107,NY,"Tioga County, NY",2.0,2.0,1.0,Civilian_labor_force_2000,"26,465"
36109,NY,"Tompkins County, NY",3.0,2.0,1.0,Civilian_labor_force_2000,"50,666"
36111,NY,"Ulster County, NY",3.0,2.0,1.0,Civilian_labor_force_2000,"88,281"
36113,NY,"Warren County, NY",3.0,2.0,1.0,Civilian_labor_force_2000,"33,234"
36115,NY,"Washington County, NY",3.0,2.0,1.0,Civilian_labor_force_2000,"30,056"
36117,NY,"Wayne County, NY",1.0,1.0,1.0,Civilian_labor_force_2000,"48,843"
36119,NY,"Westchester County, NY",1.0,1.0,1.0,Civilian_labor_force_2000,"462,283"
36121,NY,"Wyoming County, NY",6.0,4.0,0.0,Civilian_labor_force_2000,"20,283"
36123,NY,"Yates County, NY",1.0,1.0,1.0,Civilian_labor_force_2000,"12,085"
24000,MD,Maryland,,,,Employed_2000,"2,702,430"
24001,MD,"Allegany County, MD",3.0,2.0,1.0,Employed_2000,"30,932"
24003,MD,"Anne Arundel County, MD",1.0,1.0,1.0,Employed_2000,"259,292"
24005,MD,"Baltimore County, MD",1.0,1.0,1.0,Employed_2000,"392,949"
24009,MD,"Calvert County, MD",1.0,1.0,1.0,Employed_2000,"39,130"
24011,MD,"Caroline County, MD",6.0,4.0,0.0,Employed_2000,"14,798"
24013,MD,"Carroll County, MD",1.0,1.0,1.0,Employed_2000,"81,396"
24015,MD,"Cecil County, MD",1.0,1.0,1.0,Employed_2000,"44,136"
24017,MD,"Charles County, MD",1.0,1.0,1.0,Employed_2000,"63,161"
24019,MD,"Dorchester County, MD",6.0,5.0,0.0,Employed_2000,"14,783"
24021,MD,"Frederick County, MD",1.0,1.0,1.0,Employed_2000,"106,576"
24023,MD,"Garrett County, MD",6.0,7.0,0.0,Employed_2000,"13,755"
24025,MD,"Harford County, MD",1.0,1.0,1.0,Employed_2000,"115,914"
24027,MD,"Howard County, MD",1.0,1.0,1.0,Employed_2000,"140,894"
24029,MD,"Kent County, MD",6.0,4.0,0.0,Employed_2000,"9,671"
24031,MD,"Montgomery County, MD",1.0,1.0,1.0,Employed_2000,"474,624"
24033,MD,"Prince George's County, MD",1.0,1.0,1.0,Employed_2000,"413,166"
24035,MD,"Queen Anne's County, MD",1.0,1.0,1.0,Employed_2000,"21,992"
24037,MD,"St. Mary's County, MD",3.0,2.0,1.0,Employed_2000,"42,880"
24039,MD,"Somerset County, MD",2.0,2.0,1.0,Employed_2000,"9,792"
24041,MD,"Talbot County, MD",6.0,3.0,0.0,Employed_2000,"16,921"
24043,MD,"Washington County, MD",2.0,2.0,1.0,Employed_2000,"63,693"
24045,MD,"Wicomico County, MD",2.0,2.0,1.0,Employed_2000,"44,279"
24047,MD,"Worcester County, MD",2.0,2.0,1.0,Employed_2000,"24,387"
24510,MD,"Baltimore city, MD",1.0,1.0,1.0,Employed_2000,"263,314"
36000,NY,New York,,,,Employed_2000,"8,727,537"
36001,NY,"Albany County, NY",2.0,2.0,1.0,Employed_2000,"149,260"
36003,NY,"Allegany County, NY",7.0,9.0,0.0,Employed_2000,"21,608"
36005,NY,"Bronx County, NY",1.0,1.0,1.0,Employed_2000,"451,119"
36007,NY,"Broome County, NY",2.0,2.0,1.0,Employed_2000,"94,437"
36009,NY,"Cattaraugus County, NY",4.0,3.0,0.0,Employed_2000,"39,119"
36011,NY,"Cayuga County, NY",4.0,5.0,0.0,Employed_2000,"38,729"
36013,NY,"Chautauqua County, NY",4.0,3.0,0.0,Employed_2000,"65,181"
36015,NY,"Chemung County, NY",3.0,2.0,1.0,Employed_2000,"40,817"
36017,NY,"Chenango County, NY",6.0,6.0,0.0,Employed_2000,"23,461"
36019,NY,"Clinton County, NY",5.0,8.0,0.0,Employed_2000,"36,678"
36021,NY,"Columbia County, NY",6.0,3.0,0.0,Employed_2000,"30,350"
36023,NY,"Cortland County, NY",4.0,5.0,0.0,Employed_2000,"23,051"
36025,NY,"Delaware County, NY",6.0,6.0,0.0,Employed_2000,"21,206"
36027,NY,"Dutchess County, NY",1.0,1.0,1.0,Employed_2000,"134,380"
36029,NY,"Erie County, NY",1.0,1.0,1.0,Employed_2000,"447,277"
36031,NY,"Essex County, NY",6.0,6.0,0.0,Employed_2000,"17,607"
36033,NY,"Franklin County, NY",7.0,8.0,0.0,Employed_2000,"20,883"
36035,NY,"Fulton County, NY",4.0,5.0,0.0,Employed_2000,"25,040"
36037,NY,"Genesee County, NY",4.0,3.0,0.0,Employed_2000,"31,228"
36039,NY,"Greene County, NY",6.0,6.0,0.0,Employed_2000,"21,533"
36041,NY,"Hamilton County, NY",8.0,7.0,0.0,Employed_2000,"2,698"
36043,NY,"Herkimer County, NY",2.0,2.0,1.0,Employed_2000,"30,279"
36045,NY,"Jefferson County, NY",3.0,2.0,1.0,Employed_2000,"42,249"
36047,NY,"Kings County, NY",1.0,1.0,1.0,Employed_2000,"974,617"
36049,NY,"Lewis County, NY",6.0,6.0,0.0,Employed_2000,"12,018"
36051,NY,"Livingston County, NY",1.0,1.0,1.0,Employed_2000,"31,549"
36053,NY,"Madison County, NY",2.0,2.0,1.0,Employed_2000,"33,618"
36055,NY,"Monroe County, NY",1.0,1.0,1.0,Employed_2000,"362,928"
36057,NY,"Montgomery County, NY",4.0,5.0,0.0,Employed_2000,"22,463"
36059,NY,"Nassau County, NY",1.0,1.0,1.0,Employed_2000,"653,213"
36061,NY,"New York County, NY",1.0,1.0,1.0,Employed_2000,"810,590"
36063,NY,"Niagara County, NY",1.0,1.0,1.0,Employed_2000,"104,562"
36065,NY,"Oneida County, NY",2.0,2.0,1.0,Employed_2000,"106,407"
36067,NY,"Onondaga County, NY",2.0,2.0,1.0,Employed_2000,"222,027"
36069,NY,"Ontario County, NY",1.0,1.0,1.0,Employed_2000,"52,530"
36071,NY,"Orange County, NY",1.0,1.0,1.0,Employed_2000,"156,284"
36073,NY,"Orleans County, NY",1.0,1.0,1.0,Employed_2000,"19,318"
36075,NY,"Oswego County, NY",2.0,2.0,1.0,Employed_2000,"55,788"
36077,NY,"Otsego County, NY",7.0,8.0,0.0,Employed_2000,"28,408"
36079,NY,"Putnam County, NY",1.0,1.0,1.0,Employed_2000,"50,650"
36081,NY,"Queens County, NY",1.0,1.0,1.0,Employed_2000,"1,006,177"
36083,NY,"Rensselaer County, NY",2.0,2.0,1.0,Employed_2000,"77,717"
36085,NY,"Richmond County, NY",1.0,1.0,1.0,Employed_2000,"205,797"
36087,NY,"Rockland County, NY",1.0,1.0,1.0,Employed_2000,"139,679"
36089,NY,"St. Lawrence County, NY",4.0,5.0,0.0,Employed_2000,"46,050"
36091,NY,"Saratoga County, NY",2.0,2.0,1.0,Employed_2000,"106,755"
36093,NY,"Schenectady County, NY",2.0,2.0,1.0,Employed_2000,"69,904"
36095,NY,"Schoharie County, NY",2.0,2.0,1.0,Employed_2000,"14,512"
36097,NY,"Schuyler County, NY",6.0,7.0,0.0,Employed_2000,"8,957"
36099,NY,"Seneca County, NY",6.0,3.0,0.0,Employed_2000,"15,706"
36101,NY,"Steuben County, NY",4.0,3.0,0.0,Employed_2000,"45,979"
36103,NY,"Suffolk County, NY",1.0,1.0,1.0,Employed_2000,"708,288"
36105,NY,"Sullivan County, NY",4.0,4.0,0.0,Employed_2000,"31,618"
36107,NY,"Tioga County, NY",2.0,2.0,1.0,Employed_2000,"25,559"
36109,NY,"Tompkins County, NY",3.0,2.0,1.0,Employed_2000,"49,018"
36111,NY,"Ulster County, NY",3.0,2.0,1.0,Employed_2000,"85,155"
36113,NY,"Warren County, NY",3.0,2.0,1.0,Employed_2000,"31,859"
36115,NY,"Washington County, NY",3.0,2.0,1.0,Employed_2000,"28,946"
36117,NY,"Wayne County, NY",1.0,1.0,1.0,Employed_2000,"46,999"
36119,NY,"Westchester County, NY",1.0,1.0,1.0,Employed_2000,"446,737"
36121,NY,"Wyoming County, NY",6.0,4.0,0.0,Employed_2000,"19,332"
36123,NY,"Yates County, NY",1.0,1.0,1.0,Employed_2000,"11,640"
24000,MD,Maryland,,,,Unemployed_2000,"98,961"
24001,MD,"Allegany County, MD",3.0,2.0,1.0,Unemployed_2000,"1,929"
24003,MD,"Anne Arundel County, MD",1.0,1.0,1.0,Unemployed_2000,"8,013"
24005,MD,"Baltimore County, MD",1.0,1.0,1.0,Unemployed_2000,"15,005"
24009,MD,"Calvert County, MD",1.0,1.0,1.0,Unemployed_2000,"1,203"
24011,MD,"Caroline County, MD",6.0,4.0,0.0,Unemployed_2000,548
24013,MD,"Carroll County, MD",1.0,1.0,1.0,Unemployed_2000,"2,470"
24015,MD,"Cecil County, MD",1.0,1.0,1.0,Unemployed_2000,"1,598"
24017,MD,"Charles County, MD",1.0,1.0,1.0,Unemployed_2000,"1,905"
24019,MD,"Dorchester County, MD",6.0,5.0,0.0,Unemployed_2000,789
24021,MD,"Frederick County, MD",1.0,1.0,1.0,Unemployed_2000,"2,941"
24023,MD,"Garrett County, MD",6.0,7.0,0.0,Unemployed_2000,746
24025,MD,"Harford County, MD",1.0,1.0,1.0,Unemployed_2000,"3,859"
24027,MD,"Howard County, MD",1.0,1.0,1.0,Unemployed_2000,"3,604"
24029,MD,"Kent County, MD",6.0,4.0,0.0,Unemployed_2000,385
24031,MD,"Montgomery County, MD",1.0,1.0,1.0,Unemployed_2000,"12,691"
24033,MD,"Prince George's County, MD",1.0,1.0,1.0,Unemployed_2000,"15,675"
24035,MD,"Queen Anne's County, MD",1.0,1.0,1.0,Unemployed_2000,688
24037,MD,"St. Mary's County, MD",3.0,2.0,1.0,Unemployed_2000,"1,425"
24039,MD,"Somerset County, MD",2.0,2.0,1.0,Unemployed_2000,645
24041,MD,"Talbot County, MD",6.0,3.0,0.0,Unemployed_2000,579
24043,MD,"Washington County, MD",2.0,2.0,1.0,Unemployed_2000,"2,394"
24045,MD,"Wicomico County, MD",2.0,2.0,1.0,Unemployed_2000,"1,905"
24047,MD,"Worcester County, MD",2.0,2.0,1.0,Unemployed_2000,"1,576"
24510,MD,"Baltimore city, MD",1.0,1.0,1.0,Unemployed_2000,"16,388"
36000,NY,New York,,,,Unemployed_2000,"413,004"
36001,NY,"Albany County, NY",2.0,2.0,1.0,Unemployed_2000,"5,129"
36003,NY,"Allegany County, NY",7.0,9.0,0.0,Unemployed_2000,"1,103"
36005,NY,"Bronx County, NY",1.0,1.0,1.0,Unemployed_2000,"34,587"
36007,NY,"Broome County, NY",2.0,2.0,1.0,Unemployed_2000,"3,541"
36009,NY,"Cattaraugus County, NY",4.0,3.0,0.0,Unemployed_2000,"1,846"
36011,NY,"Cayuga County, NY",4.0,5.0,0.0,Unemployed_2000,"1,565"
36013,NY,"Chautauqua County, NY",4.0,3.0,0.0,Unemployed_2000,"2,719"
36015,NY,"Chemung County, NY",3.0,2.0,1.0,Unemployed_2000,"1,830"
36017,NY,"Chenango County, NY",6.0,6.0,0.0,Unemployed_2000,973
36019,NY,"Clinton County, NY",5.0,8.0,0.0,Unemployed_2000,"1,788"
36021,NY,"Columbia County, NY",6.0,3.0,0.0,Unemployed_2000,"1,074"
36023,NY,"Cortland County, NY",4.0,5.0,0.0,Unemployed_2000,"1,043"
36025,NY,"Delaware County, NY",6.0,6.0,0.0,Unemployed_2000,918
36027,NY,"Dutchess County, NY",1.0,1.0,1.0,Unemployed_2000,"4,419"
36029,NY,"Erie County, NY",1.0,1.0,1.0,Unemployed_2000,"19,476"
36031,NY,"Essex County, NY",6.0,6.0,0.0,Unemployed_2000,879
36033,NY,"Franklin County, NY",7.0,8.0,0.0,Unemployed_2000,"1,268"
36035,NY,"Fulton County, NY",4.0,5.0,0.0,Unemployed_2000,"1,218"
36037,NY,"Genesee County, NY",4.0,3.0,0.0,Unemployed_2000,"1,281"
36039,NY,"Greene County, NY",6.0,6.0,0.0,Unemployed_2000,"1,017"
36041,NY,"Hamilton County, NY",8.0,7.0,0.0,Unemployed_2000,157
36043,NY,"Herkimer County, NY",2.0,2.0,1.0,Unemployed_2000,"1,341"
36045,NY,"Jefferson County, NY",3.0,2.0,1.0,Unemployed_2000,"2,627"
36047,NY,"Kings County, NY",1.0,1.0,1.0,Unemployed_2000,"66,110"
36049,NY,"Lewis County, NY",6.0,6.0,0.0,Unemployed_2000,651
36051,NY,"Livingston County, NY",1.0,1.0,1.0,Unemployed_2000,"1,325"
36053,NY,"Madison County, NY",2.0,2.0,1.0,Unemployed_2000,"1,336"
36055,NY,"Monroe County, NY",1.0,1.0,1.0,Unemployed_2000,"13,190"
36057,NY,"Montgomery County, NY",4.0,5.0,0.0,Unemployed_2000,"1,121"
36059,NY,"Nassau County, NY",1.0,1.0,1.0,Unemployed_2000,"22,303"
36061,NY,"New York County, NY",1.0,1.0,1.0,Unemployed_2000,"43,125"
36063,NY,"Niagara County, NY",1.0,1.0,1.0,Unemployed_2000,"5,110"
36065,NY,"Oneida County, NY",2.0,2.0,1.0,Unemployed_2000,"4,272"
36067,NY,"Onondaga County, NY",2.0,2.0,1.0,Unemployed_2000,"8,040"
36069,NY,"Ontario County, NY",1.0,1.0,1.0,Unemployed_2000,"1,915"
36071,NY,"Orange County, NY",1.0,1.0,1.0,Unemployed_2000,"5,419"
36073,NY,"Orleans County, NY",1.0,1.0,1.0,Unemployed_2000,937
36075,NY,"Oswego County, NY",2.0,2.0,1.0,Unemployed_2000,"2,782"
36077,NY,"Otsego County, NY",7.0,8.0,0.0,Unemployed_2000,"1,247"
36079,NY,"Putnam County, NY",1.0,1.0,1.0,Unemployed_2000,"1,509"
36081,NY,"Queens County, NY",1.0,1.0,1.0,Unemployed_2000,"56,202"
36083,NY,"Rensselaer County, NY",2.0,2.0,1.0,Unemployed_2000,"2,904"
36085,NY,"Richmond County, NY",1.0,1.0,1.0,Unemployed_2000,"11,010"
36087,NY,"Rockland County, NY",1.0,1.0,1.0,Unemployed_2000,"4,719"
36089,NY,"St. Lawrence County, NY",4.0,5.0,0.0,Unemployed_2000,"2,765"
36091,NY,"Saratoga County, NY",2.0,2.0,1.0,Unemployed_2000,"3,650"
36093,NY,"Schenectady County, NY",2.0,2.0,1.0,Unemployed_2000,"2,501"
36095,NY,"Schoharie County, NY",2.0,2.0,1.0,Unemployed_2000,644
36097,NY,"Schuyler County, NY",6.0,7.0,0.0,Unemployed_2000,418
36099,NY,"Seneca County, NY",6.0,3.0,0.0,Unemployed_2000,676
36101,NY,"Steuben County, NY",4.0,3.0,0.0,Unemployed_2000,"1,949"
36103,NY,"Suffolk County, NY",1.0,1.0,1.0,Unemployed_2000,"24,996"
36105,NY,"Sullivan County, NY",4.0,4.0,0.0,Unemployed_2000,"1,432"
36107,NY,"Tioga County, NY",2.0,2.0,1.0,Unemployed_2000,906
36109,NY,"Tompkins County, NY",3.0,2.0,1.0,Unemployed_2000,"1,648"
36111,NY,"Ulster County, NY",3.0,2.0,1.0,Unemployed_2000,"3,126"
36113,NY,"Warren County, NY",3.0,2.0,1.0,Unemployed_2000,"1,375"
36115,NY,"Washington County, NY",3.0,2.0,1.0,Unemployed_2000,"1,110"
36117,NY,"Wayne County, NY",1.0,1.0,1.0,Unemployed_2000,"1,844"
36119,NY,"Westchester County, NY",1.0,1.0,1.0,Unemployed_2000,"15,546"
36121,NY,"Wyoming County, NY",6.0,4.0,0.0,Unemployed_2000,951
36123,NY,"Yates County, NY",1.0,1.0,1.0,Unemployed_2000,445
24000,MD,Maryland,,,,Unemployment_rate_2000,3.5
24001,MD,"Allegany County, MD",3.0,2.0,1.0,Unemployment_rate_2000,5.9
24003,MD,"Anne Arundel County, MD",1.0,1.0,1.0,Unemployment_rate_2000,3.0
24005,MD,"Baltimore County, MD",1.0,1.0,1.0,Unemployment_rate_2000,3.7
24009,MD,"Calvert County, MD",1.0,1.0,1.0,Unemployment_rate_2000,3.0
24011,MD,"Caroline County, MD",6.0,4.0,0.0,Unemployment_rate_2000,3.6
24013,MD,"Carroll County, MD",1.0,1.0,1.0,Unemployment_rate_2000,2.9
24015,MD,"Cecil County, MD",1.0,1.0,1.0,Unemployment_rate_2000,3.5
24017,MD,"Charles County, MD",1.0,1.0,1.0,Unemployment_rate_2000,2.9
24019,MD,"Dorchester County, MD",6.0,5.0,0.0,Unemployment_rate_2000,5.1
24021,MD,"Frederick County, MD",1.0,1.0,1.0,Unemployment_rate_2000,2.7
24023,MD,"Garrett County, MD",6.0,7.0,0.0,Unemployment_rate_2000,5.1
24025,MD,"Harford County, MD",1.0,1.0,1.0,Unemployment_rate_2000,3.2
24027,MD,"Howard County, MD",1.0,1.0,1.0,Unemployment_rate_2000,2.5
24029,MD,"Kent County, MD",6.0,4.0,0.0,Unemployment_rate_2000,3.8
24031,MD,"Montgomery County, MD",1.0,1.0,1.0,Unemployment_rate_2000,2.6
24033,MD,"Prince George's County, MD",1.0,1.0,1.0,Unemployment_rate_2000,3.7
24035,MD,"Queen Anne's County, MD",1.0,1.0,1.0,Unemployment_rate_2000,3.0
24037,MD,"St. Mary's County, MD",3.0,2.0,1.0,Unemployment_rate_2000,3.2
24039,MD,"Somerset County, MD",2.0,2.0,1.0,Unemployment_rate_2000,6.2
24041,MD,"Talbot County, MD",6.0,3.0,0.0,Unemployment_rate_2000,3.3
24043,MD,"Washington County, MD",2.0,2.0,1.0,Unemployment_rate_2000,3.6
24045,MD,"Wicomico County, MD",2.0,2.0,1.0,Unemployment_rate_2000,4.1
24047,MD,"Worcester County, MD",2.0,2.0,1.0,Unemployment_rate_2000,6.1
24510,MD,"Baltimore city, MD",1.0,1.0,1.0,Unemployment_rate_2000,5.9
36000,NY,New York,,,,Unemployment_rate_2000,4.5
36001,NY,"Albany County, NY",2.0,2.0,1.0,Unemployment_rate_2000,3.3
36003,NY,"Allegany County, NY",7.0,9.0,0.0,Unemployment_rate_2000,4.9
36005,NY,"Bronx County, NY",1.0,1.0,1.0,Unemployment_rate_2000,7.1
36007,NY,"Broome County, NY",2.0,2.0,1.0,Unemployment_rate_2000,3.6
36009,NY,"Cattaraugus County, NY",4.0,3.0,0.0,Unemployment_rate_2000,4.5
36011,NY,"Cayuga County, NY",4.0,5.0,0.0,Unemployment_rate_2000,3.9
36013,NY,"Chautauqua County, NY",4.0,3.0,0.0,Unemployment_rate_2000,4.0
36015,NY,"Chemung County, NY",3.0,2.0,1.0,Unemployment_rate_2000,4.3
36017,NY,"Chenango County, NY",6.0,6.0,0.0,Unemployment_rate_2000,4.0
36019,NY,"Clinton County, NY",5.0,8.0,0.0,Unemployment_rate_2000,4.6
36021,NY,"Columbia County, NY",6.0,3.0,0.0,Unemployment_rate_2000,3.4
36023,NY,"Cortland County, NY",4.0,5.0,0.0,Unemployment_rate_2000,4.3
36025,NY,"Delaware County, NY",6.0,6.0,0.0,Unemployment_rate_2000,4.1
36027,NY,"Dutchess County, NY",1.0,1.0,1.0,Unemployment_rate_2000,3.2
36029,NY,"Erie County, NY",1.0,1.0,1.0,Unemployment_rate_2000,4.2
36031,NY,"Essex County, NY",6.0,6.0,0.0,Unemployment_rate_2000,4.8
36033,NY,"Franklin County, NY",7.0,8.0,0.0,Unemployment_rate_2000,5.7
36035,NY,"Fulton County, NY",4.0,5.0,0.0,Unemployment_rate_2000,4.6
36037,NY,"Genesee County, NY",4.0,3.0,0.0,Unemployment_rate_2000,3.9
36039,NY,"Greene County, NY",6.0,6.0,0.0,Unemployment_rate_2000,4.5
36041,NY,"Hamilton County, NY",8.0,7.0,0.0,Unemployment_rate_2000,5.5
36043,NY,"Herkimer County, NY",2.0,2.0,1.0,Unemployment_rate_2000,4.2
36045,NY,"Jefferson County, NY",3.0,2.0,1.0,Unemployment_rate_2000,5.9
36047,NY,"Kings County, NY",1.0,1.0,1.0,Unemployment_rate_2000,6.4
36049,NY,"Lewis County, NY",6.0,6.0,0.0,Unemployment_rate_2000,5.1
36051,NY,"Livingston County, NY",1.0,1.0,1.0,Unemployment_rate_2000,4.0
36053,NY,"Madison County, NY",2.0,2.0,1.0,Unemployment_rate_2000,3.8
36055,NY,"Monroe County, NY",1.0,1.0,1.0,Unemployment_rate_2000,3.5
36057,NY,"Montgomery County, NY",4.0,5.0,0.0,Unemployment_rate_2000,4.8
36059,NY,"Nassau County, NY",1.0,1.0,1.0,Unemployment_rate_2000,3.3
36061,NY,"New York County, NY",1.0,1.0,1.0,Unemployment_rate_2000,5.1
