FIPS_Code,State,Area_Name,Rural_Urban_Continuum_Code_2013,Urban_Influence_Code_2013,Metro_2013,Year,Value
36079,NY,"Putnam County, NY",1.0,1.0,1.0,Civilian_labor_force_2003,"54,327"
36081,NY,"Queens County, NY",1.0,1.0,1.0,Civilian_labor_force_2003,"1,061,961"
36083,NY,"Rensselaer County, NY",2.0,2.0,1.0,Civilian_labor_force_2003,"82,044"
36085,NY,"Richmond County, NY",1.0,1.0,1.0,Civilian_labor_force_2003,"223,330"
36087,NY,"Rockland County, NY",1.0,1.0,1.0,Civilian_labor_force_2003,"148,295"
36089,NY,"St. Lawrence County, NY",4.0,5.0,0.0,Civilian_labor_force_2003,"49,296"
36091,NY,"Saratoga County, NY",2.0,2.0,1.0,Civilian_labor_force_2003,"116,191"
36093,NY,"Schenectady County, NY",2.0,2.0,1.0,Civilian_labor_force_2003,"73,727"
36095,NY,"Schoharie County, NY",2.0,2.0,1.0,Civilian_labor_force_2003,"15,455"
36097,NY,"Schuyler County, NY",6.0,7.0,0.0,Civilian_labor_force_2003,"9,778"
36099,NY,"Seneca County, NY",6.0,3.0,0.0,Civilian_labor_force_2003,"17,168"
36101,NY,"Steuben County, NY",4.0,3.0,0.0,Civilian_labor_force_2003,"44,916"
36103,NY,"Suffolk County, NY",1.0,1.0,1.0,Civilian_labor_force_2003,"760,406"
36105,NY,"Sullivan County, NY",4.0,4.0,0.0,Civilian_labor_force_2003,"34,368"
36107,NY,"Tioga County, NY",2.0,2.0,1.0,Civilian_labor_force_2003,"26,304"
36109,NY,"Tompkins County, NY",3.0,2.0,1.0,Civilian_labor_force_2003,"53,241"
36111,NY,"Ulster County, NY",3.0,2.0,1.0,Civilian_labor_force_2003,"91,329"
36113,NY,"Warren County, NY",3.0,2.0,1.0,Civilian_labor_force_2003,"34,456"
36115,NY,"Washington County, NY",3.0,2.0,1.0,Civilian_labor_force_2003,"30,940"
36117,NY,"Wayne County, NY",1.0,1.0,1.0,Civilian_labor_force_2003,"48,678"
36119,NY,"Westchester County, NY",1.0,1.0,1.0,Civilian_labor_force_2003,"471,683"
36121,NY,"Wyoming County, NY",6.0,4.0,0.0,Civilian_labor_force_2003,"21,081"
36123,NY,"Yates County, NY",1.0,1.0,1.0,Civilian_labor_force_2003,"12,876"
24000,MD,Maryland,,,,Employed_2003,"2,742,966"
24001,MD,"Allegany County, MD",3.0,2.0,1.0,Employed_2003,"32,452"
24003,MD,"Anne Arundel County, MD",1.0,1.0,1.0,Employed_2003,"259,619"
24005,MD,"Baltimore County, MD",1.0,1.0,1.0,Employed_2003,"392,867"
24009,MD,"Calvert County, MD",1.0,1.0,1.0,Employed_2003,"42,685"
24011,MD,"Caroline County, MD",6.0,4.0,0.0,Employed_2003,"14,746"
24013,MD,"Carroll County, MD",1.0,1.0,1.0,Employed_2003,"85,460"
24015,MD,"Cecil County, MD",1.0,1.0,1.0,Employed_2003,"45,177"
24017,MD,"Charles County, MD",1.0,1.0,1.0,Employed_2003,"67,192"
24019,MD,"Dorchester County, MD",6.0,5.0,0.0,Employed_2003,"15,140"
24021,MD,"Frederick County, MD",1.0,1.0,1.0,Employed_2003,"112,187"
24023,MD,"Garrett County, MD",6.0,7.0,0.0,Employed_2003,"14,697"
24025,MD,"Harford County, MD",1.0,1.0,1.0,Employed_2003,"119,288"
24027,MD,"Howard County, MD",1.0,1.0,1.0,Employed_2003,"145,108"
24029,MD,"Kent County, MD",6.0,4.0,0.0,Employed_2003,"9,709"
24031,MD,"Montgomery County, MD",1.0,1.0,1.0,Employed_2003,"479,960"
24033,MD,"Prince George's County, MD",1.0,1.0,1.0,Employed_2003,"418,766"
24035,MD,"Queen Anne's County, MD",1.0,1.0,1.0,Employed_2003,"23,216"
24037,MD,"St. Mary's County, MD",3.0,2.0,1.0,Employed_2003,"46,714"
24039,MD,"Somerset County, MD",2.0,2.0,1.0,Employed_2003,"10,221"
24041,MD,"Talbot County, MD",6.0,3.0,0.0,Employed_2003,"17,712"
24043,MD,"Washington County, MD",2.0,2.0,1.0,Employed_2003,"63,692"
24045,MD,"Wicomico County, MD",2.0,2.0,1.0,Employed_2003,"46,053"
24047,MD,"Worcester County, MD",2.0,2.0,1.0,Employed_2003,"25,878"
24510,MD,"Baltimore city, MD",1.0,1.0,1.0,Employed_2003,"254,428"
36000,NY,New York,,,,Employed_2003,"8,689,954"
36001,NY,"Albany County, NY",2.0,2.0,1.0,Employed_2003,"150,958"
36003,NY,"Allegany County, NY",7.0,9.0,0.0,Employed_2003,"21,846"
36005,NY,"Bronx County, NY",1.0,1.0,1.0,Employed_2003,"448,262"
36007,NY,"Broome County, NY",2.0,2.0,1.0,Employed_2003,"90,994"
36009,NY,"Cattaraugus County, NY",4.0,3.0,0.0,Employed_2003,"39,662"
36011,NY,"Cayuga County, NY",4.0,5.0,0.0,Employed_2003,"39,158"
36013,NY,"Chautauqua County, NY",4.0,3.0,0.0,Employed_2003,"62,809"
36015,NY,"Chemung County, NY",3.0,2.0,1.0,Employed_2003,"38,490"
36017,NY,"Chenango County, NY",6.0,6.0,0.0,Employed_2003,"22,784"
36019,NY,"Clinton County, NY",5.0,8.0,0.0,Employed_2003,"37,424"
36021,NY,"Columbia County, NY",6.0,3.0,0.0,Employed_2003,"29,927"
36023,NY,"Cortland County, NY",4.0,5.0,0.0,Employed_2003,"22,915"
36025,NY,"Delaware County, NY",6.0,6.0,0.0,Employed_2003,"21,874"
36027,NY,"Dutchess County, NY",1.0,1.0,1.0,Employed_2003,"137,600"
36029,NY,"Erie County, NY",1.0,1.0,1.0,Employed_2003,"442,607"
36031,NY,"Essex County, NY",6.0,6.0,0.0,Employed_2003,"17,361"
36033,NY,"Franklin County, NY",7.0,8.0,0.0,Employed_2003,"20,883"
36035,NY,"Fulton County, NY",4.0,5.0,0.0,Employed_2003,"24,962"
36037,NY,"Genesee County, NY",4.0,3.0,0.0,Employed_2003,"31,295"
36039,NY,"Greene County, NY",6.0,6.0,0.0,Employed_2003,"22,483"
36041,NY,"Hamilton County, NY",8.0,7.0,0.0,Employed_2003,"2,789"
36043,NY,"Herkimer County, NY",2.0,2.0,1.0,Employed_2003,"29,547"
36045,NY,"Jefferson County, NY",3.0,2.0,1.0,Employed_2003,"42,769"
36047,NY,"Kings County, NY",1.0,1.0,1.0,Employed_2003,"954,093"
36049,NY,"Lewis County, NY",6.0,6.0,0.0,Employed_2003,"11,621"
36051,NY,"Livingston County, NY",1.0,1.0,1.0,Employed_2003,"30,660"
36053,NY,"Madison County, NY",2.0,2.0,1.0,Employed_2003,"33,496"
36055,NY,"Monroe County, NY",1.0,1.0,1.0,Employed_2003,"353,057"
36057,NY,"Montgomery County, NY",4.0,5.0,0.0,Employed_2003,"22,440"
36059,NY,"Nassau County, NY",1.0,1.0,1.0,Employed_2003,"648,898"
36061,NY,"New York County, NY",1.0,1.0,1.0,Employed_2003,"808,166"
36063,NY,"Niagara County, NY",1.0,1.0,1.0,Employed_2003,"103,841"
36065,NY,"Oneida County, NY",2.0,2.0,1.0,Employed_2003,"104,536"
36067,NY,"Onondaga County, NY",2.0,2.0,1.0,Employed_2003,"219,136"
36069,NY,"Ontario County, NY",1.0,1.0,1.0,Employed_2003,"52,204"
36071,NY,"Orange County, NY",1.0,1.0,1.0,Employed_2003,"163,934"
36073,NY,"Orleans County, NY",1.0,1.0,1.0,Employed_2003,"18,513"
36075,NY,"Oswego County, NY",2.0,2.0,1.0,Employed_2003,"55,430"
36077,NY,"Otsego County, NY",7.0,8.0,0.0,Employed_2003,"29,481"
36079,NY,"Putnam County, NY",1.0,1.0,1.0,Employed_2003,"52,112"
36081,NY,"Queens County, NY",1.0,1.0,1.0,Employed_2003,"984,158"
36083,NY,"Rensselaer County, NY",2.0,2.0,1.0,Employed_2003,"78,201"
36085,NY,"Richmond County, NY",1.0,1.0,1.0,Employed_2003,"206,786"
36087,NY,"Rockland County, NY",1.0,1.0,1.0,Employed_2003,"141,277"
36089,NY,"St. Lawrence County, NY",4.0,5.0,0.0,Employed_2003,"45,784"
36091,NY,"Saratoga County, NY",2.0,2.0,1.0,Employed_2003,"111,520"
36093,NY,"Schenectady County, NY",2.0,2.0,1.0,Employed_2003,"70,367"
36095,NY,"Schoharie County, NY",2.0,2.0,1.0,Employed_2003,"14,621"
36097,NY,"Schuyler County, NY",6.0,7.0,0.0,Employed_2003,"9,139"
36099,NY,"Seneca County, NY",6.0,3.0,0.0,Employed_2003,"16,227"
36101,NY,"Steuben County, NY",4.0,3.0,0.0,Employed_2003,"41,587"
36103,NY,"Suffolk County, NY",1.0,1.0,1.0,Employed_2003,"723,488"
36105,NY,"Sullivan County, NY",4.0,4.0,0.0,Employed_2003,"32,545"
36107,NY,"Tioga County, NY",2.0,2.0,1.0,Employed_2003,"24,803"
36109,NY,"Tompkins County, NY",3.0,2.0,1.0,Employed_2003,"51,117"
36111,NY,"Ulster County, NY",3.0,2.0,1.0,Employed_2003,"87,108"
36113,NY,"Warren County, NY",3.0,2.0,1.0,Employed_2003,"32,677"
36115,NY,"Washington County, NY",3.0,2.0,1.0,Employed_2003,"29,514"
36117,NY,"Wayne County, NY",1.0,1.0,1.0,Employed_2003,"45,751"
36119,NY,"Westchester County, NY",1.0,1.0,1.0,Employed_2003,"450,228"
36121,NY,"Wyoming County, NY",6.0,4.0,0.0,Employed_2003,"19,790"
36123,NY,"Yates County, NY",1.0,1.0,1.0,Employed_2003,"12,250"
24000,MD,Maryland,,,,Unemployed_2003,"138,058"
24001,MD,"Allegany County, MD",3.0,2.0,1.0,Unemployed_2003,"2,232"
24003,MD,"Anne Arundel County, MD",1.0,1.0,1.0,Unemployed_2003,"11,141"
24005,MD,"Baltimore County, MD",1.0,1.0,1.0,Unemployed_2003,"20,966"
24009,MD,"Calvert County, MD",1.0,1.0,1.0,Unemployed_2003,"1,667"
24011,MD,"Caroline County, MD",6.0,4.0,0.0,Unemployed_2003,868
24013,MD,"Carroll County, MD",1.0,1.0,1.0,Unemployed_2003,"3,473"
24015,MD,"Cecil County, MD",1.0,1.0,1.0,Unemployed_2003,"2,642"
24017,MD,"Charles County, MD",1.0,1.0,1.0,Unemployed_2003,"2,593"
24019,MD,"Dorchester County, MD",6.0,5.0,0.0,Unemployed_2003,"1,209"
24021,MD,"Frederick County, MD",1.0,1.0,1.0,Unemployed_2003,"4,356"
24023,MD,"Garrett County, MD",6.0,7.0,0.0,Unemployed_2003,875
24025,MD,"Harford County, MD",1.0,1.0,1.0,Unemployed_2003,"5,821"
24027,MD,"Howard County, MD",1.0,1.0,1.0,Unemployed_2003,"5,429"
24029,MD,"Kent County, MD",6.0,4.0,0.0,Unemployed_2003,547
24031,MD,"Montgomery County, MD",1.0,1.0,1.0,Unemployed_2003,"17,752"
24033,MD,"Prince George's County, MD",1.0,1.0,1.0,Unemployed_2003,"22,248"
24035,MD,"Queen Anne's County, MD",1.0,1.0,1.0,Unemployed_2003,990
24037,MD,"St. Mary's County, MD",3.0,2.0,1.0,Unemployed_2003,"1,814"
24039,MD,"Somerset County, MD",2.0,2.0,1.0,Unemployed_2003,776
24041,MD,"Talbot County, MD",6.0,3.0,0.0,Unemployed_2003,865
24043,MD,"Washington County, MD",2.0,2.0,1.0,Unemployed_2003,"3,574"
24045,MD,"Wicomico County, MD",2.0,2.0,1.0,Unemployed_2003,"2,506"
24047,MD,"Worcester County, MD",2.0,2.0,1.0,Unemployed_2003,"1,950"
24510,MD,"Baltimore city, MD",1.0,1.0,1.0,Unemployed_2003,"21,768"
36000,NY,New York,,,,Unemployed_2003,"593,856"
36001,NY,"Albany County, NY",2.0,2.0,1.0,Unemployed_2003,"6,774"
36003,NY,"Allegany County, NY",7.0,9.0,0.0,Unemployed_2003,"1,544"
36005,NY,"Bronx County, NY",1.0,1.0,1.0,Unemployed_2003,"52,525"
36007,NY,"Broome County, NY",2.0,2.0,1.0,Unemployed_2003,"5,679"
36009,NY,"Cattaraugus County, NY",4.0,3.0,0.0,Unemployed_2003,"2,473"
36011,NY,"Cayuga County, NY",4.0,5.0,0.0,Unemployed_2003,"2,203"
36013,NY,"Chautauqua County, NY",4.0,3.0,0.0,Unemployed_2003,"3,892"
36015,NY,"Chemung County, NY",3.0,2.0,1.0,Unemployed_2003,"2,682"
36017,NY,"Chenango County, NY",6.0,6.0,0.0,Unemployed_2003,"1,423"
36019,NY,"Clinton County, NY",5.0,8.0,0.0,Unemployed_2003,"2,435"
36021,NY,"Columbia County, NY",6.0,3.0,0.0,Unemployed_2003,"1,385"
36023,NY,"Cortland County, NY",4.0,5.0,0.0,Unemployed_2003,"1,448"
36025,NY,"Delaware County, NY",6.0,6.0,0.0,Unemployed_2003,"1,122"
36027,NY,"Dutchess County, NY",1.0,1.0,1.0,Unemployed_2003,"5,987"
36029,NY,"Erie County, NY",1.0,1.0,1.0,Unemployed_2003,"27,260"
36031,NY,"Essex County, NY",6.0,6.0,0.0,Unemployed_2003,976
36033,NY,"Franklin County, NY",7.0,8.0,0.0,Unemployed_2003,"1,506"
36035,NY,"Fulton County, NY",4.0,5.0,0.0,Unemployed_2003,"1,536"
36037,NY,"Genesee County, NY",4.0,3.0,0.0,Unemployed_2003,"1,840"
36039,NY,"Greene County, NY",6.0,6.0,0.0,Unemployed_2003,"1,229"
36041,NY,"Hamilton County, NY",8.0,7.0,0.0,Unemployed_2003,161
36043,NY,"Herkimer County, NY",2.0,2.0,1.0,Unemployed_2003,"1,804"
36045,NY,"Jefferson County, NY",3.0,2.0,1.0,Unemployed_2003,"3,165"
36047,NY,"Kings County, NY",1.0,1.0,1.0,Unemployed_2003,"94,181"
36049,NY,"Lewis County, NY",6.0,6.0,0.0,Unemployed_2003,809
36051,NY,"Livingston County, NY",1.0,1.0,1.0,Unemployed_2003,"1,987"
36053,NY,"Madison County, NY",2.0,2.0,1.0,Unemployed_2003,"2,002"
36055,NY,"Monroe County, NY",1.0,1.0,1.0,Unemployed_2003,"20,757"
36057,NY,"Montgomery County, NY",4.0,5.0,0.0,Unemployed_2003,"1,556"
36059,NY,"Nassau County, NY",1.0,1.0,1.0,Unemployed_2003,"31,998"
36061,NY,"New York County, NY",1.0,1.0,1.0,Unemployed_2003,"64,882"
36063,NY,"Niagara County, NY",1.0,1.0,1.0,Unemployed_2003,"7,435"
36065,NY,"Oneida County, NY",2.0,2.0,1.0,Unemployed_2003,"6,068"
36067,NY,"Onondaga County, NY",2.0,2.0,1.0,Unemployed_2003,"11,882"
36069,NY,"Ontario County, NY",1.0,1.0,1.0,Unemployed_2003,"2,888"
36071,NY,"Orange County, NY",1.0,1.0,1.0,Unemployed_2003,"8,200"
36073,NY,"Orleans County, NY",1.0,1.0,1.0,Unemployed_2003,"1,401"
36075,NY,"Oswego County, NY",2.0,2.0,1.0,Unemployed_2003,"4,437"
36077,NY,"Otsego County, NY",7.0,8.0,0.0,Unemployed_2003,"1,522"
36079,NY,"Putnam County, NY",1.0,1.0,1.0,Unemployed_2003,"2,215"
36081,NY,"Queens County, NY",1.0,1.0,1.0,Unemployed_2003,"77,803"
36083,NY,"Rensselaer County, NY",2.0,2.0,1.0,Unemployed_2003,"3,843"
36085,NY,"Richmond County, NY",1.0,1.0,1.0,Unemployed_2003,"16,544"
36087,NY,"Rockland County, NY",1.0,1.0,1.0,Unemployed_2003,"7,018"
36089,NY,"St. Lawrence County, NY",4.0,5.0,0.0,Unemployed_2003,"3,512"
36091,NY,"Saratoga County, NY",2.0,2.0,1.0,Unemployed_2003,"4,671"
36093,NY,"Schenectady County, NY",2.0,2.0,1.0,Unemployed_2003,"3,360"
36095,NY,"Schoharie County, NY",2.0,2.0,1.0,Unemployed_2003,834
36097,NY,"Schuyler County, NY",6.0,7.0,0.0,Unemployed_2003,639
36099,NY,"Seneca County, NY",6.0,3.0,0.0,Unemployed_2003,941
36101,NY,"Steuben County, NY",4.0,3.0,0.0,Unemployed_2003,"3,329"
36103,NY,"Suffolk County, NY",1.0,1.0,1.0,Unemployed_2003,"36,918"
36105,NY,"Sullivan County, NY",4.0,4.0,0.0,Unemployed_2003,"1,823"
36107,NY,"Tioga County, NY",2.0,2.0,1.0,Unemployed_2003,"1,501"
36109,NY,"Tompkins County, NY",3.0,2.0,1.0,Unemployed_2003,"2,124"
36111,NY,"Ulster County, NY",3.0,2.0,1.0,Unemployed_2003,"4,221"
36113,NY,"Warren County, NY",3.0,2.0,1.0,Unemployed_2003,"1,779"
36115,NY,"Washington County, NY",3.0,2.0,1.0,Unemployed_2003,"1,426"
36117,NY,"Wayne County, NY",1.0,1.0,1.0,Unemployed_2003,"2,927"
36119,NY,"Westchester County, NY",1.0,1.0,1.0,Unemployed_2003,"21,455"
36121,NY,"Wyoming County, NY",6.0,4.0,0.0,Unemployed_2003,"1,291"
36123,NY,"Yates County, NY",1.0,1.0,1.0,Unemployed_2003,626
24000,MD,Maryland,,,,Unemployment_rate_2003,4.8
24001,MD,"Allegany County, MD",3.0,2.0,1.0,Unemployment_rate_2003,6.4
24003,MD,"Anne Arundel County, MD",1.0,1.0,1.0,Unemployment_rate_2003,4.1
24005,MD,"Baltimore County, MD",1.0,1.0,1.0,Unemployment_rate_2003,5.1
24009,MD,"Calvert County, MD",1.0,1.0,1.0,Unemployment_rate_2003,3.8
24011,MD,"Caroline County, MD",6.0,4.0,0.0,Unemployment_rate_2003,5.6
24013,MD,"Carroll County, MD",1.0,1.0,1.0,Unemployment_rate_2003,3.9
24015,MD,"Cecil County, MD",1.0,1.0,1.0,Unemployment_rate_2003,5.5
24017,MD,"Charles County, MD",1.0,1.0,1.0,Unemployment_rate_2003,3.7
24019,MD,"Dorchester County, MD",6.0,5.0,0.0,Unemployment_rate_2003,7.4
24021,MD,"Frederick County, MD",1.0,1.0,1.0,Unemployment_rate_2003,3.7
24023,MD,"Garrett County, MD",6.0,7.0,0.0,Unemployment_rate_2003,5.6
24025,MD,"Harford County, MD",1.0,1.0,1.0,Unemployment_rate_2003,4.7
24027,MD,"Howard County, MD",1.0,1.0,1.0,Unemployment_rate_2003,3.6
24029,MD,"Kent County, MD",6.0,4.0,0.0,Unemployment_rate_2003,5.3
24031,MD,"Montgomery County, MD",1.0,1.0,1.0,Unemployment_rate_2003,3.6
24033,MD,"Prince George's County, MD",1.0,1.0,1.0,Unemployment_rate_2003,5.0
24035,MD,"Queen Anne's County, MD",1.0,1.0,1.0,Unemployment_rate_2003,4.1
24037,MD,"St. Mary's County, MD",3.0,2.0,1.0,Unemployment_rate_2003,3.7
24039,MD,"Somerset County, MD",2.0,2.0,1.0,Unemployment_rate_2003,7.1
24041,MD,"Talbot County, MD",6.0,3.0,0.0,Unemployment_rate_2003,4.7
24043,MD,"Washington County, MD",2.0,2.0,1.0,Unemployment_rate_2003,5.3
24045,MD,"Wicomico County, MD",2.0,2.0,1.0,Unemployment_rate_2003,5.2
24047,MD,"Worcester County, MD",2.0,2.0,1.0,Unemployment_rate_2003,7.0
24510,MD,"Baltimore city, MD",1.0,1.0,1.0,Unemployment_rate_2003,7.9
36000,NY,New York,,,,Unemployment_rate_2003,6.4
36001,NY,"Albany County, NY",2.0,2.0,1.0,Unemployment_rate_2003,4.3
36003,NY,"Allegany County, NY",7.0,9.0,0.0,Unemployment_rate_2003,6.6
36005,NY,"Bronx County, NY",1.0,1.0,1.0,Unemployment_rate_2003,10.5
36007,NY,"Broome County, NY",2.0,2.0,1.0,Unemployment_rate_2003,5.9
36009,NY,"Cattaraugus County, NY",4.0,3.0,0.0,Unemployment_rate_2003,5.9
36011,NY,"Cayuga County, NY",4.0,5.0,0.0,Unemployment_rate_2003,5.3
36013,NY,"Chautauqua County, NY",4.0,3.0,0.0,Unemployment_rate_2003,5.8
36015,NY,"Chemung County, NY",3.0,2.0,1.0,Unemployment_rate_2003,6.5
36017,NY,"Chenango County, NY",6.0,6.0,0.0,Unemployment_rate_2003,5.9
36019,NY,"Clinton County, NY",5.0,8.0,0.0,Unemployment_rate_2003,6.1
36021,NY,"Columbia County, NY",6.0,3.0,0.0,Unemployment_rate_2003,4.4
36023,NY,"Cortland County, NY",4.0,5.0,0.0,Unemployment_rate_2003,5.9
36025,NY,"Delaware County, NY",6.0,6.0,0.0,Unemployment_rate_2003,4.9
36027,NY,"Dutchess County, NY",1.0,1.0,1.0,Unemployment_rate_2003,4.2
36029,NY,"Erie County, NY",1.0,1.0,1.0,Unemployment_rate_2003,5.8
36031,NY,"Essex County, NY",6.0,6.0,0.0,Unemployment_rate_2003,5.3
36033,NY,"Franklin County, NY",7.0,8.0,0.0,Unemployment_rate_2003,6.7
36035,NY,"Fulton County, NY",4.0,5.0,0.0,Unemployment_rate_2003,5.8
36037,NY,"Genesee County, NY",4.0,3.0,0.0,Unemployment_rate_2003,5.6
36039,NY,"Greene County, NY",6.0,6.0,0.0,Unemployment_rate_2003,5.2
36041,NY,"Hamilton County, NY",8.0,7.0,0.0,Unemployment_rate_2003,5.5
36043,NY,"Herkimer County, NY",2.0,2.0,1.0,Unemployment_rate_2003,5.8
36045,NY,"Jefferson County, NY",3.0,2.0,1.0,Unemployment_rate_2003,6.9
36047,NY,"Kings County, NY",1.0,1.0,1.0,Unemployment_rate_2003,9.0
36049,NY,"Lewis County, NY",6.0,6.0,0.0,Unemployment_rate_2003,6.5
36051,NY,"Livingston County, NY",1.0,1.0,1.0,Unemployment_rate_2003,6.1
36053,NY,"Madison County, NY",2.0,2.0,1.0,Unemployment_rate_2003,5.6
36055,NY,"Monroe County, NY",1.0,1.0,1.0,Unemployment_rate_2003,5.6
36057,NY,"Montgomery County, NY",4.0,5.0,0.0,Unemployment_rate_2003,6.5
36059,NY,"Nassau County, NY",1.0,1.0,1.0,Unemployment_rate_2003,4.7
36061,NY,"New York County, NY",1.0,1.0,1.0,Unemployment_rate_2003,7.4
36063,NY,"Niagara County, NY",1.0,1.0,1.0,Unemployment_rate_2003,6.7
36065,NY,"Oneida County, NY",2.0,2.0,1.0,Unemployment_rate_2003,5.5
36067,NY,"Onondaga County, NY",2.0,2.0,1.0,Unemployment_rate_2003,5.1
36069,NY,"Ontario County, NY",1.0,1.0,1.0,Unemployment_rate_2003,5.2
36071,NY,"Orange County, NY",1.0,1.0,1.0,Unemployment_rate_2003,4.8
36073,NY,"Orleans County, NY",1.0,1.0,1.0,Unemployment_rate_2003,7.0
36075,NY,"Oswego County, NY",2.0,2.0,1.0,Unemployment_rate_2003,7.4
36077,NY,"Otsego County, NY",7.0,8.0,0.0,Unemployment_rate_2003,4.9
36079,NY,"Putnam County, NY",1.0,1.0,1.0,Unemployment_rate_2003,4.1
36081,NY,"Queens County, NY",1.0,1.0,1.0,Unemployment_rate_2003,7.3
36083,NY,"Rensselaer County, NY",2.0,2.0,1.0,Unemployment_rate_2003,4.7
36085,NY,"Richmond County, NY",1.0,1.0,1.0,Unemployment_rate_2003,7.4
36087,NY,"Rockland County, NY",1.0,1.0,1.0,Unemployment_rate_2003,4.7
36089,NY,"St. Lawrence County, NY",4.0,5.0,0.0,Unemployment_rate_2003,7.1
36091,NY,"Saratoga County, NY",2.0,2.0,1.0,Unemployment_rate_2003,4.0
36093,NY,"Schenectady County, NY",2.0,2.0,1.0,Unemployment_rate_2003,4.6
36095,NY,"Schoharie County, NY",2.0,2.0,1.0,Unemployment_rate_2003,5.4
36097,NY,"Schuyler County, NY",6.0,7.0,0.0,Unemployment_rate_2003,6.5
36099,NY,"Seneca County, NY",6.0,3.0,0.0,Unemployment_rate_2003,5.5
36101,NY,"Steuben County, NY",4.0,3.0,0.0,Unemployment_rate_2003,7.4
36103,NY,"Suffolk County, NY",1.0,1.0,1.0,Unemployment_rate_2003,4.9
36105,NY,"Sullivan County, NY",4.0,4.0,0.0,Unemployment_rate_2003,5.3
36107,NY,"Tioga County, NY",2.0,2.0,1.0,Unemployment_rate_2003,5.7
36109,NY,"Tompkins County, NY",3.0,2.0,1.0,Unemployment_rate_2003,4.0
36111,NY,"Ulster County, NY",3.0,2.0,1.0,Unemployment_rate_2003,4.6
36113,NY,"Warren County, NY",3.0,2.0,1.0,Unemployment_rate_2003,5.2
36115,NY,"Washington County, NY",3.0,2.0,1.0,Unemployment_rate_2003,4.6
36117,NY,"Wayne County, NY",1.0,1.0,1.0,Unemployment_rate_2003,6.0
36119,NY,"Westchester County, NY",1.0,1.0,1.0,Unemployment_rate_2003,4.5
36121,NY,"Wyoming County, NY",6.0,4.0,0.0,Unemployment_rate_2003,6.1
36123,NY,"Yates County, NY",1.0,1.0,1.0,Unemployment_rate_2003,4.9
24000,MD,Maryland,,,,Civilian_labor_force_2004,"2,885,111"
24001,MD,"Allegany County, MD",3.0,2.0,1.0,Civilian_labor_force_2004,"35,080"
24003,MD,"Anne Arundel County, MD",1.0,1.0,1.0,Civilian_labor_force_2004,"270,631"
24005,MD,"Baltimore County, MD",1.0,1.0,1.0,Civilian_labor_force_2004,"413,002"
24009,MD,"Calvert County, MD",1.0,1.0,1.0,Civilian_labor_force_2004,"45,078"
24011,MD,"Caroline County, MD",6.0,4.0,0.0,Civilian_labor_force_2004,"15,953"
24013,MD,"Carroll County, MD",1.0,1.0,1.0,Civilian_labor_force_2004,"89,915"
24015,MD,"Cecil County, MD",1.0,1.0,1.0,Civilian_labor_force_2004,"48,546"
24017,MD,"Charles County, MD",1.0,1.0,1.0,Civilian_labor_force_2004,"70,919"
24019,MD,"Dorchester County, MD",6.0,5.0,0.0,Civilian_labor_force_2004,"17,032"
24021,MD,"Frederick County, MD",1.0,1.0,1.0,Civilian_labor_force_2004,"117,685"
24023,MD,"Garrett County, MD",6.0,7.0,0.0,Civilian_labor_force_2004,"16,207"
24025,MD,"Harford County, MD",1.0,1.0,1.0,Civilian_labor_force_2004,"125,791"
24027,MD,"Howard County, MD",1.0,1.0,1.0,Civilian_labor_force_2004,"150,994"
24029,MD,"Kent County, MD",6.0,4.0,0.0,Civilian_labor_force_2004,"10,742"
24031,MD,"Montgomery County, MD",1.0,1.0,1.0,Civilian_labor_force_2004,"496,761"
24033,MD,"Prince George's County, MD",1.0,1.0,1.0,Civilian_labor_force_2004,"439,525"
24035,MD,"Queen Anne's County, MD",1.0,1.0,1.0,Civilian_labor_force_2004,"24,425"
24037,MD,"St. Mary's County, MD",3.0,2.0,1.0,Civilian_labor_force_2004,"49,031"
24039,MD,"Somerset County, MD",2.0,2.0,1.0,Civilian_labor_force_2004,"11,305"
24041,MD,"Talbot County, MD",6.0,3.0,0.0,Civilian_labor_force_2004,"18,663"
24043,MD,"Washington County, MD",2.0,2.0,1.0,Civilian_labor_force_2004,"66,674"
24045,MD,"Wicomico County, MD",2.0,2.0,1.0,Civilian_labor_force_2004,"50,025"
24047,MD,"Worcester County, MD",2.0,2.0,1.0,Civilian_labor_force_2004,"27,473"
24510,MD,"Baltimore city, MD",1.0,1.0,1.0,Civilian_labor_force_2004,"273,654"
36000,NY,New York,,,,Civilian_labor_force_2004,"9,359,930"
36001,NY,"Albany County, NY",2.0,2.0,1.0,Civilian_labor_force_2004,"158,263"
36003,NY,"Allegany County, NY",7.0,9.0,0.0,Civilian_labor_force_2004,"23,524"
36005,NY,"Bronx County, NY",1.0,1.0,1.0,Civilian_labor_force_2004,"504,256"
36007,NY,"Broome County, NY",2.0,2.0,1.0,Civilian_labor_force_2004,"96,053"
36009,NY,"Cattaraugus County, NY",4.0,3.0,0.0,Civilian_labor_force_2004,"42,171"
36011,NY,"Cayuga County, NY",4.0,5.0,0.0,Civilian_labor_force_2004,"41,652"
36013,NY,"Chautauqua County, NY",4.0,3.0,0.0,Civilian_labor_force_2004,"66,771"
36015,NY,"Chemung County, NY",3.0,2.0,1.0,Civilian_labor_force_2004,"40,420"
36017,NY,"Chenango County, NY",6.0,6.0,0.0,Civilian_labor_force_2004,"24,032"
