"Data Source: DCJS, Uniform Crime Reporting File. Includes all reports received as of 8/7/2023.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
County/Region,Year,Population,Index Total Count,Index Total Rate,Violent Total Count,Violent Total Rate,Murder Count,Murder Rate,Rape Count,Rape Rate,Robbery Count,Robbery Rate,Agg Assault Count,Agg Assault Rate,Property Total Count,Property Total Rate,Burglary Count,Burglary Rate,Larceny Count,Larceny Rate,MV Theft Count,MV Theft Rate
Fulton,2009,54912,1522,2771.7,112,204,1,1.8,20,36.4,11,20,80,145.7,1410,2567.7,287,522.7,1080,1966.8,43,78.3
Fulton,2010,54344,1689,3108,123,226.3,1,1.8,17,31.3,17,31.3,88,161.9,1566,2881.6,359,660.6,1153,2121.7,54,99.4
Fulton,2011,55649,1605,2884.1,61,109.6,0,0,13,23.4,8,14.4,40,71.9,1544,2774.5,326,585.8,1178,2116.8,40,71.9
Fulton,2012,55347,1559,2816.8,52,94,0,0,5,9,12,21.7,35,63.2,1507,2722.8,301,543.8,1162,2099.5,44,79.5
Fulton,2013,54677,1527,2792.8,62,113.4,1,1.8,13,23.8,11,20.1,37,67.7,1465,2679.4,262,479.2,1164,2128.9,39,71.3
Fulton,2014,54329,1465,2696.5,63,116,0,0,4,7.4,19,35,40,73.6,1402,2580.6,265,487.8,1105,2033.9,32,58.9
Fulton,2015,53542,1309,2444.8,123,229.7,0,0,42,78.4,10,18.7,71,132.6,1186,2215.1,199,371.7,961,1794.9,26,48.6
Fulton,2016,53221,1182,2220.9,150,281.8,1,1.9,60,112.7,13,24.4,76,142.8,1032,1939.1,154,289.4,856,1608.4,22,41.3
Fulton,2017,53556,1088,2031.5,118,220.3,0,0,51,95.2,12,22.4,55,102.7,970,1811.2,143,267,800,1493.8,27,50.4
Fulton,2018,52525,944,1797.2,145,276.1,0,0,51,97.1,14,26.7,80,152.3,799,1521.2,94,179,679,1292.7,26,49.5
Fulton,2019,52946,1012,1911.4,125,236.1,1,1.9,57,107.7,3,5.7,64,120.9,887,1675.3,94,177.5,767,1448.6,26,49.1
Fulton,2020,52698,958,1817.9,113,214.4,1,1.9,31,58.8,11,20.9,70,132.8,845,1603.5,140,265.7,669,1269.5,36,68.3
Fulton,2021,53808,941,1748.8,147,273.2,2,3.7,43,79.9,16,29.7,86,159.8,794,1475.6,98,182.1,625,1161.5,71,132
Fulton,2022,53353,603,1130.2,86,161.2,3,5.6,30,56.2,7,13.1,46,86.2,517,969,61,114.3,428,802.2,28,52.5
Genesee,2000,63061,1634,2591.1,85,134.8,1,1.6,9,14.3,17,27,58,92,1549,2456.4,233,369.5,1265,2006,51,80.9
Genesee,2001,60481,1585,2620.7,96,158.7,0,0,12,19.8,16,26.5,68,112.4,1489,2461.9,273,451.4,1164,1924.6,52,86
Genesee,2002,60946,1683,2761.5,108,177.2,4,6.6,16,26.3,23,37.7,65,106.7,1575,2584.3,228,374.1,1302,2136.3,45,73.8
Genesee,2003,59901,1778,2968.2,115,192,1,1.7,22,36.7,21,35.1,71,118.5,1663,2776.2,287,479.1,1327,2215.3,49,81.8
Genesee,2004,60136,1825,3034.8,108,179.6,1,1.7,22,36.6,18,29.9,67,111.4,1717,2855.2,288,478.9,1398,2324.7,31,51.5
Genesee,2005,59775,1693,2832.3,96,160.6,1,1.7,22,36.8,10,16.7,63,105.4,1597,2671.7,205,343,1365,2283.6,27,45.2
Genesee,2006,59301,1754,2957.8,106,178.7,1,1.7,17,28.7,16,27,72,121.4,1648,2779,246,414.8,1365,2301.8,37,62.4
Genesee,2007,58342,1441,2469.9,87,149.1,0,0,10,17.1,11,18.9,66,113.1,1354,2320.8,248,425.1,1061,1818.6,45,77.1
Genesee,2008,57721,1446,2505.2,113,195.8,2,3.5,18,31.2,14,24.3,79,136.9,1333,2309.4,255,441.8,1035,1793.1,43,74.5
Genesee,2009,57420,1497,2607.1,92,160.2,1,1.7,17,29.6,17,29.6,57,99.3,1405,2446.9,212,369.2,1156,2013.2,37,64.4
Genesee,2010,56871,1462,2570.7,107,188.1,0,0,17,29.9,20,35.2,70,123.1,1355,2382.6,232,407.9,1089,1914.9,34,59.8
Genesee,2011,60220,1439,2389.6,112,186,0,0,18,29.9,12,19.9,82,136.2,1327,2203.6,260,431.8,1028,1707.1,39,64.8
Genesee,2012,60189,1453,2414.1,92,152.9,0,0,12,19.9,8,13.3,72,119.6,1361,2261.2,266,441.9,1061,1762.8,34,56.5
Genesee,2013,59887,1467,2449.6,109,182,0,0,22,36.7,22,36.7,65,108.5,1358,2267.6,294,490.9,1044,1743.3,20,33.4
Genesee,2014,59274,1517,2559.3,110,185.6,1,1.7,18,30.4,19,32.1,72,121.5,1407,2373.7,251,423.5,1128,1903,28,47.2
Genesee,2015,58705,1199,2042.4,115,195.9,2,3.4,37,63,15,25.6,61,103.9,1084,1846.5,168,286.2,879,1497.3,37,63
Genesee,2016,58209,1263,2169.8,127,218.2,0,0,37,63.6,20,34.4,70,120.3,1136,1951.6,204,350.5,881,1513.5,51,87.6
Genesee,2017,58252,1143,1962.2,168,288.4,0,0,42,72.1,20,34.3,106,182,975,1673.8,159,273,784,1345.9,32,54.9
Genesee,2018,56476,946,1675,128,226.6,3,5.3,32,56.7,15,26.6,78,138.1,818,1448.4,116,205.4,657,1163.3,45,79.7
Genesee,2019,56777,1015,1787.7,135,237.8,1,1.8,41,72.2,19,33.5,74,130.3,880,1549.9,116,204.3,731,1287.5,33,58.1
Genesee,2020,56509,827,1463.5,103,182.3,0,0,34,60.2,15,26.5,54,95.6,724,1281.2,101,178.7,578,1022.8,45,79.6
Genesee,2021,58063,943,1624.1,188,323.8,2,3.4,44,75.8,11,18.9,131,225.6,755,1300.3,115,198.1,596,1026.5,44,75.8
Genesee,2022,57754,1027,1778.2,126,218.2,2,3.5,36,62.3,13,22.5,75,129.9,901,1560.1,103,178.3,771,1335,27,46.8
Greene,2000,50420,888,1761.2,153,303.5,2,4,7,13.9,5,9.9,139,275.7,735,1457.8,237,470.1,473,938.1,25,49.6
Greene,2001,48284,931,1928.2,175,362.4,1,2.1,6,12.4,15,31.1,153,316.9,756,1565.7,257,532.3,475,983.8,24,49.7
Greene,2002,48655,810,1664.8,146,300.1,0,0,5,10.3,18,37,123,252.8,664,1364.7,219,450.1,416,855,29,59.6
Greene,2003,48621,718,1476.7,152,312.6,1,2.1,13,26.7,7,14.4,131,269.4,566,1164.1,189,388.7,352,724,25,51.4
Greene,2004,48959,803,1640.1,140,286,2,4.1,9,18.4,8,16.3,121,247.1,663,1354.2,196,400.3,452,923.2,15,30.6
Greene,2005,49265,828,1680.7,133,270,0,0,4,8.1,4,8.1,125,253.7,695,1410.7,203,412.1,469,952,23,46.7
Greene,2006,49815,969,1945.2,183,367.4,4,8,8,16.1,5,10,166,333.2,786,1577.8,217,435.6,538,1080,31,62.2
Greene,2007,49912,1140,2284,176,352.6,1,2,18,36.1,6,12,151,302.5,964,1931.4,243,486.9,687,1376.4,34,68.1
Greene,2008,49358,1418,2872.9,102,206.7,1,2,2,4.1,5,10.1,94,190.4,1316,2666.2,262,530.8,1013,2052.4,41,83.1
Greene,2009,49071,851,1734.2,102,207.9,1,2,7,14.3,6,12.2,88,179.3,749,1526.4,208,423.9,518,1055.6,23,46.9
Greene,2010,48478,836,1724.5,92,189.8,0,0,8,16.5,9,18.6,75,154.7,744,1534.7,226,466.2,485,1000.5,33,68.1
Greene,2011,49442,831,1680.8,105,212.4,0,0,8,16.2,7,14.2,90,182,726,1468.4,206,416.6,491,993.1,29,58.7
Greene,2012,49218,721,1464.9,88,178.8,0,0,7,14.2,6,12.2,75,152.4,633,1286.1,194,394.2,419,851.3,20,40.6
Greene,2013,48582,718,1477.9,58,119.4,1,2.1,8,16.5,6,12.4,43,88.5,660,1358.5,213,438.4,421,866.6,26,53.5
Greene,2014,48364,686,1418.4,78,161.3,2,4.1,11,22.7,1,2.1,64,132.3,608,1257.1,151,312.2,440,909.8,17,35.2
Greene,2015,47590,606,1273.4,117,245.8,0,0,32,67.2,4,8.4,81,170.2,489,1027.5,124,260.6,355,746,10,21
Greene,2016,47019,554,1178.2,104,221.2,0,0,32,68.1,3,6.4,69,146.7,450,957.1,119,253.1,320,680.6,11,23.4
Greene,2017,47352,635,1341,139,293.5,1,2.1,38,80.3,4,8.4,96,202.7,496,1047.5,99,209.1,381,804.6,16,33.8
Greene,2018,46351,609,1313.9,114,245.9,2,4.3,40,86.3,1,2.2,71,153.2,495,1067.9,106,228.7,381,822,8,17.3
Greene,2019,47029,591,1256.7,180,382.7,0,0,41,87.2,8,17,131,278.6,411,873.9,90,191.4,309,657,12,25.5
Greene,2020,46678,550,1178.3,192,411.3,0,0,25,53.6,2,4.3,165,353.5,358,767,58,124.3,288,617,12,25.7
Greene,2021,48211,595,1234.2,206,427.3,3,6.2,37,76.7,5,10.4,161,333.9,389,806.9,63,130.7,313,649.2,13,27
Greene,2022,49486,566,1143.8,204,412.2,0,0,10,20.2,3,6.1,191,386,362,731.5,54,109.1,291,588,17,34.4
Hamilton,2000,5412,123,2272.7,7,129.3,0,0,0,0,0,0,7,129.3,116,2143.4,36,665.2,76,1404.3,4,73.9
Hamilton,2001,5389,100,1855.6,3,55.7,0,0,0,0,0,0,3,55.7,97,1800,38,705.1,56,1039.2,3,55.7
Hamilton,2002,5431,110,2025.4,7,128.9,0,0,0,0,0,0,7,128.9,103,1896.5,27,497.1,69,1270.5,7,128.9
Hamilton,2003,5304,71,1338.6,3,56.6,0,0,1,18.9,0,0,2,37.7,68,1282.1,26,490.2,42,791.9,0,0
Hamilton,2004,5288,57,1077.9,4,75.6,0,0,1,18.9,0,0,3,56.7,53,1002.3,18,340.4,35,661.9,0,0
Hamilton,2005,5234,84,1604.9,3,57.3,1,19.1,0,0,0,0,2,38.2,81,1547.6,27,515.9,54,1031.7,0,0
Hamilton,2006,5242,74,1411.7,6,114.5,0,0,2,38.2,0,0,4,76.3,68,1297.2,17,324.3,51,972.9,0,0
Hamilton,2007,5117,54,1055.3,2,39.1,0,0,0,0,0,0,2,39.1,52,1016.2,15,293.1,37,723.1,0,0
Hamilton,2008,5036,41,814.1,5,99.3,0,0,2,39.7,0,0,3,59.6,36,714.9,9,178.7,27,536.1,0,0
Hamilton,2009,4980,51,1024.1,2,40.2,0,0,0,0,0,0,2,40.2,49,983.9,15,301.2,34,682.7,0,0
Hamilton,2010,4824,52,1077.9,4,82.9,0,0,1,20.7,1,20.7,2,41.5,48,995,17,352.4,29,601.2,2,41.5
Hamilton,2011,4858,58,1193.9,1,20.6,0,0,1,20.6,0,0,0,0,57,1173.3,25,514.6,29,597,3,61.8
Hamilton,2012,4819,81,1680.8,1,20.8,0,0,0,0,0,0,1,20.8,80,1660.1,32,664,44,913.1,4,83
Hamilton,2013,4768,62,1300.3,4,83.9,0,0,0,0,0,0,4,83.9,58,1216.4,21,440.4,37,776,0,0
Hamilton,2014,4766,62,1300.9,1,21,0,0,0,0,0,0,1,21,61,1279.9,25,524.5,34,713.4,2,42
Hamilton,2015,4678,43,919.2,3,64.1,0,0,3,64.1,0,0,0,0,40,855.1,16,342,23,491.7,1,21.4
Hamilton,2016,4657,54,1159.5,5,107.4,0,0,2,42.9,0,0,3,64.4,49,1052.2,16,343.6,32,687.1,1,21.5
Hamilton,2017,4505,36,799.1,4,88.8,0,0,2,44.4,0,0,2,44.4,32,710.3,7,155.4,22,488.3,3,66.6
Hamilton,2018,4352,46,1057,3,68.9,0,0,0,0,1,23,2,46,43,988.1,19,436.6,24,551.5,0,0
Hamilton,2019,4361,29,665,3,68.8,0,0,1,22.9,0,0,2,45.9,26,596.2,6,137.6,18,412.7,2,45.9
Hamilton,2020,4342,46,1059.4,7,161.2,0,0,4,92.1,0,0,3,69.1,39,898.2,7,161.2,29,667.9,3,69.1
Hamilton,2021,4409,28,635.1,10,226.8,0,0,6,136.1,0,0,4,90.7,18,408.3,4,90.7,14,317.5,0,0
Hamilton,2022,5199,30,577,5,96.2,0,0,5,96.2,0,0,0,0,25,480.9,5,96.2,20,384.7,0,0
Herkimer,2000,66069,1402,2122,163,246.7,0,0,36,54.5,10,15.1,117,177.1,1239,1875.3,295,446.5,926,1401.6,18,27.2
Herkimer,2001,64546,1341,2077.6,171,264.9,0,0,8,12.4,6,9.3,157,243.2,1170,1812.7,251,388.9,898,1391.3,21,32.5
Herkimer,2002,65041,1414,2174,211,324.4,1,1.5,19,29.2,16,24.6,175,269.1,1203,1849.6,240,369,945,1452.9,18,27.7
Herkimer,2003,63849,1409,2206.8,226,354,1,1.6,12,18.8,10,15.7,203,317.9,1183,1852.8,290,454.2,858,1343.8,35,54.8
Herkimer,2004,63827,1177,1844,177,277.3,1,1.6,16,25.1,11,17.2,149,233.4,1000,1566.7,239,374.4,739,1157.8,22,34.5
Herkimer,2005,63949,1468,2295.6,210,328.4,0,0,24,37.5,14,21.9,172,269,1258,1967.2,256,400.3,973,1521.5,29,45.3
Herkimer,2006,63951,1348,2107.9,218,340.9,1,1.6,21,32.8,11,17.2,185,289.3,1130,1767,244,381.5,859,1343.2,27,42.2
Herkimer,2007,63007,1191,1890.3,177,280.9,1,1.6,10,15.9,9,14.3,157,249.2,1014,1609.3,261,414.2,737,1169.7,16,25.4
Herkimer,2008,62313,1285,2062.2,201,322.6,0,0,14,22.5,14,22.5,173,277.6,1084,1739.6,227,364.3,837,1343.2,20,32.1
Herkimer,2009,61943,1369,2210.1,168,271.2,0,0,18,29.1,17,27.4,133,214.7,1201,1938.9,235,379.4,954,1540.1,12,19.4
Herkimer,2010,61330,1374,2240.3,169,275.6,0,0,16,26.1,7,11.4,146,238.1,1205,1964.8,268,437,913,1488.7,24,39.1
Herkimer,2011,64809,1362,2101.6,141,217.6,1,1.5,11,17,14,21.6,115,177.4,1221,1884,309,476.8,890,1373.3,22,33.9
Herkimer,2012,64506,1309,2029.3,124,192.2,2,3.1,9,14,3,4.7,110,170.5,1185,1837,271,420.1,884,1370.4,30,46.5
Herkimer,2013,64596,1190,1842.2,126,195.1,4,6.2,15,23.2,7,10.8,100,154.8,1064,1647.2,245,379.3,803,1243.1,16,24.8
Herkimer,2014,64218,1123,1748.7,110,171.3,0,0,11,17.1,10,15.6,89,138.6,1013,1577.4,187,291.2,808,1258.2,18,28
Herkimer,2015,63446,1021,1609.2,98,154.5,1,1.6,24,37.8,3,4.7,70,110.3,923,1454.8,156,245.9,735,1158.5,32,50.4
Herkimer,2016,62419,1107,1773.5,123,197.1,0,0,31,49.7,11,17.6,81,129.8,984,1576.4,162,259.5,801,1283.3,21,33.6
Herkimer,2017,62458,1162,1860.5,159,254.6,1,1.6,40,64,8,12.8,110,176.1,1003,1605.9,153,245,821,1314.5,29,46.4
Herkimer,2018,60769,803,1321.4,90,148.1,0,0,24,39.5,8,13.2,58,95.4,713,1173.3,138,227.1,551,906.7,24,39.5
Herkimer,2019,61174,782,1278.3,141,230.5,0,0,42,68.7,6,9.8,93,152,641,1047.8,107,174.9,508,830.4,26,42.5
Herkimer,2020,60592,901,1487,107,176.6,1,1.7,40,66,7,11.6,59,97.4,794,1310.4,127,209.6,644,1062.8,23,38
Herkimer,2021,62186,895,1439.2,135,217.1,5,8,40,64.3,6,9.6,84,135.1,760,1222.1,83,133.5,646,1038.8,31,49.9
Herkimer,2022,60318,1086,1800.5,150,248.7,0,0,42,69.6,4,6.6,104,172.4,936,1551.8,115,190.7,796,1319.7,25,41.4
Jefferson,2000,114631,2136,1863.4,157,137,0,0,36,31.4,30,26.2,91,79.4,1979,1726.4,486,424,1429,1246.6,64,55.8
Jefferson,2001,111944,2212,1976,174,155.4,2,1.8,22,19.7,32,28.6,118,105.4,2038,1820.6,436,389.5,1561,1394.4,41,36.6
Jefferson,2002,112804,2061,1827.1,218,193.3,2,1.8,74,65.6,18,16,124,109.9,1843,1633.8,351,311.2,1452,1287.2,40,35.5
Jefferson,2003,108344,2190,2021.3,197,181.8,1,0.9,61,56.3,29,26.8,106,97.8,1993,1839.5,440,406.1,1514,1397.4,39,36
Jefferson,2004,114872,2281,1985.7,230,200.2,3,2.6,39,34,25,21.8,163,141.9,2051,1785.5,404,351.7,1604,1396.3,43,37.4
Jefferson,2005,111627,3061,2742.2,290,259.8,7,6.3,50,44.8,33,29.6,200,179.2,2771,2482.4,498,446.1,2168,1942.2,105,94.1
Jefferson,2006,116696,3093,2650.5,300,257.1,1,0.9,34,29.1,52,44.6,213,182.5,2793,2393.4,601,515,2040,1748.1,152,130.3
Jefferson,2007,114354,2535,2216.8,288,251.8,5,4.4,50,43.7,28,24.5,205,179.3,2247,1965,390,341,1758,1537.3,99,86.6
Jefferson,2008,117896,2771,2350.4,271,229.9,0,0,26,22.1,26,22.1,219,185.8,2500,2120.5,480,407.1,1936,1642.1,84,71.2
Jefferson,2009,118766,2701,2274.2,224,188.6,4,3.4,33,27.8,20,16.8,167,140.6,2477,2085.6,453,381.4,1972,1660.4,52,43.8
Jefferson,2010,118131,2434,2060.4,220,186.2,6,5.1,20,16.9,27,22.9,167,141.4,2214,1874.2,394,333.5,1766,1495,54,45.7
Jefferson,2011,116751,2481,2125,182,155.9,2,1.7,18,15.4,24,20.6,138,118.2,2299,1969.1,369,316.1,1845,1580.3,85,72.8
Jefferson,2012,118546,2917,2460.6,213,179.7,1,0.8,15,12.7,25,21.1,172,145.1,2704,2281,460,388,2090,1763,154,129.9
Jefferson,2013,121663,2402,1974.3,140,115.1,1,0.8,16,13.2,16,13.2,107,87.9,2262,1859.2,339,278.6,1843,1514.8,80,65.8
Jefferson,2014,120437,2532,2102.3,174,144.5,1,0.8,28,23.2,21,17.4,124,103,2358,1957.9,346,287.3,1972,1637.4,40,33.2
Jefferson,2015,119514,2543,2127.8,221,184.9,3,2.5,82,68.6,17,14.2,119,99.6,2322,1942.9,399,333.9,1873,1567.2,50,41.8
Jefferson,2016,117080,2381,2033.7,281,240,2,1.7,92,78.6,17,14.5,170,145.2,2100,1793.6,351,299.8,1700,1452,49,41.9
Jefferson,2017,113858,2261,1985.8,239,209.9,4,3.5,86,75.5,22,19.3,127,111.5,2022,1775.9,292,256.5,1683,1478.2,47,41.3
Jefferson,2018,111731,2019,1807,258,230.9,1,0.9,107,95.8,21,18.8,129,115.5,1761,1576.1,244,218.4,1475,1320.1,42,37.6
Jefferson,2019,110566,1879,1699.4,245,221.6,0,0,96,86.8,21,19,128,115.8,1634,1477.9,190,171.8,1390,1257.2,54,48.8
Jefferson,2020,108426,2058,1898.1,278,256.4,3,2.8,74,68.2,22,20.3,179,165.1,1780,1641.7,258,238,1454,1341,68,62.7
Jefferson,2021,110090,1851,1681.4,221,200.7,2,1.8,91,82.7,14,12.7,114,103.6,1630,1480.6,232,210.7,1342,1219,56,50.9
Jefferson,2022,117333,2027,1727.6,277,236.1,1,0.9,103,87.8,15,12.8,158,134.7,1750,1491.5,247,210.5,1456,1240.9,47,40.1
Kings,2000,2432404,85912,3532,27611,1135.1,236,9.7,626,25.7,12154,499.7,14595,600,58301,2396.8,12264,504.2,34776,1429.7,11261,463
Kings,2001,2519228,77831,3089.5,25226,1001.3,254,10.1,570,22.6,10521,417.6,13881,551,52605,2088.1,10555,419,32863,1304.5,9187,364.7
Kings,2002,2538594,73707,2903.5,22466,885,221,8.7,636,25.1,9980,393.1,11629,458.1,51241,2018.5,10139,399.4,32728,1289.2,8374,329.9
Kings,2003,2494204,71289,2858.2,21485,861.4,235,9.4,536,21.5,9641,386.5,11073,443.9,49804,1996.8,9483,380.2,32596,1306.9,7725,309.7
Kings,2004,2479004,67962,2741.5,19735,796.1,232,9.4,459,18.5,8783,354.3,10261,413.9,48227,1945.4,8901,359.1,32551,1313.1,6775,273.3
Kings,2005,2475286,66239,2676,19369,782.5,211,8.5,420,17,8715,352.1,10023,404.9,46870,1893.5,7877,318.2,32977,1332.3,6016,243
Kings,2006,2490325,61368,2464.3,17992,722.5,225,9,307,12.3,8182,328.6,9278,372.6,43376,1741.8,7415,297.8,30785,1236.2,5176,207.8
Kings,2007,2515380,59321,2358.3,17526,696.8,213,8.5,252,10,7629,303.3,9432,375,41795,1661.6,6917,275,30586,1216,4292,170.6
Kings,2008,2549604,59547,2335.5,16895,662.7,213,8.4,250,9.8,7867,308.6,8565,335.9,42652,1672.9,6758,265.1,32022,1256,3872,151.9
Kings,2009,2567968,55816,2173.5,15803,615.4,201,7.8,253,9.9,6292,245,9057,352.7,40013,1558.2,6262,243.9,30292,1179.6,3459,134.7
Kings,2010,2550004,57172,2242,16514,647.6,222,8.7,323,12.7,6684,262.1,9285,364.1,40658,1594.4,6421,251.8,30900,1211.8,3337,130.9
Kings,2011,2515957,59014,2345.6,18182,722.7,198,7.9,347,13.8,7090,281.8,10547,419.2,40832,1622.9,6144,244.2,31752,1262,2936,116.7
Kings,2012,2539714,60690,2389.6,18673,735.2,149,5.9,358,14.1,7295,287.2,10871,428,42017,1654.4,6585,259.3,32752,1289.6,2680,105.5
Kings,2013,2586007,59056,2283.7,18258,706,147,5.7,401,15.5,6854,265,10856,419.8,40798,1577.6,5635,217.9,32557,1259,2606,100.8
Kings,2014,2609973,56700,2172.4,17053,653.4,122,4.7,347,13.3,5980,229.1,10604,406.3,39647,1519.1,5719,219.1,31273,1198.2,2655,101.7
Kings,2015,2640252,53957,2043.6,16385,620.6,146,5.5,659,25,5686,215.4,9894,374.7,37572,1423,5077,192.3,30015,1136.8,2480,93.9
Kings,2016,2641827,50802,1923,15523,587.6,128,4.8,678,25.7,4907,185.7,9810,371.3,35279,1335.4,3832,145.1,29366,1111.6,2081,78.8
Kings,2017,2646816,49766,1880.2,14593,551.3,111,4.2,709,26.8,4497,169.9,9276,350.5,35173,1328.9,3659,138.2,29589,1117.9,1925,72.7
Kings,2018,2618198,50106,1913.8,14384,549.4,98,3.7,802,30.6,4157,158.8,9327,356.2,35722,1364.4,3585,136.9,30417,1161.8,1720,65.7
Kings,2019,2575649,47735,1853.3,14194,551.1,100,3.9,842,32.7,4031,156.5,9221,358,33541,1302.2,3203,124.4,28505,1106.7,1833,71.2
Kings,2020,2551468,50938,1996.4,14590,571.8,175,6.9,701,27.5,3816,149.6,9898,387.9,36348,1424.6,4099,160.7,29306,1148.6,2943,115.3
Kings,2021,2643508,50476,1909.4,15249,576.8,150,5.7,713,27,3590,135.8,10796,408.4,35227,1332.6,3478,131.6,28819,1090.2,2930,110.8
Kings,2022,2559647,62416,2438.5,17123,669,140,5.5,729,28.5,4479,175,11775,460,45293,1769.5,4104,160.3,37481,1464.3,3708,144.9
Lewis,2000,28459,262,920.6,14,49.2,0,0,0,0,0,0,14,49.2,248,871.4,100,351.4,138,484.9,10,35.1
Lewis,2001,26994,316,1170.6,44,163,0,0,4,14.8,0,0,40,148.2,272,1007.6,114,422.3,151,559.4,7,25.9
Lewis,2002,27201,336,1235.2,40,147.1,0,0,7,25.7,4,14.7,29,106.6,296,1088.2,121,444.8,163,599.2,12,44.1
Lewis,2003,26718,344,1287.5,47,175.9,0,0,7,26.2,2,7.5,38,142.2,297,1111.6,140,524,143,535.2,14,52.4
Lewis,2004,26687,317,1187.8,26,97.4,0,0,1,3.7,0,0,25,93.7,291,1090.4,94,352.2,190,712,7,26.2
Lewis,2005,26602,366,1375.8,28,105.3,0,0,7,26.3,1,3.8,20,75.2,338,1270.6,164,616.5,160,601.5,14,52.6
Lewis,2006,26642,348,1306.2,26,97.6,0,0,7,26.3,0,0,19,71.3,322,1208.6,163,611.8,145,544.3,14,52.5
Lewis,2007,26568,409,1539.4,65,244.7,0,0,39,146.8,0,0,26,97.9,344,1294.8,113,425.3,219,824.3,12,45.2
Lewis,2008,26403,384,1454.4,35,132.6,0,0,5,18.9,1,3.8,29,109.8,349,1321.8,126,477.2,212,802.9,11,41.7
Lewis,2009,26082,387,1483.8,23,88.2,1,3.8,5,19.2,2,7.7,15,57.5,364,1395.6,121,463.9,227,870.3,16,61.3
Lewis,2010,25785,462,1791.7,25,97,0,0,3,11.6,2,7.8,20,77.6,437,1694.8,186,721.3,235,911.4,16,62.1
Lewis,2011,27209,419,1539.9,33,121.3,1,3.7,4,14.7,3,11,25,91.9,386,1418.6,123,452.1,233,856.3,30,110.3
Lewis,2012,27218,420,1543.1,19,69.8,0,0,0,0,2,7.3,17,62.5,401,1473.3,126,462.9,264,969.9,11,40.4
Lewis,2013,27307,332,1215.8,24,87.9,1,3.7,1,3.7,0,0,22,80.6,308,1127.9,95,347.9,199,728.8,14,51.3
Lewis,2014,27211,257,944.5,27,99.2,0,0,2,7.3,0,0,25,91.9,230,845.2,82,301.3,138,507.1,10,36.7
Lewis,2015,27205,282,1036.6,27,99.2,0,0,9,33.1,1,3.7,17,62.5,255,937.3,91,334.5,158,580.8,6,22.1
Lewis,2016,26758,236,882,30,112.1,1,3.7,20,74.7,0,0,9,33.6,206,769.9,72,269.1,130,485.8,4,14.9
Lewis,2017,26893,260,966.8,35,130.1,0,0,22,81.8,0,0,13,48.3,225,836.6,77,286.3,142,528,6,22.3
Lewis,2018,25983,207,796.7,32,123.2,0,0,17,65.4,1,3.8,14,53.9,175,673.5,50,192.4,117,450.3,8,30.8
Lewis,2019,26224,162,617.8,30,114.4,2,7.6,11,41.9,0,0,17,64.8,132,503.4,39,148.7,86,327.9,7,26.7
Lewis,2020,26044,149,572.1,24,92.2,0,0,14,53.8,0,0,10,38.4,125,480,44,168.9,73,280.3,8,30.7
Lewis,2021,26781,133,496.6,21,78.4,0,0,12,44.8,0,0,9,33.6,112,418.2,20,74.7,76,283.8,16,59.7
Lewis,2022,26808,187,697.6,24,89.5,0,0,12,44.8,0,0,12,44.8,163,608,40,149.2,117,436.4,6,22.4
Livingston,2000,68673,1552,2260,88,128.1,1,1.5,3,4.4,4,5.8,80,116.5,1464,2131.8,230,334.9,1210,1762,24,34.9
Livingston,2001,64446,1642,2547.9,66,102.4,0,0,5,7.8,6,9.3,55,85.3,1576,2445.5,217,336.7,1336,2073.1,23,35.7
Livingston,2002,64942,1614,2485.3,79,121.6,0,0,7,10.8,6,9.2,66,101.6,1535,2363.6,197,303.3,1304,2007.9,34,52.4
Livingston,2003,64934,1773,2730.5,95,146.3,0,0,17,26.2,12,18.5,66,101.6,1678,2584.2,229,352.7,1414,2177.6,35,53.9
Livingston,2004,64783,1725,2662.7,86,132.8,1,1.5,19,29.3,13,20.1,53,81.8,1639,2530,210,324.2,1406,2170.3,23,35.5
Livingston,2005,64912,1902,2930.1,66,101.7,1,1.5,12,18.5,6,9.2,47,72.4,1836,2828.4,226,348.2,1580,2434.1,30,46.2
Livingston,2006,64377,1963,3049.2,92,142.9,1,1.6,29,45,4,6.2,58,90.1,1871,2906.3,195,302.9,1649,2561.5,27,41.9
Livingston,2007,63964,1561,2440.4,61,95.4,0,0,14,21.9,4,6.3,43,67.2,1500,2345.1,187,292.4,1286,2010.5,27,42.2
Livingston,2008,63029,1075,1705.6,72,114.2,0,0,14,22.2,4,6.3,54,85.7,1003,1591.3,164,260.2,824,1307.3,15,23.8
Livingston,2009,63003,998,1584.1,69,109.5,1,1.6,11,17.5,7,11.1,50,79.4,929,1474.5,125,198.4,785,1246,19,30.2
Livingston,2010,62020,1157,1865.5,47,75.8,2,3.2,10,16.1,5,8.1,30,48.4,1110,1789.7,145,233.8,957,1543.1,8,12.9
Livingston,2011,65687,1074,1635,44,67,1,1.5,10,15.2,1,1.5,32,48.7,1030,1568,153,232.9,859,1307.7,18,27.4
