"Data Source: DCJS, Uniform Crime Reporting File. Includes all reports received as of 8/7/2023.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
County/Region,Year,Population,Index Total Count,Index Total Rate,Violent Total Count,Violent Total Rate,Murder Count,Murder Rate,Rape Count,Rape Rate,Robbery Count,Robbery Rate,Agg Assault Count,Agg Assault Rate,Property Total Count,Property Total Rate,Burglary Count,Burglary Rate,Larceny Count,Larceny Rate,MV Theft Count,MV Theft Rate
Albany,2000,304521,14096,4628.9,1353,444.3,12,3.9,79,25.9,487,159.9,775,254.5,12743,4184.6,2489,817.3,9619,3158.7,635,208.5
Albany,2001,295107,13733,4653.6,1649,558.8,7,2.4,83,28.1,533,180.6,1026,347.7,12084,4094.8,2427,822.4,8889,3012.1,768,260.2
Albany,2002,297376,12784,4298.9,1706,573.7,10,3.4,78,26.2,547,183.9,1071,360.2,11078,3725.3,2180,733.1,8140,2737.3,758,254.9
Albany,2003,296677,11977,4037.1,1402,472.6,11,3.7,51,17.2,436,147,904,304.7,10575,3564.5,2068,697.1,7883,2657.1,624,210.3
Albany,2004,298419,12710,4259.1,1431,479.5,14,4.7,77,25.8,481,161.2,859,287.9,11279,3779.6,1991,667.2,8612,2885.9,676,226.5
Albany,2005,298859,12119,4055.1,1615,540.4,13,4.3,96,32.1,511,171,995,332.9,10504,3514.7,2044,683.9,7890,2640,570,190.7
Albany,2006,298210,11935,4002.2,1545,518.1,5,1.7,71,23.8,455,152.6,1014,340,10390,3484.1,1742,584.2,8204,2751.1,444,148.9
Albany,2007,297154,10584,3561.8,1468,494,5,1.7,75,25.2,437,147.1,951,320,9116,3067.8,1585,533.4,7104,2390.7,427,143.7
Albany,2008,299789,10750,3585.9,1356,452.3,10,3.3,73,24.4,454,151.4,819,273.2,9394,3133.5,1660,553.7,7403,2469.4,331,110.4
Albany,2009,298400,10613,3556.6,1289,432,12,4,59,19.8,400,134,818,274.1,9324,3124.7,1521,509.7,7451,2497,352,118
Albany,2010,295267,11037,3738,1182,400.3,3,1,61,20.7,367,124.3,751,254.3,9855,3337.7,1594,539.9,7906,2677.6,355,120.2
Albany,2011,305571,10727,3510.5,1166,381.6,7,2.3,47,15.4,396,129.6,716,234.3,9561,3128.9,1571,514.1,7739,2532.6,251,82.1
Albany,2012,305204,9974,3268,1011,331.3,6,2,67,22,312,102.2,626,205.1,8963,2936.7,1502,492.1,7200,2359.1,261,85.5
Albany,2013,306300,9456,3087.2,1005,328.1,9,2.9,47,15.3,293,95.7,656,214.2,8451,2759.1,1203,392.8,6998,2284.7,250,81.6
Albany,2014,308166,9186,2980.9,1003,325.5,14,4.5,46,14.9,316,102.5,627,203.5,8183,2655.4,1129,366.4,6821,2213.4,233,75.6
Albany,2015,308613,8644,2800.9,1041,337.3,6,1.9,95,30.8,289,93.6,651,210.9,7603,2463.6,940,304.6,6442,2087.4,221,71.6
Albany,2016,308401,8766,2842.4,1099,356.4,5,1.6,107,34.7,293,95,694,225,7667,2486,899,291.5,6552,2124.5,216,70
Albany,2017,310352,8792,2832.9,1162,374.4,8,2.6,116,37.4,313,100.9,725,233.6,7630,2458.5,788,253.9,6615,2131.5,227,73.1
Albany,2018,304591,8346,2740.1,1097,360.2,15,4.9,119,39.1,258,84.7,705,231.5,7249,2379.9,744,244.3,6277,2060.8,228,74.9
Albany,2019,305810,8004,2617.3,997,326,8,2.6,129,42.2,233,76.2,627,205,7007,2291.3,747,244.3,6015,1966.9,245,80.1
Albany,2020,303723,7404,2437.7,1097,361.2,17,5.6,108,35.6,214,70.5,758,249.6,6307,2076.6,716,235.7,5162,1699.6,429,141.2
Albany,2021,311537,7861,2523.3,1131,363,20,6.4,107,34.3,208,66.8,796,255.5,6730,2160.3,669,214.7,5561,1785,500,160.5
Albany,2022,315477,9717,3080.1,1253,397.2,17,5.4,131,41.5,305,96.7,800,253.6,8464,2682.9,897,284.3,6795,2153.9,772,244.7
Allegany,2000,52720,964,1828.5,143,271.2,3,5.7,9,17.1,1,1.9,130,246.6,821,1557.3,250,474.2,555,1052.7,16,30.3
Allegany,2001,50019,900,1799.3,143,285.9,0,0,6,12,1,2,136,271.9,757,1513.4,194,387.9,543,1085.6,20,40
Allegany,2002,50404,862,1710.2,116,230.1,0,0,13,25.8,1,2,102,202.4,746,1480,199,394.8,544,1079.3,3,6
Allegany,2003,50266,846,1683,100,198.9,1,2,12,23.9,4,8,83,165.1,746,1484.1,178,354.1,549,1092.2,19,37.8
Allegany,2004,50659,943,1861.5,97,191.5,0,0,19,37.5,2,3.9,76,150,846,1670,202,398.7,613,1210.1,31,61.2
Allegany,2005,50647,1069,2110.7,134,264.6,0,0,37,73.1,5,9.9,92,181.6,935,1846.1,234,462,680,1342.6,21,41.5
Allegany,2006,50737,839,1653.6,119,234.5,2,3.9,13,25.6,3,5.9,101,199.1,720,1419.1,149,293.7,555,1093.9,16,31.5
Allegany,2007,50178,710,1415,86,171.4,1,2,10,19.9,2,4,73,145.5,624,1243.6,195,388.6,413,823.1,16,31.9
Allegany,2008,49594,651,1312.7,91,183.5,0,0,10,20.2,4,8.1,77,155.3,560,1129.2,174,350.8,368,742,18,36.3
Allegany,2009,49605,776,1564.4,129,260.1,0,0,45,90.7,4,8.1,80,161.3,647,1304.3,204,411.2,426,858.8,17,34.3
Allegany,2010,48531,841,1732.9,89,183.4,0,0,11,22.7,6,12.4,72,148.4,752,1549.5,161,331.7,577,1188.9,14,28.8
Allegany,2011,49166,895,1820.4,64,130.2,0,0,13,26.4,4,8.1,47,95.6,831,1690.2,190,386.4,621,1263.1,20,40.7
Allegany,2012,49041,859,1751.6,65,132.5,2,4.1,9,18.4,2,4.1,52,106,794,1619.1,211,430.3,564,1150.1,19,38.7
Allegany,2013,48220,796,1650.8,54,112,0,0,9,18.7,4,8.3,41,85,742,1538.8,194,402.3,534,1107.4,14,29
Allegany,2014,47972,615,1282,68,141.7,2,4.2,9,18.8,3,6.3,54,112.6,547,1140.2,136,283.5,396,825.5,15,31.3
Allegany,2015,47336,579,1223.2,57,120.4,0,0,28,59.2,0,0,29,61.3,522,1102.8,95,200.7,412,870.4,15,31.7
Allegany,2016,46858,572,1220.7,81,172.9,0,0,36,76.8,0,0,45,96,491,1047.8,121,258.2,348,742.7,22,47
Allegany,2017,46878,509,1085.8,80,170.7,2,4.3,34,72.5,3,6.4,41,87.5,429,915.1,80,170.7,335,714.6,14,29.9
Allegany,2018,45732,458,1001.5,75,164,1,2.2,29,63.4,4,8.7,41,89.7,383,837.5,86,188.1,284,621,13,28.4
Allegany,2019,45870,457,996.3,61,133,0,0,30,65.4,1,2.2,30,65.4,396,863.3,97,211.5,273,595.2,26,56.7
Allegany,2020,45491,402,883.7,73,160.5,3,6.6,38,83.5,3,6.6,29,63.7,329,723.2,86,189,215,472.6,28,61.6
Allegany,2021,46443,386,831.1,92,198.1,1,2.2,43,92.6,2,4.3,46,99,294,633,56,120.6,207,445.7,31,66.7
Allegany,2022,46186,402,870.4,100,216.5,0,0,35,75.8,7,15.2,58,125.6,302,653.9,61,132.1,221,478.5,20,43.3
Bronx,2000,1270428,49537,3899.2,16482,1297.4,190,15,400,31.5,6123,482,9769,769,33055,2601.9,7312,575.6,19101,1503.5,6642,522.8
Bronx,2001,1315775,46367,3523.9,14793,1124.3,191,14.5,404,30.7,5288,401.9,8910,677.2,31574,2399.7,5702,433.4,20303,1543,5569,423.2
Bronx,2002,1325890,44035,3321.2,14112,1064.3,172,13,443,33.4,5215,393.3,8282,624.6,29923,2256.8,5057,381.4,19585,1477.1,5281,398.3
Bronx,2003,1352377,43071,3184.8,13381,989.4,136,10.1,407,30.1,5170,382.3,7668,567,29690,2195.4,5027,371.7,19851,1467.9,4812,355.8
Bronx,2004,1369123,40939,2990.2,12797,934.7,125,9.1,290,21.2,5076,370.7,7306,533.6,28142,2055.5,4708,343.9,18904,1380.7,4530,330.9
Bronx,2005,1355320,39024,2879.3,12325,909.4,129,9.5,267,19.7,5057,373.1,6872,507,26699,1969.9,4082,301.2,18487,1364,4130,304.7
Bronx,2006,1363555,36655,2688.2,11922,874.3,155,11.4,247,18.1,4882,358,6638,486.8,24733,1813.9,3776,276.9,17526,1285.3,3431,251.6
Bronx,2007,1364553,36053,2642.1,11689,856.6,130,9.5,181,13.3,4613,338.1,6765,495.8,24364,1785.5,3756,275.3,17617,1291,2991,219.2
Bronx,2008,1385371,35284,2546.9,11345,818.9,132,9.5,191,13.8,4793,346,6229,449.6,23939,1728,3408,246,17608,1271,2923,211
Bronx,2009,1398093,33755,2414.4,11242,804.1,113,8.1,163,11.7,4132,295.5,6834,488.8,22513,1610.3,3563,254.8,16525,1182,2425,173.5
Bronx,2010,1387983,34008,2450.2,12070,869.6,127,9.1,191,13.8,4647,334.8,7105,511.9,21938,1580.6,3223,232.2,16552,1192.5,2163,155.8
Bronx,2011,1391333,35130,2524.9,12267,881.7,148,10.6,204,14.7,4580,329.2,7335,527.2,22863,1643.2,3395,244,17358,1247.6,2110,151.7
Bronx,2012,1404471,35962,2560.5,12801,911.4,114,8.1,220,15.7,4731,336.9,7736,550.8,23161,1649.1,3058,217.7,18454,1313.9,1649,117.4
Bronx,2013,1427341,36280,2541.8,13020,912.2,83,5.8,189,13.2,4456,312.2,8292,580.9,23260,1629.6,2795,195.8,19016,1332.3,1449,101.5
Bronx,2014,1440569,36030,2501.1,12713,882.5,95,6.6,242,16.8,4004,277.9,8372,581.2,23317,1618.6,2739,190.1,19104,1326.1,1474,102.3
Bronx,2015,1448285,36299,2506.3,13409,925.9,91,6.3,556,38.4,4386,302.8,8376,578.3,22890,1580.5,2530,174.7,18767,1295.8,1593,110
Bronx,2016,1458255,36834,2525.9,13817,947.5,98,6.7,615,42.2,4297,294.7,8807,603.9,23017,1578.4,2459,168.6,19191,1316,1367,93.7
Bronx,2017,1470074,35507,2415.3,12534,852.6,72,4.9,551,37.5,3570,242.8,8341,567.4,22973,1562.7,2108,143.4,19509,1327.1,1356,92.2
Bronx,2018,1454179,35355,2431.3,12514,860.6,91,6.3,662,45.5,3213,220.9,8548,587.8,22841,1570.7,2095,144.1,19434,1336.4,1312,90.2
Bronx,2019,1426931,35255,2470.7,13157,922,84,5.9,645,45.2,3530,247.4,8898,623.6,22098,1548.6,1750,122.6,19081,1337.2,1267,88.8
Bronx,2020,1413534,36217,2562.2,13129,928.8,111,7.9,523,37,3519,249,8976,635,23088,1633.4,2230,157.8,18728,1324.9,2130,150.7
Bronx,2021,1426273,38311,2686.1,14819,1039,148,10.4,619,43.4,4048,283.8,10004,701.4,23492,1647.1,1925,135,18432,1292.3,3135,219.8
Bronx,2022,1363503,48270,3540.1,17592,1290.2,131,9.6,666,48.8,5166,378.9,11629,852.9,30678,2249.9,2582,189.4,24044,1763.4,4052,297.2
Broome,2000,203614,6043,2967.9,420,206.3,1,0.5,44,21.6,103,50.6,272,133.6,5623,2761.6,791,388.5,4695,2305.8,137,67.3
Broome,2001,200905,5830,2901.9,443,220.5,3,1.5,59,29.4,93,46.3,288,143.4,5387,2681.4,772,384.3,4458,2219,157,78.1
Broome,2002,202449,6288,3106,468,231.2,9,4.4,56,27.7,128,63.2,275,135.8,5820,2874.8,767,378.9,4872,2406.5,181,89.4
Broome,2003,200665,6062,3021,407,202.8,3,1.5,51,25.4,122,60.8,231,115.1,5655,2818.1,694,345.9,4818,2401,143,71.3
Broome,2004,199744,5909,2958.3,328,164.2,2,1,52,26,89,44.6,185,92.6,5581,2794.1,712,356.5,4720,2363,149,74.6
Broome,2005,197979,6129,3095.8,409,206.6,6,3,58,29.3,99,50,246,124.3,5720,2889.2,751,379.3,4865,2457.3,104,52.5
Broome,2006,197474,6625,3354.9,504,255.2,6,3,64,32.4,116,58.7,318,161,6121,3099.6,869,440.1,5124,2594.8,128,64.8
Broome,2007,195161,6023,3086.2,459,235.2,4,2,65,33.3,109,55.9,281,144,5564,2851,752,385.3,4693,2404.7,119,61
Broome,2008,195377,6863,3512.7,555,284.1,2,1,76,38.9,130,66.5,347,177.6,6308,3228.6,960,491.4,5221,2672.3,127,65
Broome,2009,194381,6171,3174.7,458,235.6,20,10.3,42,21.6,94,48.4,302,155.4,5713,2939.1,826,424.9,4781,2459.6,106,54.5
Broome,2010,191892,6207,3234.6,499,260,7,3.6,45,23.5,116,60.5,331,172.5,5708,2974.6,974,507.6,4646,2421.2,88,45.9
Broome,2011,201502,6643,3296.7,521,258.6,3,1.5,56,27.8,126,62.5,336,166.7,6122,3038.2,1066,529,4940,2451.6,116,57.6
Broome,2012,200105,6897,3446.7,604,301.8,7,3.5,59,29.5,133,66.5,405,202.4,6293,3144.8,1253,626.2,4899,2448.2,141,70.5
Broome,2013,197527,6706,3395,512,259.2,8,4.1,51,25.8,153,77.5,300,151.9,6194,3135.8,1162,588.3,4903,2482.2,129,65.3
Broome,2014,197126,6318,3205.1,496,251.6,4,2,46,23.3,130,65.9,316,160.3,5822,2953.4,879,445.9,4807,2438.5,136,69
Broome,2015,196201,6459,3292,623,317.5,7,3.6,154,78.5,148,75.4,314,160,5836,2974.5,932,475,4791,2441.9,113,57.6
Broome,2016,194518,5424,2788.4,640,329,5,2.6,128,65.8,142,73,365,187.6,4784,2459.4,993,510.5,3602,1851.8,189,97.2
Broome,2017,194923,5584,2864.7,697,357.6,4,2.1,150,77,138,70.8,405,207.8,4887,2507.1,790,405.3,3952,2027.5,145,74.4
Broome,2018,189067,5134,2715.4,602,318.4,8,4.2,126,66.6,110,58.2,358,189.4,4532,2397,753,398.3,3633,1921.5,146,77.2
Broome,2019,189538,5173,2729.3,623,328.7,3,1.6,138,72.8,101,53.3,381,201,4550,2400.6,730,385.1,3677,1940,143,75.4
Broome,2020,188206,5181,2752.8,660,350.7,5,2.7,126,66.9,78,41.4,451,239.6,4521,2402.2,669,355.5,3635,1931.4,217,115.3
Broome,2021,193265,4648,2405,651,336.8,5,2.6,132,68.3,84,43.5,430,222.5,3997,2068.1,631,326.5,3182,1646.4,184,95.2
Broome,2022,197764,5148,2603.1,639,323.1,4,2,122,61.7,72,36.4,441,223,4509,2280,629,318.1,3648,1844.6,232,117.3
Cattaraugus,2000,88097,1881,2135.1,194,220.2,1,1.1,16,18.2,15,17,162,183.9,1687,1914.9,348,395,1297,1472.2,42,47.7
Cattaraugus,2001,84109,1897,2255.4,190,225.9,1,1.2,20,23.8,9,10.7,160,190.2,1707,2029.5,315,374.5,1330,1581.3,62,73.7
Cattaraugus,2002,84756,2102,2480.1,215,253.7,1,1.2,24,28.3,17,20.1,173,204.1,1887,2226.4,364,429.5,1472,1736.8,51,60.2
Cattaraugus,2003,83411,2325,2787.4,205,245.8,1,1.2,22,26.4,14,16.8,168,201.4,2120,2541.6,443,531.1,1638,1963.8,39,46.8
Cattaraugus,2004,83515,2481,2970.7,211,252.6,3,3.6,21,25.1,12,14.4,175,209.5,2270,2718.1,372,445.4,1850,2215.2,48,57.5
Cattaraugus,2005,83298,2394,2874,200,240.1,1,1.2,34,40.8,8,9.6,157,188.5,2194,2633.9,412,494.6,1718,2062.5,64,76.8
Cattaraugus,2006,80814,2239,2770.6,165,204.2,0,0,21,26,16,19.8,128,158.4,2074,2566.4,441,545.7,1584,1960.1,49,60.6
Cattaraugus,2007,79103,2114,2672.5,149,188.4,2,2.5,14,17.7,24,30.3,109,137.8,1965,2484.1,440,556.2,1465,1852,60,75.9
Cattaraugus,2008,77775,1930,2481.5,215,276.4,2,2.6,24,30.9,20,25.7,169,217.3,1715,2205.1,383,492.4,1280,1645.8,52,66.9
Cattaraugus,2009,77397,1855,2396.7,184,237.7,1,1.3,25,32.3,13,16.8,145,187.3,1671,2159,309,399.2,1324,1710.7,38,49.1
Cattaraugus,2010,76602,2019,2635.7,181,236.3,1,1.3,22,28.7,15,19.6,143,186.7,1838,2399.4,431,562.6,1365,1781.9,42,54.8
Cattaraugus,2011,78771,1925,2443.8,162,205.7,1,1.3,16,20.3,17,21.6,128,162.5,1763,2238.1,360,457,1368,1736.7,35,44.4
Cattaraugus,2012,78364,2087,2663.2,149,190.1,1,1.3,20,25.5,17,21.7,111,141.6,1938,2473.1,432,551.3,1470,1875.9,36,45.9
Cattaraugus,2013,77430,1771,2287.2,115,148.5,0,0,13,16.8,11,14.2,91,117.5,1656,2138.7,309,399.1,1285,1659.6,62,80.1
Cattaraugus,2014,76828,1447,1883.4,133,173.1,3,3.9,17,22.1,8,10.4,105,136.7,1314,1710.3,261,339.7,1002,1304.2,51,66.4
Cattaraugus,2015,76211,1299,1704.5,125,164,1,1.3,53,69.5,9,11.8,62,81.4,1174,1540.5,214,280.8,926,1215,34,44.6
Cattaraugus,2016,75126,1262,1679.8,138,183.7,0,0,56,74.5,8,10.6,74,98.5,1124,1496.2,204,271.5,874,1163.4,46,61.2
Cattaraugus,2017,75611,1178,1558,130,171.9,2,2.6,48,63.5,12,15.9,68,89.9,1048,1386,190,251.3,825,1091.1,33,43.6
Cattaraugus,2018,73692,1105,1499.5,122,165.6,2,2.7,36,48.9,8,10.9,76,103.1,983,1333.9,150,203.5,787,1068,46,62.4
Cattaraugus,2019,74208,938,1264,151,203.5,0,0,34,45.8,8,10.8,109,146.9,787,1060.5,123,165.8,616,830.1,48,64.7
Cattaraugus,2020,73437,876,1192.9,126,171.6,1,1.4,38,51.7,6,8.2,81,110.3,750,1021.3,138,187.9,555,755.7,57,77.6
Cattaraugus,2021,75671,1066,1408.7,151,199.5,1,1.3,30,39.6,10,13.2,110,145.4,915,1209.2,130,171.8,716,946.2,69,91.2
Cattaraugus,2022,74800,1310,1751.3,184,246,0,0,37,49.5,18,24.1,129,172.5,1126,1505.3,139,185.8,916,1224.6,71,94.9
Cayuga,2000,85205,1899,2228.7,175,205.4,0,0,9,10.6,28,32.9,138,162,1724,2023.4,311,365,1375,1613.8,38,44.6
Cayuga,2001,82114,1906,2321.2,177,215.6,1,1.2,15,18.3,19,23.1,142,172.9,1729,2105.6,306,372.7,1380,1680.6,43,52.4
Cayuga,2002,82745,1844,2228.5,165,199.4,2,2.4,19,23,21,25.4,123,148.6,1679,2029.1,342,413.3,1312,1585.6,25,30.2
Cayuga,2003,81701,1813,2219.1,186,227.7,1,1.2,32,39.2,18,22,135,165.2,1627,1991.4,340,416.2,1261,1543.4,26,31.8
Cayuga,2004,81883,1770,2161.6,131,160,2,2.4,14,17.1,20,24.4,95,116,1639,2001.6,318,388.4,1291,1576.6,30,36.6
Cayuga,2005,82033,1848,2252.8,138,168.2,2,2.4,24,29.3,23,28,89,108.5,1710,2084.5,366,446.2,1322,1611.5,22,26.8
Cayuga,2006,81672,1960,2399.8,176,215.5,0,0,14,17.1,25,30.6,137,167.7,1784,2184.3,352,431,1388,1699.5,44,53.9
Cayuga,2007,80918,1847,2282.6,172,212.6,1,1.2,21,26,22,27.2,128,158.2,1675,2070,294,363.3,1340,1656,41,50.7
Cayuga,2008,79812,1853,2321.7,147,184.2,0,0,14,17.5,16,20,117,146.6,1706,2137.5,359,449.8,1323,1657.6,24,30.1
Cayuga,2009,79569,1660,2086.2,186,233.8,2,2.5,23,28.9,28,35.2,133,167.2,1474,1852.5,325,408.5,1126,1415.1,23,28.9
Cayuga,2010,78400,1765,2251.3,158,201.5,0,0,13,16.6,14,17.9,131,167.1,1607,2049.7,305,389,1276,1627.6,26,33.2
Cayuga,2011,80386,1717,2135.9,182,226.4,3,3.7,31,38.6,17,21.1,131,163,1535,1909.5,306,380.7,1195,1486.6,34,42.3
Cayuga,2012,80168,1808,2255.3,141,175.9,1,1.2,13,16.2,21,26.2,106,132.2,1667,2079.4,305,380.5,1316,1641.6,46,57.4
Cayuga,2013,79520,1517,1907.7,128,161,2,2.5,26,32.7,23,28.9,77,96.8,1389,1746.7,269,338.3,1109,1394.6,11,13.8
Cayuga,2014,79512,1556,1956.9,138,173.6,0,0,23,28.9,15,18.9,100,125.8,1418,1783.4,232,291.8,1151,1447.6,35,44
Cayuga,2015,78420,1553,1980.4,196,249.9,0,0,67,85.4,14,17.9,115,146.6,1357,1730.4,224,285.6,1099,1401.4,34,43.4
Cayuga,2016,77462,1428,1843.5,184,237.5,1,1.3,64,82.6,17,21.9,102,131.7,1244,1605.9,241,311.1,972,1254.8,31,40
Cayuga,2017,77712,1371,1764.2,248,319.1,1,1.3,81,104.2,23,29.6,143,184,1123,1445.1,190,244.5,908,1168.4,25,32.2
Cayuga,2018,75834,1238,1632.5,197,259.8,0,0,47,62,30,39.6,120,158.2,1041,1372.7,135,178,862,1136.7,44,58
Cayuga,2019,76385,1218,1594.6,156,204.2,1,1.3,62,81.2,14,18.3,79,103.4,1062,1390.3,128,167.6,896,1173,38,49.7
Cayuga,2020,75732,1300,1716.6,215,283.9,2,2.6,70,92.4,19,25.1,124,163.7,1085,1432.7,167,220.5,856,1130.3,62,81.9
Cayuga,2021,77627,1033,1330.7,166,213.8,3,3.9,64,82.4,12,15.5,87,112.1,867,1116.9,119,153.3,699,900.5,49,63.1
Cayuga,2022,76236,974,1277.6,118,154.8,3,3.9,40,52.5,13,17.1,62,81.3,856,1122.8,107,140.4,695,911.6,54,70.8
Chautauqua,2000,143321,3946,2753.3,287,200.2,3,2.1,37,25.8,37,25.8,210,146.5,3659,2553,773,539.3,2765,1929.2,121,84.4
Chautauqua,2001,140007,3631,2593.4,350,250,4,2.9,44,31.4,58,41.4,244,174.3,3281,2343.5,640,457.1,2518,1798.5,123,87.9
Chautauqua,2002,141084,3575,2534,339,240.3,2,1.4,30,21.3,58,41.1,249,176.5,3236,2293.7,659,467.1,2447,1734.4,130,92.1
Chautauqua,2003,138567,3966,2862.2,347,250.4,2,1.4,35,25.3,73,52.7,237,171,3619,2611.7,715,516,2754,1987.5,150,108.3
Chautauqua,2004,137910,3804,2758.3,347,251.6,1,0.7,42,30.5,71,51.5,233,169,3457,2506.7,749,543.1,2601,1886,107,77.6
Chautauqua,2005,137464,4003,2912,390,283.7,3,2.2,40,29.1,76,55.3,271,197.1,3613,2628.3,813,591.4,2693,1959.1,107,77.8
Chautauqua,2006,136774,3652,2670.1,330,241.3,2,1.5,45,32.9,60,43.9,223,163,3322,2428.8,761,556.4,2456,1795.7,105,76.8
Chautauqua,2007,134387,3805,2831.4,341,253.7,1,0.7,50,37.2,48,35.7,242,180.1,3464,2577.6,819,609.4,2540,1890.1,105,78.1
Chautauqua,2008,133217,3734,2802.9,320,240.2,6,4.5,39,29.3,55,41.3,220,165.1,3414,2562.7,836,627.5,2490,1869.1,88,66.1
Chautauqua,2009,133112,3597,2702.2,256,192.3,2,1.5,35,26.3,45,33.8,174,130.7,3341,2509.9,667,501.1,2613,1963,61,45.8
Chautauqua,2010,131411,3865,2941.2,312,237.4,2,1.5,42,32,65,49.5,203,154.5,3553,2703.7,828,630.1,2640,2009,85,64.7
Chautauqua,2011,135511,3687,2720.8,303,223.6,1,0.7,34,25.1,66,48.7,202,149.1,3384,2497.2,862,636.1,2435,1796.9,87,64.2
Chautauqua,2012,135093,3848,2848.4,309,228.7,2,1.5,31,22.9,60,44.4,216,159.9,3539,2619.7,818,605.5,2634,1949.8,87,64.4
Chautauqua,2013,133288,3637,2728.7,274,205.6,2,1.5,30,22.5,65,48.8,177,132.8,3363,2523.1,776,582.2,2540,1905.6,47,35.3
Chautauqua,2014,132852,3535,2660.9,296,222.8,3,2.3,32,24.1,66,49.7,195,146.8,3239,2438.1,740,557,2400,1806.5,99,74.5
Chautauqua,2015,131108,3310,2524.6,354,270,3,2.3,73,55.7,78,59.5,200,152.5,2956,2254.6,644,491.2,2214,1688.7,98,74.7
Chautauqua,2016,129139,3328,2577.1,356,275.7,4,3.1,84,65,65,50.3,203,157.2,2972,2301.4,727,563,2140,1657.1,105,81.3
Chautauqua,2017,128942,2791,2164.5,348,269.9,4,3.1,66,51.2,57,44.2,221,171.4,2443,1894.7,513,397.9,1848,1433.2,82,63.6
Chautauqua,2018,125852,2654,2108.8,359,285.3,2,1.6,95,75.5,53,42.1,209,166.1,2295,1823.6,475,377.4,1743,1385,77,61.2
Chautauqua,2019,126417,2796,2211.7,305,241.3,2,1.6,70,55.4,33,26.1,200,158.2,2491,1970.5,541,427.9,1877,1484.8,73,57.7
Chautauqua,2020,125262,2941,2347.9,400,319.3,1,0.8,83,66.3,36,28.7,280,223.5,2541,2028.5,543,433.5,1920,1532.8,78,62.3
Chautauqua,2021,128462,2571,2001.4,367,285.7,3,2.3,70,54.5,54,42,240,186.8,2204,1715.7,488,379.9,1619,1260.3,97,75.5
Chautauqua,2022,127143,2687,2113.4,351,276.1,3,2.4,70,55.1,32,25.2,246,193.5,2336,1837.3,453,356.3,1755,1380.3,128,100.7
Chemung,2000,95670,2861,2990.5,271,283.3,1,1,26,27.2,38,39.7,206,215.3,2590,2707.2,426,445.3,2125,2221.2,39,40.8
Chemung,2001,91238,2814,3084.2,251,275.1,0,0,24,26.3,34,37.3,193,211.5,2563,2809.1,375,411,2146,2352.1,42,46
Chemung,2002,91939,3035,3301.1,308,335,2,2.2,33,35.9,43,46.8,230,250.2,2727,2966.1,398,432.9,2269,2467.9,60,65.3
Chemung,2003,90768,2916,3212.6,277,305.2,3,3.3,43,47.4,51,56.2,180,198.3,2639,2907.4,412,453.9,2146,2364.3,81,89.2
Chemung,2004,90587,3070,3389,253,279.3,2,2.2,36,39.7,54,59.6,161,177.7,2817,3109.7,429,473.6,2316,2556.7,72,79.5
Chemung,2005,90113,2813,3121.6,211,234.2,5,5.5,28,31.1,46,51,132,146.5,2602,2887.5,420,466.1,2117,2349.3,65,72.1
Chemung,2006,89752,2580,2874.6,193,215,2,2.2,20,22.3,56,62.4,115,128.1,2387,2659.6,422,470.2,1902,2119.2,63,70.2
Chemung,2007,88057,2606,2959.4,224,254.4,3,3.4,14,15.9,37,42,170,193.1,2382,2705.1,406,461.1,1906,2164.5,70,79.5
Chemung,2008,87619,2337,2667.2,204,232.8,4,4.6,18,20.5,37,42.2,145,165.5,2133,2434.4,441,503.3,1653,1886.6,39,44.5
Chemung,2009,87431,2126,2431.6,161,184.1,4,4.6,13,14.9,29,33.2,115,131.5,1965,2247.5,385,440.3,1535,1755.7,45,51.5
Chemung,2010,87073,2080,2388.8,203,233.1,4,4.6,11,12.6,39,44.8,149,171.1,1877,2155.7,399,458.2,1431,1643.4,47,54
Chemung,2011,89229,2278,2553,177,198.4,1,1.1,13,14.6,28,31.4,135,151.3,2101,2354.6,407,456.1,1653,1852.5,41,45.9
Chemung,2012,89320,2434,2725,222,248.5,4,4.5,2,2.2,46,51.5,170,190.3,2212,2476.5,398,445.6,1768,1979.4,46,51.5
Chemung,2013,89040,2201,2471.9,151,169.6,0,0,7,7.9,37,41.6,107,120.2,2050,2302.3,351,394.2,1672,1877.8,27,30.3
Chemung,2014,88535,2136,2412.6,151,170.6,1,1.1,11,12.4,33,37.3,106,119.7,1985,2242.1,343,387.4,1597,1803.8,45,50.8
Chemung,2015,87307,1903,2179.7,159,182.1,2,2.3,27,30.9,42,48.1,88,100.8,1744,1997.5,275,315,1429,1636.8,40,45.8
Chemung,2016,86124,2064,2396.5,172,199.7,3,3.5,28,32.5,38,44.1,103,119.6,1892,2196.8,270,313.5,1577,1831.1,45,52.3
Chemung,2017,86084,1567,1820.3,143,166.1,4,4.6,28,32.5,32,37.2,79,91.8,1424,1654.2,185,214.9,1205,1399.8,34,39.5
