County/Region,Year,Population,Index Total Count,Index Total Rate,Violent Total Count,Violent Total Rate,Murder Count,Murder Rate,Rape Count,Rape Rate,Robbery Count,Robbery Rate,Agg Assault Count,Agg Assault Rate,Property Total Count,Property Total Rate,Burglary Count,Burglary Rate,Larceny Count,Larceny Rate,MV Theft Count,MV Theft Rate,State,Average Value
Cayuga,2010,78400.0,1765.0,2251.3,158.0,201.5,0.0,0.0,13.0,16.6,14.0,17.9,131.0,167.1,1607.0,2049.7,305.0,389.0,1276.0,1627.6,26.0,33.2,NY,109168.69889090909
Cayuga,2011,80386.0,1717.0,2135.9,182.0,226.4,3.0,3.7,31.0,38.6,17.0,21.1,131.0,163.0,1535.0,1909.5,306.0,380.7,1195.0,1486.6,34.0,42.3,NY,107160.12162727272
Cayuga,2012,80168.0,1808.0,2255.3,141.0,175.9,1.0,1.2,13.0,16.2,21.0,26.2,106.0,132.2,1667.0,2079.4,305.0,380.5,1316.0,1641.6,46.0,57.4,NY,108630.4003
Cayuga,2013,79520.0,1517.0,1907.7,128.0,161.0,2.0,2.5,26.0,32.7,23.0,28.9,77.0,96.8,1389.0,1746.7,269.0,338.3,1109.0,1394.6,11.0,13.8,NY,112349.94574545456
Cayuga,2014,79512.0,1556.0,1956.9,138.0,173.6,0.0,0.0,23.0,28.9,15.0,18.9,100.0,125.8,1418.0,1783.4,232.0,291.8,1151.0,1447.6,35.0,44.0,NY,114820.90411818182
Cayuga,2015,78420.0,1553.0,1980.4,196.0,249.9,0.0,0.0,67.0,85.4,14.0,17.9,115.0,146.6,1357.0,1730.4,224.0,285.6,1099.0,1401.4,34.0,43.4,NY,117226.5336909091
Cayuga,2016,77462.0,1428.0,1843.5,184.0,237.5,1.0,1.3,64.0,82.6,17.0,21.9,102.0,131.7,1244.0,1605.9,241.0,311.1,972.0,1254.8,31.0,40.0,NY,118776.159575
Cayuga,2017,77712.0,1371.0,1764.2,248.0,319.1,1.0,1.3,81.0,104.2,23.0,29.6,143.0,184.0,1123.0,1445.1,190.0,244.5,908.0,1168.4,25.0,32.2,NY,122615.08979090909
Cayuga,2018,75834.0,1238.0,1632.5,197.0,259.8,0.0,0.0,47.0,62.0,30.0,39.6,120.0,158.2,1041.0,1372.7,135.0,178.0,862.0,1136.7,44.0,58.0,NY,127733.31806363635
Cayuga,2019,76385.0,1218.0,1594.6,156.0,204.2,1.0,1.3,62.0,81.2,14.0,18.3,79.0,103.4,1062.0,1390.3,128.0,167.6,896.0,1173.0,38.0,49.7,NY,130967.20186363636
Cayuga,2020,75732.0,1300.0,1716.6,215.0,283.9,2.0,2.6,70.0,92.4,19.0,25.1,124.0,163.7,1085.0,1432.7,167.0,220.5,856.0,1130.3,62.0,81.9,NY,139848.62882500002
Cayuga,2021,77627.0,1033.0,1330.7,166.0,213.8,3.0,3.9,64.0,82.4,12.0,15.5,87.0,112.1,867.0,1116.9,119.0,153.3,699.0,900.5,49.0,63.1,NY,161129.1971818182
Cayuga,2022,76236.0,974.0,1277.6,118.0,154.8,3.0,3.9,40.0,52.5,13.0,17.1,62.0,81.3,856.0,1122.8,107.0,140.4,695.0,911.6,54.0,70.8,NY,175582.06000909096
Chautauqua,2000,143321.0,3946.0,2753.3,287.0,200.2,3.0,2.1,37.0,25.8,37.0,25.8,210.0,146.5,3659.0,2553.0,773.0,539.3,2765.0,1929.2,121.0,84.4,NY,57201.75807
Chautauqua,2001,140007.0,3631.0,2593.4,350.0,250.0,4.0,2.9,44.0,31.4,58.0,41.4,244.0,174.3,3281.0,2343.5,640.0,457.1,2518.0,1798.5,123.0,87.9,NY,60349.47183818181
Chautauqua,2002,141084.0,3575.0,2534.0,339.0,240.3,2.0,1.4,30.0,21.3,58.0,41.1,249.0,176.5,3236.0,2293.7,659.0,467.1,2447.0,1734.4,130.0,92.1,NY,61611.77703363637
Chautauqua,2003,138567.0,3966.0,2862.2,347.0,250.4,2.0,1.4,35.0,25.3,73.0,52.7,237.0,171.0,3619.0,2611.7,715.0,516.0,2754.0,1987.5,150.0,108.3,NY,63686.80885818182
Chautauqua,2004,137910.0,3804.0,2758.3,347.0,251.6,1.0,0.7,42.0,30.5,71.0,51.5,233.0,169.0,3457.0,2506.7,749.0,543.1,2601.0,1886.0,107.0,77.6,NY,67672.05222416666
Chautauqua,2005,137464.0,4003.0,2912.0,390.0,283.7,3.0,2.2,40.0,29.1,76.0,55.3,271.0,197.1,3613.0,2628.3,813.0,591.4,2693.0,1959.1,107.0,77.8,NY,71365.38200909091
Chautauqua,2006,136774.0,3652.0,2670.1,330.0,241.3,2.0,1.5,45.0,32.9,60.0,43.9,223.0,163.0,3322.0,2428.8,761.0,556.4,2456.0,1795.7,105.0,76.8,NY,73930.69740818182
Chautauqua,2007,134387.0,3805.0,2831.4,341.0,253.7,1.0,0.7,50.0,37.2,48.0,35.7,242.0,180.1,3464.0,2577.6,819.0,609.4,2540.0,1890.1,105.0,78.1,NY,76349.39807363636
Chautauqua,2008,133217.0,3734.0,2802.9,320.0,240.2,6.0,4.5,39.0,29.3,55.0,41.3,220.0,165.1,3414.0,2562.7,836.0,627.5,2490.0,1869.1,88.0,66.1,NY,78841.70223499999
Chautauqua,2009,133112.0,3597.0,2702.2,256.0,192.3,2.0,1.5,35.0,26.3,45.0,33.8,174.0,130.7,3341.0,2509.9,667.0,501.1,2613.0,1963.0,61.0,45.8,NY,80184.16999181818
Chautauqua,2010,131411.0,3865.0,2941.2,312.0,237.4,2.0,1.5,42.0,32.0,65.0,49.5,203.0,154.5,3553.0,2703.7,828.0,630.1,2640.0,2009.0,85.0,64.7,NY,80207.83755636364
Chautauqua,2011,135511.0,3687.0,2720.8,303.0,223.6,1.0,0.7,34.0,25.1,66.0,48.7,202.0,149.1,3384.0,2497.2,862.0,636.1,2435.0,1796.9,87.0,64.2,NY,80085.62202636365
Chautauqua,2012,135093.0,3848.0,2848.4,309.0,228.7,2.0,1.5,31.0,22.9,60.0,44.4,216.0,159.9,3539.0,2619.7,818.0,605.5,2634.0,1949.8,87.0,64.4,NY,80917.00336583331
Chautauqua,2013,133288.0,3637.0,2728.7,274.0,205.6,2.0,1.5,30.0,22.5,65.0,48.8,177.0,132.8,3363.0,2523.1,776.0,582.2,2540.0,1905.6,47.0,35.3,NY,82141.2505009091
Chautauqua,2014,132852.0,3535.0,2660.9,296.0,222.8,3.0,2.3,32.0,24.1,66.0,49.7,195.0,146.8,3239.0,2438.1,740.0,557.0,2400.0,1806.5,99.0,74.5,NY,82779.65649636363
Chautauqua,2015,131108.0,3310.0,2524.6,354.0,270.0,3.0,2.3,73.0,55.7,78.0,59.5,200.0,152.5,2956.0,2254.6,644.0,491.2,2214.0,1688.7,98.0,74.7,NY,83688.93277545455
Chautauqua,2016,129139.0,3328.0,2577.1,356.0,275.7,4.0,3.1,84.0,65.0,65.0,50.3,203.0,157.2,2972.0,2301.4,727.0,563.0,2140.0,1657.1,105.0,81.3,NY,86970.5462625
Chautauqua,2017,128942.0,2791.0,2164.5,348.0,269.9,4.0,3.1,66.0,51.2,57.0,44.2,221.0,171.4,2443.0,1894.7,513.0,397.9,1848.0,1433.2,82.0,63.6,NY,89481.20227636363
Chautauqua,2018,125852.0,2654.0,2108.8,359.0,285.3,2.0,1.6,95.0,75.5,53.0,42.1,209.0,166.1,2295.0,1823.6,475.0,377.4,1743.0,1385.0,77.0,61.2,NY,92427.2117909091
Chautauqua,2019,126417.0,2796.0,2211.7,305.0,241.3,2.0,1.6,70.0,55.4,33.0,26.1,200.0,158.2,2491.0,1970.5,541.0,427.9,1877.0,1484.8,73.0,57.7,NY,97084.96943090908
Chautauqua,2020,125262.0,2941.0,2347.9,400.0,319.3,1.0,0.8,83.0,66.3,36.0,28.7,280.0,223.5,2541.0,2028.5,543.0,433.5,1920.0,1532.8,78.0,62.3,NY,105636.12396666664
Chautauqua,2021,128462.0,2571.0,2001.4,367.0,285.7,3.0,2.3,70.0,54.5,54.0,42.0,240.0,186.8,2204.0,1715.7,488.0,379.9,1619.0,1260.3,97.0,75.5,NY,124960.24800909092
Chautauqua,2022,127143.0,2687.0,2113.4,351.0,276.1,3.0,2.4,70.0,55.1,32.0,25.2,246.0,193.5,2336.0,1837.3,453.0,356.3,1755.0,1380.3,128.0,100.7,NY,143977.5989181818
Chemung,2000,95670.0,2861.0,2990.5,271.0,283.3,1.0,1.0,26.0,27.2,38.0,39.7,206.0,215.3,2590.0,2707.2,426.0,445.3,2125.0,2221.2,39.0,40.8,NY,57064.8677075
Chemung,2001,91238.0,2814.0,3084.2,251.0,275.1,0.0,0.0,24.0,26.3,34.0,37.3,193.0,211.5,2563.0,2809.1,375.0,411.0,2146.0,2352.1,42.0,46.0,NY,59460.47005636364
Chemung,2002,91939.0,3035.0,3301.1,308.0,335.0,2.0,2.2,33.0,35.9,43.0,46.8,230.0,250.2,2727.0,2966.1,398.0,432.9,2269.0,2467.9,60.0,65.3,NY,51703.5961290909
Chemung,2003,90768.0,2916.0,3212.6,277.0,305.2,3.0,3.3,43.0,47.4,51.0,56.2,180.0,198.3,2639.0,2907.4,412.0,453.9,2146.0,2364.3,81.0,89.2,NY,64097.46644363636
Chemung,2004,90587.0,3070.0,3389.0,253.0,279.3,2.0,2.2,36.0,39.7,54.0,59.6,161.0,177.7,2817.0,3109.7,429.0,473.6,2316.0,2556.7,72.0,79.5,NY,73637.12118166666
Chemung,2005,90113.0,2813.0,3121.6,211.0,234.2,5.0,5.5,28.0,31.1,46.0,51.0,132.0,146.5,2602.0,2887.5,420.0,466.1,2117.0,2349.3,65.0,72.1,NY,79379.75805545454
Chemung,2006,89752.0,2580.0,2874.6,193.0,215.0,2.0,2.2,20.0,22.3,56.0,62.4,115.0,128.1,2387.0,2659.6,422.0,470.2,1902.0,2119.2,63.0,70.2,NY,80635.22530363637
Chemung,2007,88057.0,2606.0,2959.4,224.0,254.4,3.0,3.4,14.0,15.9,37.0,42.0,170.0,193.1,2382.0,2705.1,406.0,461.1,1906.0,2164.5,70.0,79.5,NY,83901.7018409091
Chemung,2008,87619.0,2337.0,2667.2,204.0,232.8,4.0,4.6,18.0,20.5,37.0,42.2,145.0,165.5,2133.0,2434.4,441.0,503.3,1653.0,1886.6,39.0,44.5,NY,83838.75805749999
Chemung,2009,87431.0,2126.0,2431.6,161.0,184.1,4.0,4.6,13.0,14.9,29.0,33.2,115.0,131.5,1965.0,2247.5,385.0,440.3,1535.0,1755.7,45.0,51.5,NY,85794.99298818181
Chemung,2010,87073.0,2080.0,2388.8,203.0,233.1,4.0,4.6,11.0,12.6,39.0,44.8,149.0,171.1,1877.0,2155.7,399.0,458.2,1431.0,1643.4,47.0,54.0,NY,88250.02690636364
Chemung,2011,89229.0,2278.0,2553.0,177.0,198.4,1.0,1.1,13.0,14.6,28.0,31.4,135.0,151.3,2101.0,2354.6,407.0,456.1,1653.0,1852.5,41.0,45.9,NY,89738.4202481818
Chemung,2012,89320.0,2434.0,2725.0,222.0,248.5,4.0,4.5,2.0,2.2,46.0,51.5,170.0,190.3,2212.0,2476.5,398.0,445.6,1768.0,1979.4,46.0,51.5,NY,92753.79409333332
Chemung,2013,89040.0,2201.0,2471.9,151.0,169.6,0.0,0.0,7.0,7.9,37.0,41.6,107.0,120.2,2050.0,2302.3,351.0,394.2,1672.0,1877.8,27.0,30.3,NY,95698.35267272728
Chemung,2014,88535.0,2136.0,2412.6,151.0,170.6,1.0,1.1,11.0,12.4,33.0,37.3,106.0,119.7,1985.0,2242.1,343.0,387.4,1597.0,1803.8,45.0,50.8,NY,95194.81734818182
Chemung,2015,87307.0,1903.0,2179.7,159.0,182.1,2.0,2.3,27.0,30.9,42.0,48.1,88.0,100.8,1744.0,1997.5,275.0,315.0,1429.0,1636.8,40.0,45.8,NY,93844.72713181816
Chemung,2016,86124.0,2064.0,2396.5,172.0,199.7,3.0,3.5,28.0,32.5,38.0,44.1,103.0,119.6,1892.0,2196.8,270.0,313.5,1577.0,1831.1,45.0,52.3,NY,94905.52503
Chemung,2017,86084.0,1567.0,1820.3,143.0,166.1,4.0,4.6,28.0,32.5,32.0,37.2,79.0,91.8,1424.0,1654.2,185.0,214.9,1205.0,1399.8,34.0,39.5,NY,95831.82800636362
Chemung,2018,83485.0,1438.0,1722.5,134.0,160.5,3.0,3.6,19.0,22.8,25.0,29.9,87.0,104.2,1304.0,1562.0,198.0,237.2,1073.0,1285.3,33.0,39.5,NY,100457.25076727277
Chemung,2019,83232.0,1623.0,1950.0,178.0,213.9,1.0,1.2,19.0,22.8,45.0,54.1,113.0,135.8,1445.0,1736.1,238.0,285.9,1174.0,1410.5,33.0,39.6,NY,103625.1735909091
Chemung,2020,82347.0,1503.0,1825.2,172.0,208.9,2.0,2.4,32.0,38.9,28.0,34.0,110.0,133.6,1331.0,1616.3,131.0,159.1,1133.0,1375.9,67.0,81.4,NY,108638.674825
Chemung,2021,84162.0,1335.0,1586.2,153.0,181.8,8.0,9.5,24.0,28.5,19.0,22.6,102.0,121.2,1182.0,1404.4,136.0,161.6,986.0,1171.6,60.0,71.3,NY,121949.77071818184
Chemung,2022,82835.0,1441.0,1739.6,168.0,202.8,1.0,1.2,36.0,43.5,15.0,18.1,116.0,140.0,1273.0,1536.8,141.0,170.2,1084.0,1308.6,48.0,57.9,NY,133133.05636363637
Chenango,2000,52877.0,1173.0,2218.4,103.0,194.8,1.0,1.9,7.0,13.2,6.0,11.3,89.0,168.3,1070.0,2023.6,223.0,421.7,823.0,1556.4,24.0,45.4,NY,51674.03010416666
Chenango,2001,51496.0,1235.0,2398.2,130.0,252.4,0.0,0.0,7.0,13.6,6.0,11.7,117.0,227.2,1105.0,2145.8,254.0,493.2,833.0,1617.6,18.0,35.0,NY,56079.00496454544
Chenango,2002,51891.0,1283.0,2472.5,117.0,225.5,1.0,1.9,9.0,17.3,9.0,17.3,98.0,188.9,1166.0,2247.0,255.0,491.4,885.0,1705.5,26.0,50.1,NY,61680.13323636364
Chenango,2003,51411.0,1228.0,2388.6,112.0,217.9,0.0,0.0,19.0,37.0,1.0,1.9,92.0,179.0,1116.0,2170.7,240.0,466.8,858.0,1668.9,18.0,35.0,NY,67223.98046545454
Chenango,2004,51759.0,1096.0,2117.5,119.0,229.9,0.0,0.0,18.0,34.8,11.0,21.3,90.0,173.9,977.0,1887.6,234.0,452.1,723.0,1396.9,20.0,38.6,NY,74040.14649583334
Chenango,2005,51935.0,1103.0,2123.8,104.0,200.3,0.0,0.0,13.0,25.0,3.0,5.8,88.0,169.4,999.0,1923.6,197.0,379.3,781.0,1503.8,21.0,40.4,NY,80262.65964272729
Chenango,2006,51894.0,1108.0,2135.1,96.0,185.0,0.0,0.0,14.0,27.0,2.0,3.9,80.0,154.2,1012.0,1950.1,244.0,470.2,752.0,1449.1,16.0,30.8,NY,88915.17095
Chenango,2007,51696.0,970.0,1876.4,47.0,90.9,3.0,5.8,18.0,34.8,1.0,1.9,25.0,48.4,923.0,1785.4,212.0,410.1,687.0,1328.9,24.0,46.4,NY,94578.70392090909
Chenango,2008,51170.0,934.0,1825.3,41.0,80.1,2.0,3.9,18.0,35.2,3.0,5.9,18.0,35.2,893.0,1745.2,183.0,357.6,691.0,1350.4,19.0,37.1,NY,96708.96134166664
Chenango,2009,50830.0,997.0,1961.4,53.0,104.3,0.0,0.0,11.0,21.6,7.0,13.8,35.0,68.9,944.0,1857.2,211.0,415.1,715.0,1406.6,18.0,35.4,NY,91685.74061818182
Chenango,2010,49978.0,983.0,1966.9,54.0,108.0,0.0,0.0,16.0,32.0,4.0,8.0,34.0,68.0,929.0,1858.8,191.0,382.2,722.0,1444.6,16.0,32.0,NY,90126.04489363635
Chenango,2011,50704.0,1072.0,2114.2,57.0,112.4,0.0,0.0,17.0,33.5,3.0,5.9,37.0,73.0,1015.0,2001.8,228.0,449.7,769.0,1516.6,18.0,35.5,NY,89383.39823818182
Chenango,2012,50389.0,1023.0,2030.2,58.0,115.1,0.0,0.0,17.0,33.7,10.0,19.8,31.0,61.5,965.0,1915.1,183.0,363.2,757.0,1502.3,25.0,49.6,NY,89342.15172416666
Chenango,2013,49857.0,926.0,1857.3,48.0,96.3,2.0,4.0,13.0,26.1,4.0,8.0,29.0,58.2,878.0,1761.0,164.0,328.9,702.0,1408.0,12.0,24.1,NY,89905.39347454545
Chenango,2014,49375.0,909.0,1841.0,50.0,101.3,3.0,6.1,8.0,16.2,5.0,10.1,34.0,68.9,859.0,1739.7,177.0,358.5,671.0,1359.0,11.0,22.3,NY,89623.23946727272
Chenango,2015,49105.0,849.0,1728.9,101.0,205.7,0.0,0.0,65.0,132.4,1.0,2.0,35.0,71.3,748.0,1523.3,141.0,287.1,583.0,1187.3,24.0,48.9,NY,89436.54063
Chenango,2016,48229.0,966.0,2002.9,99.0,205.3,0.0,0.0,51.0,105.7,7.0,14.5,41.0,85.0,867.0,1797.7,172.0,356.6,685.0,1420.3,10.0,20.7,NY,89403.03049166668
Chenango,2017,48397.0,715.0,1477.4,83.0,171.5,3.0,6.2,46.0,95.0,3.0,6.2,31.0,64.1,632.0,1305.9,124.0,256.2,497.0,1026.9,11.0,22.7,NY,91335.17446363636
Chenango,2018,46622.0,713.0,1529.3,87.0,186.6,1.0,2.1,52.0,111.5,4.0,8.6,30.0,64.3,626.0,1342.7,109.0,233.8,502.0,1076.7,15.0,32.2,NY,95572.48768818182
Chenango,2019,46931.0,784.0,1670.5,111.0,236.5,0.0,0.0,60.0,127.8,2.0,4.3,49.0,104.4,673.0,1434.0,151.0,321.7,504.0,1073.9,18.0,38.4,NY,99898.2331881818
Chenango,2020,46567.0,785.0,1685.7,113.0,242.7,1.0,2.1,52.0,111.7,7.0,15.0,53.0,113.8,672.0,1443.1,146.0,313.5,501.0,1075.9,25.0,53.7,NY,106699.50202499998
Chenango,2021,47589.0,774.0,1626.4,100.0,210.1,0.0,0.0,61.0,128.2,4.0,8.4,35.0,73.5,674.0,1416.3,127.0,266.9,518.0,1088.5,29.0,60.9,NY,122740.15053636364
Chenango,2022,46353.0,790.0,1704.3,91.0,196.3,0.0,0.0,44.0,94.9,3.0,6.5,44.0,94.9,699.0,1508.0,134.0,289.1,551.0,1188.7,14.0,30.2,NY,137888.41267272725
Clinton,2000,83139.0,1415.0,1702.0,239.0,287.5,1.0,1.2,14.0,16.8,1.0,1.2,223.0,268.2,1176.0,1414.5,293.0,352.4,863.0,1038.0,20.0,24.1,NY,82715.63250333333
Clinton,2001,80041.0,1451.0,1812.8,202.0,252.4,0.0,0.0,17.0,21.2,7.0,8.7,178.0,222.4,1249.0,1560.5,365.0,456.0,859.0,1073.2,25.0,31.2,NY,89143.53667
Clinton,2002,80656.0,1552.0,1924.2,231.0,286.4,2.0,2.5,22.0,27.3,12.0,14.9,195.0,241.8,1321.0,1637.8,296.0,367.0,998.0,1237.4,27.0,33.5,NY,96756.20709272729
Clinton,2003,81207.0,1599.0,1969.0,167.0,205.6,0.0,0.0,30.0,36.9,5.0,6.2,132.0,162.5,1432.0,1763.4,429.0,528.3,961.0,1183.4,42.0,51.7,NY,83739.18045454545
Clinton,2004,81523.0,1588.0,1947.9,187.0,229.4,0.0,0.0,27.0,33.1,9.0,11.0,151.0,185.2,1401.0,1718.5,424.0,520.1,941.0,1154.3,36.0,44.2,NY,103687.7873
Clinton,2005,81992.0,2011.0,2452.7,173.0,211.0,2.0,2.4,24.0,29.3,16.0,19.5,131.0,159.8,1838.0,2241.7,451.0,550.1,1361.0,1659.9,26.0,31.7,NY,109847.30585454546
Clinton,2006,82267.0,1805.0,2194.1,128.0,155.6,2.0,2.4,26.0,31.6,6.0,7.3,94.0,114.3,1677.0,2038.5,463.0,562.8,1180.0,1434.4,34.0,41.3,NY,121006.39674545456
Clinton,2007,82260.0,2015.0,2449.6,221.0,268.7,1.0,1.2,21.0,25.5,10.0,12.2,189.0,229.8,1794.0,2180.9,411.0,499.6,1339.0,1627.8,44.0,53.5,NY,125492.75166363636
Clinton,2008,82475.0,1819.0,2205.5,142.0,172.2,1.0,1.2,30.0,36.4,6.0,7.3,105.0,127.3,1677.0,2033.3,353.0,428.0,1287.0,1560.5,37.0,44.9,NY,129639.953575
Clinton,2009,82153.0,1698.0,2066.9,133.0,161.9,1.0,1.2,19.0,23.1,12.0,14.6,101.0,122.9,1565.0,1905.0,389.0,473.5,1142.0,1390.1,34.0,41.4,NY,122906.97215454544
Clinton,2010,80874.0,1830.0,2262.8,87.0,107.6,3.0,3.7,21.0,26.0,11.0,13.6,52.0,64.3,1743.0,2155.2,323.0,399.4,1382.0,1708.8,38.0,47.0,NY,120217.8311181818
Clinton,2011,82497.0,1690.0,2048.6,74.0,89.7,1.0,1.2,16.0,19.4,6.0,7.3,51.0,61.8,1616.0,1958.9,306.0,370.9,1284.0,1556.4,26.0,31.5,NY,118419.3844909091
Clinton,2012,82387.0,1685.0,2045.2,90.0,109.2,0.0,0.0,15.0,18.2,7.0,8.5,68.0,82.5,1595.0,1936.0,274.0,332.6,1283.0,1557.3,38.0,46.1,NY,117255.15135833334
Clinton,2013,81595.0,1666.0,2041.8,111.0,136.0,3.0,3.7,21.0,25.7,9.0,11.0,78.0,95.6,1555.0,1905.8,262.0,321.1,1254.0,1536.9,39.0,47.8,NY,118545.1629181818
Clinton,2014,81604.0,1308.0,1602.9,68.0,83.3,3.0,3.7,19.0,23.3,5.0,6.1,41.0,50.2,1240.0,1519.5,197.0,241.4,1020.0,1249.9,23.0,28.2,NY,121200.01794545456
Clinton,2015,81364.0,1251.0,1537.5,115.0,141.3,0.0,0.0,59.0,72.5,6.0,7.4,50.0,61.5,1136.0,1396.2,172.0,211.4,940.0,1155.3,24.0,29.5,NY,122619.64932727274
Clinton,2016,80553.0,1395.0,1731.8,135.0,167.6,0.0,0.0,67.0,83.2,4.0,5.0,64.0,79.5,1260.0,1564.2,201.0,249.5,1040.0,1291.1,19.0,23.6,NY,124739.11440833332
Clinton,2017,81093.0,1215.0,1498.3,135.0,166.5,0.0,0.0,66.0,81.4,8.0,9.9,61.0,75.2,1080.0,1331.8,171.0,210.9,886.0,1092.6,23.0,28.4,NY,129893.31620909087
Clinton,2018,79308.0,1160.0,1462.7,174.0,219.4,2.0,2.5,87.0,109.7,9.0,11.3,76.0,95.8,986.0,1243.3,139.0,175.3,818.0,1031.4,29.0,36.6,NY,134716.4847818182
Clinton,2019,80080.0,1173.0,1464.8,128.0,159.8,1.0,1.2,63.0,78.7,4.0,5.0,60.0,74.9,1045.0,1304.9,128.0,159.8,897.0,1120.1,20.0,25.0,NY,142372.86855454545
Clinton,2020,79798.0,1140.0,1428.6,129.0,161.7,1.0,1.3,59.0,73.9,3.0,3.8,66.0,82.7,1011.0,1266.9,123.0,154.1,862.0,1080.2,26.0,32.6,NY,150545.37508333335
Clinton,2021,81627.0,888.0,1087.9,109.0,133.5,1.0,1.2,49.0,60.0,2.0,2.5,57.0,69.8,779.0,954.3,105.0,128.6,645.0,790.2,29.0,35.5,NY,167826.47849090912
Clinton,2022,80076.0,1138.0,1421.1,143.0,178.6,2.0,2.5,71.0,88.7,8.0,10.0,62.0,77.4,995.0,1242.6,97.0,121.1,849.0,1060.2,49.0,61.2,NY,186678.75271818184
Columbia,2000,65702.0,1128.0,1716.8,146.0,222.2,1.0,1.5,4.0,6.1,21.0,32.0,120.0,182.6,982.0,1494.6,201.0,305.9,741.0,1127.8,40.0,60.9,NY,104046.98206666663
Columbia,2001,63210.0,1074.0,1699.1,116.0,183.5,1.0,1.6,2.0,3.2,18.0,28.5,95.0,150.3,958.0,1515.6,199.0,314.8,730.0,1154.9,29.0,45.9,NY,112912.18488181816
Columbia,2002,63696.0,1073.0,1684.6,114.0,179.0,0.0,0.0,6.0,9.4,17.0,26.7,91.0,142.9,959.0,1505.6,236.0,370.5,703.0,1103.7,20.0,31.4,NY,124383.80907272728
Columbia,2003,63640.0,887.0,1393.8,64.0,100.6,0.0,0.0,7.0,11.0,11.0,17.3,46.0,72.3,823.0,1293.2,157.0,246.7,627.0,985.2,39.0,61.3,NY,137704.10635454545
Columbia,2004,63527.0,1082.0,1703.2,74.0,116.5,1.0,1.6,6.0,9.4,8.0,12.6,59.0,92.9,1008.0,1586.7,163.0,256.6,807.0,1270.3,38.0,59.8,NY,155611.8075
Columbia,2005,63759.0,1098.0,1722.1,89.0,139.6,2.0,3.1,6.0,9.4,11.0,17.3,70.0,109.8,1009.0,1582.5,204.0,320.0,790.0,1239.0,15.0,23.5,NY,178823.8092
Columbia,2006,63792.0,1323.0,2073.9,125.0,195.9,3.0,4.7,16.0,25.1,19.0,29.8,87.0,136.4,1198.0,1878.0,281.0,440.5,890.0,1395.2,27.0,42.3,NY,197877.55383636363
Columbia,2007,62763.0,1362.0,2170.1,149.0,237.4,1.0,1.6,11.0,17.5,17.0,27.1,120.0,191.2,1213.0,1932.7,291.0,463.6,884.0,1408.5,38.0,60.5,NY,215173.1734363636
Columbia,2008,62256.0,1336.0,2146.0,137.0,220.1,2.0,3.2,6.0,9.6,10.0,16.1,119.0,191.1,1199.0,1925.9,275.0,441.7,903.0,1450.5,21.0,33.7,NY,212904.94495833336
Columbia,2009,61871.0,1180.0,1907.2,113.0,182.6,0.0,0.0,8.0,12.9,6.0,9.7,99.0,160.0,1067.0,1724.6,297.0,480.0,756.0,1221.9,14.0,22.6,NY,203190.58509090907
Columbia,2010,60786.0,1213.0,1995.5,94.0,154.6,1.0,1.6,10.0,16.5,8.0,13.2,75.0,123.4,1119.0,1840.9,237.0,389.9,859.0,1413.2,23.0,37.8,NY,199471.4671818182
Columbia,2011,63380.0,1234.0,1947.0,96.0,151.5,1.0,1.6,5.0,7.9,13.0,20.5,77.0,121.5,1138.0,1795.5,252.0,397.6,870.0,1372.7,16.0,25.2,NY,198748.3980090909
Columbia,2012,62888.0,1425.0,2265.9,100.0,159.0,0.0,0.0,16.0,25.4,15.0,23.9,69.0,109.7,1325.0,2106.9,262.0,416.6,1051.0,1671.2,12.0,19.1,NY,202084.87669166664
Columbia,2013,62398.0,1127.0,1806.1,76.0,121.8,0.0,0.0,8.0,12.8,17.0,27.2,51.0,81.7,1051.0,1684.3,207.0,331.7,830.0,1330.2,14.0,22.4,NY,205384.74864545456
Columbia,2014,62148.0,926.0,1490.0,47.0,75.6,0.0,0.0,5.0,8.0,8.0,12.9,34.0,54.7,879.0,1414.4,157.0,252.6,702.0,1129.6,20.0,32.2,NY,211810.24348181812
Columbia,2015,61779.0,895.0,1448.7,103.0,166.7,3.0,4.9,40.0,64.7,9.0,14.6,51.0,82.6,792.0,1282.0,161.0,260.6,617.0,998.7,14.0,22.7,NY,217278.5264818182
Columbia,2016,60806.0,837.0,1376.5,100.0,164.5,0.0,0.0,40.0,65.8,6.0,9.9,54.0,88.8,737.0,1212.1,134.0,220.4,592.0,973.6,11.0,18.1,NY,221937.5475
Columbia,2017,60796.0,969.0,1593.9,133.0,218.8,1.0,1.6,39.0,64.1,11.0,18.1,82.0,134.9,836.0,1375.1,139.0,228.6,669.0,1100.4,28.0,46.1,NY,229273.0139727273
Columbia,2018,59135.0,893.0,1510.1,102.0,172.5,1.0,1.7,44.0,74.4,0.0,0.0,57.0,96.4,791.0,1337.6,110.0,186.0,662.0,1119.5,19.0,32.1,NY,239921.4828727273
Columbia,2019,59211.0,720.0,1216.0,97.0,163.8,2.0,3.4,34.0,57.4,7.0,11.8,54.0,91.2,623.0,1052.2,105.0,177.3,500.0,844.4,18.0,30.4,NY,245646.4655
Columbia,2020,58702.0,725.0,1235.1,93.0,158.4,1.0,1.7,27.0,46.0,11.0,18.7,54.0,92.0,632.0,1076.6,95.0,161.8,513.0,873.9,24.0,40.9,NY,240766.80585
