County/Region,Year,Population,Index Total Count,Index Total Rate,Violent Total Count,Violent Total Rate,Murder Count,Murder Rate,Rape Count,Rape Rate,Robbery Count,Robbery Rate,Agg Assault Count,Agg Assault Rate,Property Total Count,Property Total Rate,Burglary Count,Burglary Rate,Larceny Count,Larceny Rate,MV Theft Count,MV Theft Rate,State,Average Value
Allegany,2000,74930.0,2378.0,3173.6,271.0,361.7,2.0,2.7,24.0,32.0,21.0,28.0,224.0,298.9,2107.0,2812.0,421.0,561.9,1562.0,2084.6,124.0,165.5,MD,50402.26593999999
Allegany,2001,76043.0,2670.0,3511.2,320.0,420.8,1.0,1.3,22.0,28.9,29.0,38.1,268.0,352.4,2350.0,3090.4,426.0,560.2,1805.0,2373.7,119.0,156.5,MD,54473.1427859091
Allegany,2002,77216.0,2368.0,3066.7,235.0,304.3,0.0,0.0,26.0,33.7,22.0,28.5,187.0,242.2,2133.0,2762.4,487.0,630.7,1557.0,2016.4,89.0,115.3,MD,59413.44181045454
Allegany,2003,74893.0,2541.0,3392.8,262.0,349.8,1.0,1.3,22.0,29.4,31.0,41.4,208.0,277.7,2279.0,3043.0,555.0,741.1,1631.0,2177.8,93.0,124.2,MD,64229.10349545454
Allegany,2004,74325.0,2349.0,3160.4,325.0,437.3,0.0,0.0,23.0,30.9,27.0,36.3,275.0,370.0,2024.0,2723.2,488.0,656.6,1481.0,1992.6,55.0,74.0,MD,69566.44896208335
Allegany,2005,74434.0,2308.0,3100.7,260.0,349.3,1.0,1.3,30.0,40.3,15.0,20.2,214.0,287.5,2048.0,2751.4,460.0,618.0,1531.0,2056.9,57.0,76.6,MD,76861.99790181819
Allegany,2006,73841.0,2493.0,3376.2,282.0,381.9,1.0,1.4,29.0,39.3,37.0,50.1,215.0,291.2,2211.0,2994.3,542.0,734.0,1586.0,2147.9,83.0,112.4,MD,85683.76023363635
Allegany,2007,71977.0,2521.0,3502.5,262.0,364.0,0.0,0.0,20.0,27.8,35.0,48.6,207.0,287.6,2259.0,3138.5,536.0,744.7,1631.0,2266.0,92.0,127.8,MD,90605.06070181816
Allegany,2008,71806.0,2463.0,3430.1,240.0,334.2,1.0,1.4,17.0,23.7,34.0,47.3,188.0,261.8,2223.0,3095.8,517.0,720.0,1657.0,2307.6,49.0,68.2,MD,89419.43815875001
Allegany,2009,72312.0,2600.0,3595.5,323.0,446.7,1.0,1.4,25.0,34.6,38.0,52.6,259.0,358.2,2277.0,3148.9,606.0,838.0,1622.0,2243.1,49.0,67.8,MD,81629.23858954546
Allegany,2010,72721.0,2878.0,3957.6,312.0,429.0,4.0,5.5,26.0,35.8,48.0,66.0,234.0,321.8,2566.0,3528.6,596.0,819.6,1921.0,2641.6,49.0,67.4,MD,77983.48026454543
Allegany,2011,75799.0,2768.0,3651.8,251.0,331.1,6.0,7.9,30.0,39.6,62.0,81.8,153.0,201.8,2517.0,3320.6,608.0,802.1,1866.0,2461.8,43.0,56.7,MD,56880.650505
Allegany,2012,75413.0,2810.0,3726.1,268.0,355.4,3.0,4.0,22.0,29.2,42.0,55.7,201.0,266.5,2542.0,3370.8,571.0,757.2,1904.0,2524.8,67.0,88.8,MD,80125.10787833335
Allegany,2013,73834.0,2637.0,3571.5,249.0,337.2,4.0,5.4,28.0,37.9,63.0,85.3,154.0,208.6,2388.0,3234.3,547.0,740.9,1787.0,2420.3,54.0,73.1,MD,79816.28744
Allegany,2014,73299.0,2580.0,3519.8,201.0,274.2,2.0,2.7,15.0,20.5,31.0,42.3,153.0,208.7,2379.0,3245.6,550.0,750.4,1787.0,2438.0,42.0,57.3,MD,80618.30115500001
Allegany,2017,71616.0,2483.0,3467.1,244.0,340.7,4.0,5.6,14.0,19.5,58.0,81.0,168.0,234.6,2239.0,3126.4,469.0,654.9,1724.0,2407.3,46.0,64.2,MD,83442.96767863637
Allegany,2018,70577.0,1896.0,2686.4,253.0,358.5,2.0,2.8,20.0,28.3,42.0,59.5,189.0,267.8,1643.0,2328.0,404.0,572.4,1182.0,1674.8,57.0,80.8,MD,86477.50165454544
Allegany,2019,70140.0,1749.0,2493.6,228.0,325.1,0.0,0.0,24.0,34.2,44.0,62.7,160.0,228.1,1521.0,2168.5,349.0,497.6,1111.0,1584.0,61.0,87.0,MD,90451.79341636364
Allegany,2020,69699.0,1529.0,2193.7,231.0,331.4,1.0,1.4,19.0,27.3,42.0,60.3,169.0,242.5,1298.0,1862.3,313.0,449.1,926.0,1328.6,59.0,84.6,MD,95442.10552125
Allegany,2015,72230.0,2490.0,3447.3,218.0,301.8,3.0,4.2,24.0,33.2,58.0,80.3,133.0,184.1,2272.0,3145.5,486.0,672.9,1737.0,2404.8,49.0,67.8,MD,80747.1142709091
Allegany,2016,71622.0,2319.0,3237.8,245.0,342.1,5.0,7.0,16.0,22.3,65.0,90.8,159.0,222.0,2074.0,2895.8,388.0,541.7,1642.0,2292.6,44.0,61.4,MD,81970.15982624999
Anne Arundel,2000,489656.0,21331.0,4356.3,3384.0,691.1,11.0,2.2,117.0,23.9,646.0,131.9,2610.0,533.0,17947.0,3665.2,3147.0,642.7,13402.0,2737.0,1398.0,285.5,MD,172129.23235
Anne Arundel,2001,496929.0,22009.0,4429.0,3798.0,764.3,11.0,2.2,119.0,23.9,736.0,148.1,2932.0,590.0,18211.0,3664.7,3206.0,645.2,13747.0,2766.4,1258.0,253.2,MD,184530.0623636364
Anne Arundel,2002,504601.0,21783.0,4316.9,3607.0,714.8,17.0,3.4,94.0,18.6,754.0,149.4,2742.0,543.4,18176.0,3602.1,3191.0,632.4,13501.0,2675.6,1484.0,294.1,MD,206591.6995909091
Anne Arundel,2003,508071.0,21285.0,4189.4,3503.0,689.5,24.0,4.7,93.0,18.3,753.0,148.2,2633.0,518.2,17782.0,3499.9,3107.0,611.5,13234.0,2604.8,1441.0,283.6,MD,238405.3184636364
Anne Arundel,2004,511140.0,20304.0,3972.3,3296.0,644.8,16.0,3.1,110.0,21.5,767.0,150.1,2403.0,470.1,17008.0,3327.5,2986.0,584.2,12391.0,2424.2,1631.0,319.1,MD,281039.89955833333
Anne Arundel,2005,512445.0,20101.0,3922.6,3167.0,618.0,16.0,3.1,88.0,17.2,865.0,168.8,2198.0,428.9,16934.0,3304.5,3122.0,609.2,12288.0,2397.9,1524.0,297.4,MD,344153.9172909091
Anne Arundel,2006,512277.0,20458.0,3993.5,3167.0,618.2,23.0,4.5,110.0,21.5,943.0,184.1,2091.0,408.2,17291.0,3375.3,3420.0,667.6,12217.0,2384.8,1654.0,322.9,MD,389744.35259090905
Anne Arundel,2007,508164.0,21442.0,4219.5,3068.0,603.7,20.0,3.9,90.0,17.7,910.0,179.1,2048.0,403.0,18374.0,3615.8,3412.0,671.4,13295.0,2616.3,1667.0,328.0,MD,389093.3341727273
Anne Arundel,2008,511145.0,22233.0,4349.6,2931.0,573.4,18.0,3.5,109.0,21.3,810.0,158.5,1994.0,390.1,19302.0,3776.2,3419.0,668.9,14302.0,2798.0,1581.0,309.3,MD,359801.8153916667
Anne Arundel,2009,517763.0,19884.0,3840.4,2920.0,564.0,16.0,3.1,95.0,18.3,746.0,144.1,2063.0,398.4,16964.0,3276.4,3067.0,592.4,12763.0,2465.0,1134.0,219.0,MD,328180.0837090909
Anne Arundel,2010,527278.0,18757.0,3557.3,2929.0,555.5,18.0,3.4,113.0,21.4,661.0,125.4,2137.0,405.3,15828.0,3001.8,2860.0,542.4,11732.0,2225.0,1236.0,234.4,MD,315957.0505818182
Anne Arundel,2011,542753.0,17160.0,3161.7,2675.0,492.9,15.0,2.8,91.0,16.8,597.0,110.0,1972.0,363.3,14485.0,2668.8,2259.0,416.2,11394.0,2099.3,832.0,153.3,MD,301792.84530909086
Anne Arundel,2012,549659.0,17053.0,3102.5,2281.0,415.0,13.0,2.4,100.0,18.2,538.0,97.9,1630.0,296.5,14772.0,2687.5,2585.0,470.3,11299.0,2055.6,888.0,161.6,MD,301428.92929166666
Anne Arundel,2013,555330.0,16790.0,3023.4,2319.0,417.6,15.0,2.7,71.0,12.8,630.0,113.4,1603.0,288.7,14471.0,2605.8,2522.0,454.1,11272.0,2029.8,677.0,121.9,MD,318324.3279636364
Anne Arundel,2014,561031.0,15737.0,2805.0,2263.0,403.4,14.0,2.5,92.0,16.4,634.0,113.0,1523.0,271.5,13474.0,2401.6,2152.0,383.6,10620.0,1892.9,702.0,125.1,MD,329998.3169272727
Anne Arundel,2015,563766.0,15109.0,2680.0,2195.0,389.3,17.0,3.0,140.0,24.8,613.0,108.7,1425.0,252.8,12914.0,2290.7,2084.0,369.7,10201.0,1809.4,629.0,111.6,MD,333676.3281818182
Anne Arundel,2016,566105.0,14938.0,2638.7,2312.0,408.4,25.0,4.4,154.0,27.2,558.0,98.6,1575.0,278.2,12626.0,2230.3,1979.0,349.6,10025.0,1770.9,622.0,109.9,MD,339226.655625
Anne Arundel,2017,572990.0,14039.0,2450.1,2255.0,393.5,21.0,3.7,172.0,30.0,629.0,109.8,1433.0,250.1,11784.0,2056.6,1729.0,301.8,9388.0,1638.4,667.0,116.4,MD,350523.24151818175
Anne Arundel,2018,573631.0,12540.0,2186.1,2048.0,357.0,25.0,4.4,168.0,29.3,473.0,82.5,1382.0,240.9,10492.0,1829.1,1359.0,236.9,8445.0,1472.2,688.0,119.9,MD,360232.1644090908
Anne Arundel,2019,577904.0,12381.0,2142.4,1837.0,317.9,20.0,3.5,159.0,27.5,438.0,75.8,1220.0,211.1,10544.0,1824.5,1143.0,197.8,8742.0,1512.7,659.0,114.0,MD,368080.2415272728
Anne Arundel,2020,581937.0,10433.0,1792.8,1817.0,312.2,26.0,4.5,148.0,25.4,357.0,61.3,1286.0,221.0,8616.0,1480.6,1053.0,180.9,6937.0,1192.1,626.0,107.6,MD,382804.77135
Baltimore City,2000,651154.0,66791.0,10257.3,16035.0,2462.6,261.0,40.1,366.0,56.2,6634.0,1018.8,8774.0,1347.5,50756.0,7794.8,10751.0,1651.1,32134.0,4934.9,7871.0,1208.8,MD,60793.203094166674
Baltimore City,2001,660826.0,64453.0,9753.4,14837.0,2245.2,256.0,38.7,299.0,45.2,5762.0,871.9,8520.0,1289.3,49616.0,7508.2,10960.0,1658.5,30457.0,4608.9,8199.0,1240.7,MD,62641.94344545454
Baltimore City,2002,671028.0,56550.0,8427.4,13863.0,2065.9,253.0,37.7,179.0,26.7,4764.0,710.0,8667.0,1291.6,42687.0,6361.4,8814.0,1313.5,27301.0,4068.5,6572.0,979.4,MD,65276.01301545455
Baltimore City,2003,644554.0,49263.0,7643.0,11227.0,1741.8,270.0,41.9,208.0,32.3,4364.0,677.1,6385.0,990.6,38036.0,5901.1,7855.0,1218.7,23307.0,3616.0,6874.0,1066.5,MD,69478.7970490909
Baltimore City,2004,634279.0,48314.0,7617.2,11742.0,1851.2,276.0,43.5,182.0,28.7,4085.0,644.0,7199.0,1135.0,36572.0,5765.9,8022.0,1264.7,21819.0,3440.0,6731.0,1061.2,MD,75637.43291583333
Baltimore City,2005,641097.0,45061.0,7028.7,11309.0,1764.0,269.0,42.0,162.0,25.3,3935.0,613.8,6943.0,1083.0,33752.0,5264.7,7388.0,1152.4,20132.0,3140.2,6232.0,972.1,MD,90369.12131545454
Baltimore City,2006,637556.0,43657.0,6847.6,10871.0,1705.1,276.0,43.3,139.0,21.8,4260.0,668.2,6196.0,971.8,32786.0,5142.5,7664.0,1202.1,18846.0,2956.0,6276.0,984.4,MD,110655.26168181816
Baltimore City,2007,624237.0,40558.0,6497.2,10229.0,1638.6,282.0,45.2,146.0,23.4,3926.0,628.9,5875.0,941.1,30329.0,4858.6,7431.0,1190.4,17077.0,2735.7,5821.0,932.5,MD,123099.20184545452
Baltimore City,2008,634549.0,41165.0,6487.3,10132.0,1596.7,234.0,36.9,137.0,21.6,4058.0,639.5,5703.0,898.7,31033.0,4890.6,7880.0,1241.8,17635.0,2779.1,5518.0,869.6,MD,124732.7872666667
Baltimore City,2009,638755.0,39290.0,6151.0,9701.0,1518.7,238.0,37.3,158.0,24.7,3726.0,583.3,5579.0,873.4,29589.0,4632.3,7856.0,1229.9,17101.0,2677.2,4632.0,725.2,MD,112938.1021181818
Baltimore City,2010,639927.0,38045.0,5945.2,9352.0,1461.4,223.0,34.8,266.0,41.6,3361.0,525.2,5502.0,859.8,28693.0,4483.8,7646.0,1194.8,16626.0,2598.1,4421.0,690.9,MD,104309.3464581818
Baltimore City,2011,626848.0,39181.0,6250.5,8928.0,1424.3,197.0,31.4,341.0,54.4,3485.0,556.0,4905.0,782.5,30253.0,4826.2,8649.0,1379.8,17397.0,2775.3,4207.0,671.1,MD,87462.65649727274
Baltimore City,2012,625474.0,38457.0,6148.5,8825.0,1410.9,216.0,34.5,317.0,50.7,3635.0,581.2,4657.0,744.6,29632.0,4737.5,7796.0,1246.4,17849.0,2853.7,3987.0,637.4,MD,83414.77095
Baltimore City,2013,622671.0,39988.0,6422.0,8757.0,1406.4,233.0,37.4,298.0,47.9,3755.0,603.0,4471.0,718.0,31231.0,5015.7,7440.0,1194.9,19329.0,3104.2,4462.0,716.6,MD,93679.74257727271
Baltimore City,2014,623513.0,38321.0,6146.0,8432.0,1352.3,211.0,33.8,245.0,39.3,3740.0,599.8,4236.0,679.4,29889.0,4793.6,6966.0,1117.2,18419.0,2954.1,4504.0,722.4,MD,101285.48498636363
Baltimore City,2015,621252.0,41124.0,6619.5,9680.0,1558.1,344.0,55.4,287.0,46.2,4378.0,704.7,4671.0,751.9,31444.0,5061.4,7803.0,1256.0,18100.0,2913.5,5541.0,891.9,MD,102068.95653545456
Baltimore City,2016,618385.0,41128.0,6650.9,11115.0,1797.4,318.0,51.4,299.0,48.4,5288.0,855.1,5210.0,842.5,30013.0,4853.4,7399.0,1196.5,17278.0,2794.1,5336.0,862.9,MD,104723.955725
Baltimore City,2017,613217.0,43132.0,7033.7,12527.0,2042.8,342.0,55.8,385.0,62.8,5926.0,966.4,5874.0,957.9,30605.0,4990.9,8056.0,1313.7,17365.0,2831.8,5184.0,845.4,MD,110466.9563
Baltimore City,2018,605436.0,38786.0,6406.3,11221.0,1853.4,309.0,51.0,367.0,60.6,5130.0,847.3,5415.0,894.4,27565.0,4552.9,6074.0,1003.2,17102.0,2824.7,4389.0,724.9,MD,120418.32821818184
Baltimore City,2019,597239.0,37219.0,6231.8,11186.0,1873.0,348.0,58.3,325.0,54.4,4903.0,820.9,5610.0,939.3,26033.0,4358.9,5434.0,909.9,16650.0,2787.8,3949.0,661.2,MD,130622.81035454548
Baltimore City,2020,588594.0,28147.0,4782.1,9480.0,1610.6,334.0,56.7,324.0,55.0,3441.0,584.6,5381.0,914.2,18667.0,3171.5,4116.0,699.3,11423.0,1940.7,3128.0,531.4,MD,136965.49465833334
Baltimore,2000,754292.0,36474.0,4835.5,6200.0,822.0,33.0,4.4,240.0,31.8,1587.0,210.4,4340.0,575.4,30274.0,4013.6,5586.0,740.6,21270.0,2819.9,3418.0,453.1,MD,137329.37785000002
Baltimore,2001,765496.0,37644.0,4917.6,6572.0,858.5,31.0,4.0,237.0,31.0,1728.0,225.7,4576.0,597.8,31072.0,4059.1,6246.0,815.9,21529.0,2812.4,3297.0,430.7,MD,143073.4204181818
Baltimore,2002,777313.0,36970.0,4756.1,6559.0,843.8,29.0,3.7,236.0,30.4,1705.0,219.3,4589.0,590.4,30411.0,3912.3,5719.0,735.7,21201.0,2727.5,3491.0,449.1,MD,153701.08490000002
Baltimore,2003,777463.0,34375.0,4421.4,6208.0,798.5,31.0,4.0,210.0,27.0,1611.0,207.2,4356.0,560.3,28167.0,3622.9,5425.0,697.8,19401.0,2495.4,3341.0,429.7,MD,170855.9086272727
Baltimore,2004,784118.0,33077.0,4218.4,6180.0,788.1,29.0,3.7,198.0,25.3,1565.0,199.6,4388.0,559.6,26897.0,3430.2,4942.0,630.3,19019.0,2425.5,2936.0,374.4,MD,196982.07435
Baltimore,2005,786768.0,30945.0,3933.2,5650.0,718.1,40.0,5.1,178.0,22.6,1769.0,224.8,3663.0,465.6,25295.0,3215.1,4629.0,588.4,17620.0,2239.5,3046.0,387.2,MD,238471.91946363635
Baltimore,2006,788266.0,32345.0,4103.3,5713.0,724.8,35.0,4.4,143.0,18.1,2090.0,265.1,3445.0,437.0,26632.0,3378.6,4812.0,610.5,18357.0,2328.8,3463.0,439.3,MD,275960.4074454545
Baltimore,2007,785567.0,32309.0,4112.8,5381.0,685.0,36.0,4.6,151.0,19.2,1787.0,227.5,3407.0,433.7,26928.0,3427.8,4949.0,630.0,18607.0,2368.6,3372.0,429.2,MD,286524.41552727274
Baltimore,2008,787558.0,31980.0,4060.7,4931.0,626.1,31.0,3.9,152.0,19.3,1730.0,219.7,3018.0,383.2,27049.0,3434.5,4448.0,564.8,19661.0,2496.5,2940.0,373.3,MD,276198.72256666666
Baltimore,2009,792855.0,30850.0,3891.0,4555.0,574.5,32.0,4.0,154.0,19.4,1471.0,185.5,2898.0,365.5,26295.0,3316.5,4316.0,544.4,19536.0,2464.0,2443.0,308.1,MD,249751.08528181817
Baltimore,2010,797794.0,28477.0,3569.5,4349.0,545.1,20.0,2.5,126.0,15.8,1341.0,168.1,2862.0,358.7,24128.0,3024.3,4119.0,516.3,18129.0,2272.4,1880.0,235.6,MD,237316.8346272728
Baltimore,2011,812661.0,28394.0,3494.0,4288.0,527.6,30.0,3.7,147.0,18.1,1457.0,179.3,2654.0,326.6,24106.0,2966.3,4295.0,528.5,18101.0,2227.4,1710.0,210.4,MD,218620.7056090909
Baltimore,2012,817761.0,27810.0,3400.7,4181.0,511.3,23.0,2.8,147.0,18.0,1368.0,167.3,2643.0,323.2,23629.0,2889.5,4079.0,498.8,17978.0,2198.4,1572.0,192.2,MD,213155.0586
Baltimore,2013,822814.0,27913.0,3392.4,4200.0,510.4,20.0,2.4,125.0,15.2,1511.0,183.6,2544.0,309.2,23713.0,2881.9,3949.0,479.9,18301.0,2224.2,1463.0,177.8,MD,219725.08595454544
Baltimore,2014,828871.0,26618.0,3211.4,4042.0,487.7,25.0,3.0,100.0,12.1,1512.0,182.4,2405.0,290.2,22576.0,2723.7,3493.0,421.4,17584.0,2121.4,1499.0,180.8,MD,227309.78365454543
Baltimore,2015,829630.0,26902.0,3242.7,4517.0,544.5,32.0,3.9,334.0,40.3,1525.0,183.8,2626.0,316.5,22385.0,2698.2,3587.0,432.4,17028.0,2052.5,1770.0,213.3,MD,230679.0078909091
Baltimore,2016,831374.0,27944.0,3361.2,4416.0,531.2,35.0,4.2,319.0,38.4,1498.0,180.2,2564.0,308.4,23528.0,2830.0,3695.0,444.4,17763.0,2136.6,2070.0,249.0,MD,235813.610425
Baltimore,2017,834727.0,28398.0,3402.1,5063.0,606.5,35.0,4.2,326.0,39.1,1536.0,184.0,3166.0,379.3,23335.0,2795.5,3128.0,374.7,18178.0,2177.7,2029.0,243.1,MD,242758.26115454547
Baltimore,2018,829560.0,26193.0,3157.5,4852.0,584.9,28.0,3.4,352.0,42.4,1337.0,161.2,3135.0,377.9,21341.0,2572.6,2612.0,314.9,16882.0,2035.1,1847.0,222.6,MD,250170.63168181817
Baltimore,2019,827068.0,25172.0,3043.5,4737.0,572.7,50.0,6.0,384.0,46.4,1163.0,140.6,3140.0,379.7,20435.0,2470.8,2567.0,310.4,16266.0,1966.7,1602.0,193.7,MD,258543.0407
Baltimore,2020,826987.0,20045.0,2423.9,3825.0,462.5,33.0,4.0,348.0,42.1,878.0,106.2,2566.0,310.3,16220.0,1961.3,3258.0,394.0,11608.0,1403.6,1354.0,163.7,MD,268651.5169
Calvert,2000,74563.0,1652.0,2215.6,314.0,421.1,2.0,2.7,12.0,16.1,17.0,22.8,283.0,379.5,1338.0,1794.5,316.0,423.8,949.0,1272.7,73.0,97.9,MD,176015.66708333333
Calvert,2001,75671.0,1717.0,2269.0,333.0,440.1,1.0,1.3,17.0,22.5,24.0,31.7,291.0,384.6,1384.0,1829.0,291.0,384.6,1028.0,1358.5,65.0,85.9,MD,187089.29867272728
Calvert,2002,76838.0,1598.0,2079.7,371.0,482.8,0.0,0.0,23.0,29.9,17.0,22.1,331.0,430.8,1227.0,1596.9,292.0,380.0,853.0,1110.1,82.0,106.7,MD,201533.6831181818
Calvert,2003,81659.0,1721.0,2107.5,320.0,391.9,3.0,3.7,9.0,11.0,16.0,19.6,292.0,357.6,1401.0,1715.7,336.0,411.5,982.0,1202.6,83.0,101.6,MD,231875.1411909091
Calvert,2004,84860.0,1545.0,1820.6,228.0,268.7,1.0,1.2,10.0,11.8,13.0,15.3,204.0,240.4,1317.0,1552.0,289.0,340.6,954.0,1124.2,74.0,87.2,MD,275589.08624166664
Calvert,2005,87133.0,1848.0,2120.9,231.0,265.1,2.0,2.3,15.0,17.2,26.0,29.8,188.0,215.8,1617.0,1855.8,343.0,393.7,1188.0,1363.4,86.0,98.7,MD,338865.0175363636
Calvert,2006,88166.0,1835.0,2081.3,257.0,291.5,1.0,1.1,6.0,6.8,12.0,13.6,238.0,269.9,1578.0,1789.8,295.0,334.6,1181.0,1339.5,102.0,115.7,MD,385957.2198545456
Calvert,2007,90358.0,1896.0,2098.3,279.0,308.8,3.0,3.3,1.0,1.1,19.0,21.0,256.0,283.3,1617.0,1789.5,312.0,345.3,1200.0,1328.1,105.0,116.2,MD,393595.0318
Calvert,2008,89373.0,2241.0,2507.5,367.0,410.6,2.0,2.2,7.0,7.8,22.0,24.6,336.0,376.0,1874.0,2096.8,433.0,484.5,1333.0,1491.5,108.0,120.8,MD,368791.7749000001
Calvert,2009,90796.0,2109.0,2322.8,271.0,298.5,0.0,0.0,11.0,12.1,28.0,30.8,232.0,255.5,1838.0,2024.3,436.0,480.2,1298.0,1429.6,104.0,114.5,MD,323405.45898181817
Calvert,2010,91279.0,2226.0,2438.7,194.0,212.5,1.0,1.1,19.0,20.8,33.0,36.2,141.0,154.5,2032.0,2226.1,517.0,566.4,1401.0,1534.9,114.0,124.9,MD,307302.0922454545
Calvert,2011,89578.0,2123.0,2370.0,142.0,158.5,0.0,0.0,9.0,10.0,31.0,34.6,102.0,113.9,1981.0,2211.5,492.0,549.2,1424.0,1589.7,65.0,72.6,MD,302013.5122181818
Calvert,2012,90118.0,1815.0,2014.0,115.0,127.6,2.0,2.2,8.0,8.9,22.0,24.4,83.0,92.1,1700.0,1886.4,400.0,443.9,1255.0,1392.6,45.0,49.9,MD,294936.98301666667
Calvert,2013,90031.0,1742.0,1934.9,107.0,118.8,4.0,4.4,14.0,15.6,27.0,30.0,62.0,68.9,1635.0,1816.0,381.0,423.2,1190.0,1321.8,64.0,71.1,MD,309735.66832727275
Calvert,2014,91047.0,1665.0,1828.7,131.0,143.9,0.0,0.0,1.0,1.1,30.0,33.0,100.0,109.8,1534.0,1684.8,347.0,381.1,1144.0,1256.5,43.0,47.2,MD,316283.4710272727
Calvert,2015,90757.0,1490.0,1641.7,123.0,135.5,2.0,2.2,6.0,6.6,31.0,34.2,84.0,92.6,1367.0,1506.2,266.0,293.1,1064.0,1172.4,37.0,40.8,MD,319405.6543545454
Calvert,2016,90403.0,1324.0,1464.6,140.0,154.9,1.0,1.1,14.0,15.5,15.0,16.6,110.0,121.7,1184.0,1309.7,238.0,263.3,905.0,1001.1,41.0,45.4,MD,324919.8812916667
Calvert,2017,91587.0,1058.0,1155.2,107.0,116.8,2.0,2.2,12.0,13.1,14.0,15.3,79.0,86.3,951.0,1038.4,151.0,164.9,743.0,811.3,57.0,62.2,MD,334650.6226181818
Calvert,2018,91132.0,1033.0,1133.5,111.0,121.8,1.0,1.1,15.0,16.5,19.0,20.8,76.0,83.4,922.0,1011.7,148.0,162.4,726.0,796.6,48.0,52.7,MD,342510.9898818182
Calvert,2019,91927.0,973.0,1058.4,133.0,144.7,0.0,0.0,18.0,19.6,19.0,20.7,96.0,104.4,840.0,913.8,122.0,132.7,678.0,737.5,40.0,43.5,MD,353526.4166181818
Calvert,2020,92622.0,866.0,935.0,140.0,151.2,1.0,1.1,15.0,16.2,13.0,14.0,111.0,119.8,726.0,783.8,99.0,106.9,574.0,619.7,53.0,57.2,MD,368207.5948
Caroline,2000,29772.0,978.0,3285.0,217.0,728.9,0.0,0.0,12.0,40.3,10.0,33.6,195.0,655.0,761.0,2556.1,205.0,688.6,512.0,1719.7,44.0,147.8,MD,95611.01674
Caroline,2001,30214.0,1024.0,3389.2,162.0,536.2,0.0,0.0,14.0,46.3,25.0,82.7,123.0,407.1,862.0,2853.0,247.0,817.5,548.0,1813.7,67.0,221.8,MD,104402.37112545456
Caroline,2002,30681.0,985.0,3210.5,190.0,619.3,3.0,9.8,13.0,42.4,22.0,71.7,152.0,495.4,795.0,2591.2,200.0,651.9,547.0,1782.9,48.0,156.4,MD,115012.84157272728
Caroline,2003,30582.0,1036.0,3387.6,145.0,474.1,0.0,0.0,9.0,29.4,10.0,32.7,126.0,412.0,891.0,2913.5,209.0,683.4,605.0,1978.3,77.0,251.8,MD,127438.96938181818
Caroline,2004,31136.0,985.0,3163.5,146.0,468.9,0.0,0.0,12.0,38.5,10.0,32.1,124.0,398.3,839.0,2694.6,204.0,655.2,558.0,1792.1,77.0,247.3,MD,149633.65935
Caroline,2005,31295.0,961.0,3070.8,155.0,495.3,1.0,3.2,7.0,22.4,17.0,54.3,130.0,415.4,806.0,2575.5,248.0,792.5,507.0,1620.1,51.0,163.0,MD,184750.4378
Caroline,2006,31909.0,1094.0,3428.5,149.0,467.0,0.0,0.0,7.0,21.9,18.0,56.4,124.0,388.6,945.0,2961.5,291.0,912.0,610.0,1911.7,44.0,137.9,MD,163931.39854545455
Caroline,2007,32693.0,1070.0,3272.9,123.0,376.2,0.0,0.0,13.0,39.8,23.0,70.4,87.0,266.1,947.0,2896.6,263.0,804.5,618.0,1890.3,66.0,201.9,MD,209486.7537636364
Caroline,2008,33080.0,1211.0,3660.8,123.0,371.8,2.0,6.0,10.0,30.2,28.0,84.6,83.0,250.9,1088.0,3289.0,328.0,991.5,703.0,2125.2,57.0,172.3,MD,194041.80104166665
Caroline,2009,33693.0,1143.0,3392.4,126.0,374.0,1.0,3.0,13.0,38.6,21.0,62.3,91.0,270.1,1017.0,3018.4,342.0,1015.0,633.0,1878.7,42.0,124.7,MD,175448.16643636365
Caroline,2010,33937.0,1146.0,3376.8,128.0,377.2,1.0,2.9,2.0,5.9,25.0,73.7,100.0,294.7,1018.0,2999.7,348.0,1025.4,620.0,1826.9,50.0,147.3,MD,167142.5116
Caroline,2011,33379.0,1221.0,3658.0,112.0,335.5,2.0,6.0,2.0,6.0,24.0,71.9,84.0,251.7,1109.0,3322.4,382.0,1144.4,693.0,2076.2,34.0,101.9,MD,161213.15335454547
Caroline,2012,33303.0,1063.0,3191.9,115.0,345.3,3.0,9.0,11.0,33.0,21.0,63.1,80.0,240.2,948.0,2846.6,337.0,1011.9,571.0,1714.6,40.0,120.1,MD,160749.2538583333
Caroline,2013,32665.0,1013.0,3101.2,94.0,287.8,0.0,0.0,8.0,24.5,15.0,45.9,71.0,217.4,919.0,2813.4,244.0,747.0,653.0,1999.1,22.0,67.4,MD,166533.14654545454
Caroline,2014,32662.0,888.0,2718.8,105.0,321.5,2.0,6.1,5.0,15.3,11.0,33.7,87.0,266.4,783.0,2397.3,200.0,612.3,559.0,1711.5,24.0,73.5,MD,172986.7359
Caroline,2015,32308.0,727.0,2250.2,79.0,244.5,0.0,0.0,7.0,21.7,15.0,46.4,57.0,176.4,648.0,2005.7,139.0,430.2,491.0,1519.7,18.0,55.7,MD,174191.45321818182
Caroline,2016,32294.0,729.0,2257.4,62.0,192.0,0.0,0.0,6.0,18.6,5.0,15.5,51.0,157.9,667.0,2065.4,153.0,473.8,487.0,1508.0,27.0,83.6,MD,180698.4557083333
