County/Region,Year,Population,Index Total Count,Index Total Rate,Violent Total Count,Violent Total Rate,Murder Count,Murder Rate,Rape Count,Rape Rate,Robbery Count,Robbery Rate,Agg Assault Count,Agg Assault Rate,Property Total Count,Property Total Rate,Burglary Count,Burglary Rate,Larceny Count,Larceny Rate,MV Theft Count,MV Theft Rate,State
Montgomery,2017,49222,939,1907.7,78,158.5,1,2.0,32,65.0,14,28.4,31,63.0,861,1749.2,121,245.8,717,1456.7,23,46.7,NY
Montgomery,2018,48191,721,1496.1,80,166.0,2,4.2,29,60.2,9,18.7,40,83.0,641,1330.1,115,238.6,501,1039.6,25,51.9,NY
Montgomery,2019,49080,688,1401.8,79,161.0,1,2.0,22,44.8,9,18.3,47,95.8,609,1240.8,74,150.8,500,1018.7,35,71.3,NY
Montgomery,2020,48790,766,1570.0,69,141.4,1,2.0,11,22.5,11,22.5,46,94.3,697,1428.6,90,184.5,576,1180.6,31,63.5,NY
Montgomery,2021,50339,664,1319.1,61,121.2,2,4.0,15,29.8,8,15.9,36,71.5,603,1197.9,68,135.1,495,983.3,40,79.5,NY
Montgomery,2022,50057,666,1330.5,53,105.9,1,2.0,15,30.0,6,12.0,31,61.9,613,1224.6,75,149.8,510,1018.8,28,55.9,NY
Nassau,2000,1360988,25981,1909.0,2389,175.5,25,1.8,116,8.5,1077,79.1,1171,86.0,23592,1733.4,3134,230.3,16739,1229.9,3719,273.3,NY
Nassau,2001,1337000,23077,1726.0,2671,199.8,29,2.2,126,9.4,1097,82.0,1419,106.1,20406,1526.3,3162,236.5,14312,1070.5,2932,219.3,NY
Nassau,2002,1347279,23199,1721.9,2707,200.9,28,2.1,116,8.6,1128,83.7,1435,106.5,20492,1521.0,2812,208.7,14832,1100.9,2848,211.4,NY
Nassau,2003,1347179,22943,1703.0,2598,192.8,24,1.8,119,8.8,1109,82.3,1346,99.9,20345,1510.2,3252,241.4,14417,1070.2,2676,198.6,NY
Nassau,2004,1342044,22317,1662.9,2501,186.4,24,1.8,108,8.0,1039,77.4,1330,99.1,19816,1476.6,2872,214.0,14573,1085.9,2371,176.7,NY
Nassau,2005,1341560,20760,1547.5,2565,191.2,26,1.9,108,8.1,1191,88.8,1240,92.4,18195,1356.3,2789,207.9,13398,998.7,2008,149.7,NY
Nassau,2006,1336706,21231,1588.3,2578,192.9,21,1.6,90,6.7,1266,94.7,1201,89.8,18653,1395.4,2798,209.3,14262,1067.0,1593,119.2,NY
Nassau,2007,1320440,20020,1516.2,2341,177.3,24,1.8,95,7.2,1059,80.2,1163,88.1,17679,1338.9,2396,181.5,13697,1037.3,1586,120.1,NY
Nassau,2008,1354833,21075,1555.5,2309,170.4,29,2.1,75,5.5,1136,83.8,1069,78.9,18766,1385.1,2626,193.8,14690,1084.3,1450,107.0,NY
Nassau,2009,1352956,21828,1613.4,2496,184.5,30,2.2,94,6.9,1200,88.7,1172,86.6,19332,1428.9,2571,190.0,15211,1124.3,1550,114.6,NY
Nassau,2010,1344303,20320,1511.6,2344,174.4,28,2.1,81,6.0,1077,80.1,1158,86.1,17976,1337.2,2653,197.4,14170,1054.1,1153,85.8,NY
Nassau,2011,1345553,19374,1439.9,2226,165.4,23,1.7,63,4.7,1074,79.8,1066,79.2,17148,1274.4,2784,206.9,13314,989.5,1050,78.0,NY
Nassau,2012,1351693,19575,1448.2,2458,181.8,28,2.1,71,5.3,1099,81.3,1260,93.2,17117,1266.3,2743,202.9,13372,989.3,1002,74.1,NY
Nassau,2013,1353478,18683,1380.4,2111,156.0,25,1.8,54,4.0,1043,77.1,989,73.1,16572,1224.4,2355,174.0,13328,984.7,889,65.7,NY
Nassau,2014,1357041,17680,1302.8,2043,150.5,18,1.3,60,4.4,937,69.0,1028,75.8,15637,1152.3,1931,142.3,12836,945.9,870,64.1,NY
Nassau,2015,1360265,16358,1202.6,1984,145.9,21,1.5,80,5.9,832,61.2,1051,77.3,14374,1056.7,1709,125.6,11981,880.8,684,50.3,NY
Nassau,2016,1356246,15278,1126.5,1826,134.6,20,1.5,62,4.6,734,54.1,1010,74.5,13452,991.9,1483,109.3,11278,831.6,691,50.9,NY
Nassau,2017,1367901,14039,1026.3,1650,120.6,17,1.2,41,3.0,599,43.8,993,72.6,12389,905.7,1114,81.4,10621,776.4,654,47.8,NY
Nassau,2018,1347772,13383,993.0,1509,112.0,15,1.1,28,2.1,511,37.9,955,70.9,11874,881.0,1017,75.5,10190,756.1,667,49.5,NY
Nassau,2019,1352968,13387,989.5,1644,121.5,16,1.2,57,4.2,490,36.2,1081,79.9,11743,867.9,870,64.3,10234,756.4,639,47.2,NY
Nassau,2020,1349999,12244,907.0,1826,135.3,23,1.7,54,4.0,523,38.7,1226,90.8,10418,771.7,975,72.2,8741,647.5,702,52.0,NY
Nassau,2021,1387608,12538,903.6,1915,138.0,19,1.4,172,12.4,445,32.1,1279,92.2,10623,765.6,838,60.4,9156,659.8,629,45.3,NY
Nassau,2022,1398295,18509,1323.7,2268,162.2,9,0.6,107,7.7,635,45.4,1517,108.5,16241,1161.5,1125,80.5,14149,1011.9,967,69.2,NY
New York,2000,1572542,79279,5041.5,15583,990.9,104,6.6,265,16.9,7129,453.3,8085,514.1,63696,4050.5,7075,449.9,52453,3335.6,4168,265.0,NY
New York,2001,1628673,72996,4481.9,14248,874.8,104,6.4,249,15.3,6130,376.4,7765,476.8,58748,3607.1,6241,383.2,49020,3009.8,3487,214.1,NY
New York,2002,1641192,68152,4152.6,13211,805.0,84,5.1,290,17.7,5965,363.5,6872,418.7,54941,3347.6,5771,351.6,45801,2790.7,3369,205.3,NY
New York,2003,1546731,64456,4167.2,12179,787.4,95,6.1,343,22.2,5617,363.2,6124,395.9,52277,3379.8,5765,372.7,43531,2814.4,2981,192.7,NY
New York,2004,1563556,62731,4012.1,11414,730.0,90,5.8,357,22.8,5288,338.2,5679,363.2,51317,3282.1,5256,336.2,43504,2782.4,2557,163.5,NY
New York,2005,1590675,59682,3752.0,11180,702.8,91,5.7,322,20.2,5531,347.7,5236,329.2,48502,3049.1,4703,295.7,41712,2622.3,2087,131.2,NY
New York,2006,1600341,56255,3515.2,10662,666.2,111,6.9,222,13.9,5083,317.6,5246,327.8,45593,2849.0,4631,289.4,39225,2451.0,1737,108.5,NY
New York,2007,1611158,55098,3419.8,10055,624.1,69,4.3,202,12.5,4676,290.2,5108,317.0,45043,2795.7,3794,235.5,39743,2466.7,1506,93.5,NY
New York,2008,1634686,54731,3348.1,9176,561.3,62,3.8,212,13.0,4460,272.8,4442,271.7,45555,2786.8,3845,235.2,40380,2470.2,1330,81.4,NY
New York,2009,1642066,52899,3221.5,8710,530.4,59,3.6,191,11.6,3781,230.3,4679,284.9,44189,2691.1,3612,220.0,39495,2405.2,1082,65.9,NY
New York,2010,1618207,51297,3170.0,8829,545.6,70,4.3,282,17.4,3787,234.0,4690,289.8,42468,2624.4,2967,183.4,38514,2380.0,987,61.0,NY
New York,2011,1593000,50858,3192.6,9021,566.3,71,4.5,288,18.1,3648,229.0,5014,314.8,41837,2626.3,3082,193.5,37856,2376.4,899,56.4,NY
New York,2012,1608042,51756,3218.6,9102,566.0,63,3.9,295,18.3,3581,222.7,5163,321.1,42654,2652.5,3085,191.8,38735,2408.8,834,51.9,NY
New York,2013,1620452,51872,3201.1,8708,537.4,39,2.4,236,14.6,3340,206.1,5093,314.3,43164,2663.7,2775,171.2,39647,2446.7,742,45.8,NY
New York,2014,1635470,47566,2908.4,8327,509.2,37,2.3,243,14.9,2909,177.9,5138,314.2,39239,2399.2,2678,163.7,35791,2188.4,770,47.1,NY
New York,2015,1647788,47307,2870.9,8789,533.4,41,2.5,467,28.3,3148,191.0,5133,311.5,38518,2337.6,2538,154.0,35156,2133.5,824,50.0,NY
New York,2016,1647694,46653,2831.4,8839,536.4,41,2.5,494,30.0,2929,177.8,5375,326.2,37814,2295.0,2206,133.9,34867,2116.1,741,45.0,NY
New York,2017,1663498,47146,2834.1,8671,521.3,46,2.8,530,31.9,2749,165.3,5346,321.4,38475,2312.9,2215,133.2,35622,2141.4,638,38.4,NY
New York,2018,1645512,49830,3028.2,8951,544.0,31,1.9,640,38.9,2731,166.0,5549,337.2,40879,2484.3,2455,149.2,37682,2290.0,742,45.1,NY
New York,2019,1638724,49858,3042.5,9779,596.7,52,3.2,527,32.2,3115,190.1,6085,371.3,40079,2445.7,2333,142.4,37064,2261.8,682,41.6,NY
New York,2020,1623340,47676,2936.9,9264,570.7,84,5.2,430,26.5,3053,188.1,5697,350.9,38412,2366.2,4449,274.1,32568,2006.2,1395,85.9,NY
New York,2021,1578342,53543,3392.4,11721,742.6,92,5.8,484,30.7,3562,225.7,7583,480.4,41822,2649.7,3485,220.8,36710,2325.9,1627,103.1,NY
New York,2022,1577252,69454,4403.5,12985,823.3,78,4.9,567,35.9,4176,264.8,8164,517.6,56469,3580.2,4565,289.4,49931,3165.7,1973,125.1,NY
Niagara,2000,225428,7259,3220.1,725,321.6,2,0.9,43,19.1,198,87.8,482,213.8,6534,2898.5,1424,631.7,4580,2031.7,530,235.1,NY
Niagara,2001,220251,7946,3607.7,733,332.8,5,2.3,52,23.6,237,107.6,439,199.3,7213,3274.9,1546,701.9,5088,2310.1,579,262.9,NY
Niagara,2002,221944,7964,3588.3,815,367.2,6,2.7,45,20.3,234,105.4,530,238.8,7149,3221.1,1548,697.5,4978,2242.9,623,280.7,NY
Niagara,2003,218470,7613,3484.7,879,402.3,9,4.1,80,36.6,260,119.0,530,242.6,6734,3082.3,1604,734.2,4624,2116.5,506,231.6,NY
Niagara,2004,218570,7860,3596.1,895,409.5,8,3.7,65,29.7,250,114.4,572,261.7,6965,3186.6,1545,706.9,4879,2232.2,541,247.5,NY
Niagara,2005,218372,7297,3341.5,970,444.2,7,3.2,70,32.1,320,146.5,573,262.4,6327,2897.3,1449,663.5,4445,2035.5,433,198.3,NY
Niagara,2006,217589,7120,3272.2,900,413.6,5,2.3,68,31.3,273,125.5,554,254.6,6220,2858.6,1598,734.4,4239,1948.2,383,176.0,NY
Niagara,2007,215039,6955,3234.3,763,354.8,4,1.9,70,32.6,203,94.4,486,226.0,6192,2879.5,1448,673.4,4374,2034.0,370,172.1,NY
Niagara,2008,214193,7167,3346.0,763,356.2,5,2.3,37,17.3,214,99.9,507,236.7,6404,2989.8,1676,782.5,4426,2066.4,302,141.0,NY
Niagara,2009,213831,7173,3354.5,847,396.1,9,4.2,48,22.4,237,110.8,553,258.6,6326,2958.4,1628,761.3,4433,2073.1,265,123.9,NY
Niagara,2010,211650,7209,3406.1,835,394.5,5,2.4,54,25.5,248,117.2,528,249.5,6374,3011.6,1708,807.0,4421,2088.8,245,115.8,NY
Niagara,2011,217442,7232,3325.9,810,372.5,5,2.3,64,29.4,230,105.8,511,235.0,6422,2953.4,1606,738.6,4522,2079.6,294,135.2,NY
Niagara,2012,217177,6954,3202.0,819,377.1,4,1.8,48,22.1,207,95.3,560,257.9,6135,2824.9,1437,661.7,4472,2059.1,226,104.1,NY
Niagara,2013,214912,6655,3096.6,798,371.3,4,1.9,37,17.2,240,111.7,517,240.6,5857,2725.3,1312,610.5,4323,2011.5,222,103.3,NY
Niagara,2014,214023,6225,2908.6,798,372.9,7,3.3,33,15.4,235,109.8,523,244.4,5427,2535.7,1231,575.2,3942,1841.9,254,118.7,NY
Niagara,2015,212368,5921,2788.1,779,366.8,5,2.4,80,37.7,206,97.0,488,229.8,5142,2421.3,1091,513.7,3838,1807.2,213,100.3,NY
Niagara,2016,210491,6145,2919.4,850,403.8,4,1.9,68,32.3,280,133.0,498,236.6,5295,2515.5,1061,504.1,3912,1858.5,322,153.0,NY
Niagara,2017,211460,5598,2647.3,785,371.2,4,1.9,85,40.2,201,95.1,495,234.1,4813,2276.1,865,409.1,3669,1735.1,279,131.9,NY
Niagara,2018,206655,4429,2143.2,625,302.4,4,1.9,96,46.5,158,76.5,367,177.6,3804,1840.7,535,258.9,2984,1444.0,285,137.9,NY
Niagara,2019,208537,4172,2000.6,632,303.1,3,1.4,87,41.7,134,64.3,408,195.6,3540,1697.5,473,226.8,2874,1378.2,193,92.5,NY
Niagara,2020,207172,4771,2302.9,661,319.1,16,7.7,97,46.8,141,68.1,407,196.5,4110,1983.9,569,274.7,3168,1529.2,373,180.0,NY
Niagara,2021,213024,3852,1808.2,630,295.7,11,5.2,95,44.6,87,40.8,437,205.1,3222,1512.5,468,219.7,2448,1149.2,306,143.6,NY
Niagara,2022,212646,3965,1864.6,631,296.7,9,4.2,77,36.2,85,40.0,460,216.3,3334,1567.9,512,240.8,2484,1168.1,338,158.9,NY
Oneida,2000,239559,6451,2692.9,577,240.9,10,4.2,58,24.2,201,83.9,308,128.6,5874,2452.0,1333,556.4,4267,1781.2,274,114.4,NY
Oneida,2001,235902,6726,2851.2,602,255.2,11,4.7,76,32.2,223,94.5,292,123.8,6124,2596.0,1339,567.6,4503,1908.8,282,119.5,NY
Oneida,2002,237716,6787,2855.1,689,289.8,6,2.5,68,28.6,237,99.7,378,159.0,6098,2565.2,1507,633.9,4343,1827.0,248,104.3,NY
Oneida,2003,235366,6394,2716.6,700,297.4,9,3.8,75,31.9,222,94.3,394,167.4,5694,2419.2,1424,605.0,4000,1699.5,270,114.7,NY
Oneida,2004,234825,6398,2724.6,546,232.5,6,2.6,63,26.8,168,71.5,309,131.6,5852,2492.1,1273,542.1,4302,1832.0,277,118.0,NY
Oneida,2005,235299,6301,2677.9,514,218.4,10,4.2,57,24.2,156,66.3,291,123.7,5787,2459.4,1161,493.4,4424,1880.2,202,85.8,NY
Oneida,2006,234732,6369,2713.3,664,282.9,10,4.3,36,15.3,162,69.0,456,194.3,5705,2430.4,1390,592.2,4056,1727.9,259,110.3,NY
Oneida,2007,233118,6915,2966.3,700,300.3,10,4.3,38,16.3,173,74.2,479,205.5,6215,2666.0,1479,634.4,4467,1916.2,269,115.4,NY
Oneida,2008,231868,6610,2850.8,672,289.8,9,3.9,48,20.7,216,93.2,399,172.1,5938,2560.9,1314,566.7,4415,1904.1,209,90.1,NY
Oneida,2009,231141,6565,2840.3,644,278.6,8,3.5,43,18.6,178,77.0,415,179.5,5921,2561.6,1091,472.0,4688,2028.2,142,61.4,NY
Oneida,2010,228059,6238,2735.3,587,257.4,7,3.1,46,20.2,175,76.7,359,157.4,5651,2477.9,1208,529.7,4277,1875.4,166,72.8,NY
Oneida,2011,235934,5939,2517.2,551,233.5,7,3.0,37,15.7,130,55.1,377,159.8,5388,2283.7,1233,522.6,4004,1697.1,151,64.0,NY
Oneida,2012,235552,6389,2712.4,595,252.6,2,0.8,44,18.7,164,69.6,385,163.4,5794,2459.8,1212,514.5,4387,1862.4,195,82.8,NY
Oneida,2013,233394,5990,2566.5,537,230.1,13,5.6,45,19.3,136,58.3,343,147.0,5453,2336.4,1056,452.5,4228,1811.5,169,72.4,NY
Oneida,2014,233634,5766,2468.0,560,239.7,9,3.9,41,17.5,152,65.1,358,153.2,5206,2228.3,1050,449.4,3984,1705.2,172,73.6,NY
Oneida,2015,231920,5456,2352.5,585,252.2,8,3.4,141,60.8,110,47.4,326,140.6,4871,2100.3,883,380.7,3817,1645.8,171,73.7,NY
Oneida,2016,230500,5232,2269.8,660,286.3,4,1.7,160,69.4,141,61.2,355,154.0,4572,1983.5,854,370.5,3565,1546.6,153,66.4,NY
Oneida,2017,231112,4782,2069.1,696,301.2,4,1.7,204,88.3,109,47.2,379,164.0,4086,1768.0,667,288.6,3290,1423.6,129,55.8,NY
Oneida,2018,226517,4652,2053.7,649,286.5,7,3.1,194,85.6,105,46.4,343,151.4,4003,1767.2,609,268.9,3233,1427.3,161,71.1,NY
Oneida,2019,227680,4559,2002.4,641,281.5,8,3.5,137,60.2,167,73.3,329,144.5,3918,1720.8,489,214.8,3264,1433.6,165,72.5,NY
Oneida,2020,226556,4467,1971.7,558,246.3,13,5.7,112,49.4,91,40.2,342,151.0,3909,1725.4,484,213.6,3217,1420.0,208,91.8,NY
Oneida,2021,232534,4928,2119.3,672,289.0,10,4.3,177,76.1,113,48.6,372,160.0,4256,1830.3,481,206.9,3427,1473.8,348,149.7,NY
Oneida,2022,230586,5035,2183.6,665,288.4,3,1.3,164,71.1,111,48.1,387,167.8,4370,1895.2,503,218.1,3590,1556.9,277,120.1,NY
Onondaga,2000,475767,16445,3456.5,2001,420.6,21,4.4,85,17.9,541,113.7,1354,284.6,14444,3035.9,2980,626.4,10426,2191.4,1038,218.2,NY
Onondaga,2001,459179,17509,3813.1,2023,440.6,22,4.8,82,17.9,695,151.4,1224,266.6,15486,3372.5,3200,696.9,11104,2418.2,1182,257.4,NY
Onondaga,2002,462710,17635,3811.2,1967,425.1,28,6.1,90,19.5,669,144.6,1180,255.0,15668,3386.1,3068,663.1,11060,2390.3,1540,332.8,NY
Onondaga,2003,461560,16123,3493.2,1762,381.7,18,3.9,95,20.6,601,130.2,1048,227.1,14361,3111.4,3153,683.1,9817,2126.9,1391,301.4,NY
Onondaga,2004,461404,14241,3086.4,1674,362.8,21,4.6,112,24.3,525,113.8,1016,220.2,12567,2723.6,2722,589.9,8530,1848.7,1315,285.0,NY
Onondaga,2005,460464,13906,3020.0,1969,427.6,19,4.1,115,25.0,651,141.4,1184,257.1,11937,2592.4,2785,604.8,8022,1742.2,1130,245.4,NY
Onondaga,2006,459279,14204,3092.7,1885,410.4,17,3.7,99,21.6,659,143.5,1110,241.7,12319,2682.2,2913,634.3,8475,1845.3,931,202.7,NY
Onondaga,2007,455272,13260,2912.5,1815,398.7,24,5.3,114,25.0,523,114.9,1154,253.5,11445,2513.9,2735,600.7,7939,1743.8,771,169.3,NY
Onondaga,2008,453316,13460,2969.2,1728,381.2,27,6.0,114,25.1,505,111.4,1082,238.7,11732,2588.0,2819,621.9,8226,1814.6,687,151.5,NY
Onondaga,2009,451917,13397,2964.5,1675,370.6,20,4.4,99,21.9,499,110.4,1057,233.9,11722,2593.8,3020,668.3,8214,1817.6,488,108.0,NY
Onondaga,2010,449339,13005,2894.3,1608,357.9,17,3.8,105,23.4,463,103.0,1023,227.7,11397,2536.4,3038,676.1,7818,1739.9,541,120.4,NY
Onondaga,2011,469125,12862,2741.7,1656,353.0,14,3.0,113,24.1,464,98.9,1065,227.0,11206,2388.7,2631,560.8,8075,1721.3,500,106.6,NY
Onondaga,2012,469480,13645,2906.4,1752,373.2,15,3.2,110,23.4,537,114.4,1090,232.2,11893,2533.2,2961,630.7,8350,1778.6,582,124.0,NY
Onondaga,2013,467218,13987,2993.7,1491,319.1,25,5.4,104,22.3,469,100.4,893,191.1,12496,2674.6,2642,565.5,9312,1993.1,542,116.0,NY
Onondaga,2014,469355,12957,2760.6,1493,318.1,20,4.3,82,17.5,497,105.9,894,190.5,11464,2442.5,2249,479.2,8715,1856.8,500,106.5,NY
Onondaga,2015,467471,11574,2475.9,1500,320.9,24,5.1,149,31.9,432,92.4,895,191.5,10074,2155.0,1850,395.7,7785,1665.3,439,93.9,NY
Onondaga,2016,465564,11116,2387.6,1415,303.9,34,7.3,156,33.5,398,85.5,827,177.6,9701,2083.7,1684,361.7,7505,1612.0,512,110.0,NY
Onondaga,2017,467033,10893,2332.4,1429,306.0,24,5.1,211,45.2,355,76.0,839,179.6,9464,2026.4,1744,373.4,7146,1530.1,574,122.9,NY
Onondaga,2018,456375,9949,2180.0,1374,301.1,28,6.1,194,42.5,336,73.6,816,178.8,8575,1878.9,1307,286.4,6557,1436.8,711,155.8,NY
Onondaga,2019,458568,9917,2162.6,1523,332.1,19,4.1,228,49.7,313,68.3,963,210.0,8394,1830.5,1295,282.4,6317,1377.5,782,170.5,NY
Onondaga,2020,456836,9983,2185.2,1619,354.4,32,7.0,181,39.6,283,61.9,1123,245.8,8364,1830.9,1492,326.6,5944,1301.1,928,203.1,NY
Onondaga,2021,470355,9111,1937.0,1678,356.8,33,7.0,160,34.0,342,72.7,1143,243.0,7433,1580.3,1364,290.0,5132,1091.1,937,199.2,NY
Onondaga,2022,474377,10236,2157.8,1723,363.2,21,4.4,177,37.3,365,76.9,1160,244.5,8513,1794.6,1665,351.0,5906,1245.0,942,198.6,NY
Ontario,2000,104068,1976,1898.8,107,102.8,2,1.9,12,11.5,26,25.0,67,64.4,1869,1795.9,289,277.7,1508,1449.1,72,69.2,NY
Ontario,2001,100408,2011,2002.8,97,96.6,1,1.0,12,12.0,18,17.9,66,65.7,1914,1906.2,275,273.9,1559,1552.7,80,79.7,NY
Ontario,2002,101181,2067,2042.9,102,100.8,0,0.0,16,15.8,21,20.8,65,64.2,1965,1942.1,331,327.1,1563,1544.8,71,70.2,NY
Ontario,2003,101740,2103,2067.0,118,116.0,0,0.0,17,16.7,24,23.6,77,75.7,1985,1951.1,339,333.2,1568,1541.2,78,76.7,NY
Ontario,2004,102642,1806,1759.5,88,85.7,5,4.9,8,7.8,16,15.6,59,57.5,1718,1673.8,363,353.7,1283,1250.0,72,70.1,NY
Ontario,2005,103652,1725,1664.2,110,106.1,0,0.0,21,20.3,23,22.2,66,63.7,1615,1558.1,341,329.0,1212,1169.3,62,59.8,NY
Ontario,2006,104741,1889,1803.5,130,124.1,1,1.0,28,26.7,22,21.0,79,75.4,1759,1679.4,388,370.4,1286,1227.8,85,81.2,NY
Ontario,2007,104638,1814,1733.6,99,94.6,3,2.9,14,13.4,18,17.2,64,61.2,1715,1639.0,387,369.8,1289,1231.9,39,37.3,NY
Ontario,2008,104379,1897,1817.4,108,103.5,0,0.0,22,21.1,29,27.8,57,54.6,1789,1713.9,322,308.5,1430,1370.0,37,35.4,NY
Ontario,2009,104919,1870,1782.3,139,132.5,4,3.8,23,21.9,33,31.5,79,75.3,1731,1649.8,300,285.9,1397,1331.5,34,32.4,NY
Ontario,2010,105010,1995,1899.8,128,121.9,1,1.0,28,26.7,24,22.9,75,71.4,1867,1777.9,336,320.0,1495,1423.7,36,34.3,NY
Ontario,2011,108416,2103,1939.8,150,138.4,0,0.0,24,22.1,37,34.1,89,82.1,1953,1801.4,410,378.2,1502,1385.4,41,37.8,NY
Ontario,2012,109111,2175,1993.4,150,137.5,2,1.8,36,33.0,22,20.2,90,82.5,2025,1855.9,432,395.9,1552,1422.4,41,37.6,NY
Ontario,2013,108796,2096,1926.5,122,112.1,1,0.9,20,18.4,31,28.5,70,64.3,1974,1814.4,388,356.6,1549,1423.8,37,34.0,NY
Ontario,2014,109535,2182,1992.1,130,118.7,0,0.0,31,28.3,14,12.8,85,77.6,2052,1873.4,360,328.7,1663,1518.2,29,26.5,NY
Ontario,2015,109863,1835,1670.3,144,131.1,1,0.9,54,49.2,23,20.9,66,60.1,1691,1539.2,352,320.4,1314,1196.0,25,22.8,NY
Ontario,2016,109105,1866,1710.3,164,150.3,1,0.9,78,71.5,18,16.5,67,61.4,1702,1560.0,303,277.7,1365,1251.1,34,31.2,NY
Ontario,2017,110349,1623,1470.8,135,122.3,2,1.8,58,52.6,16,14.5,59,53.5,1488,1348.4,257,232.9,1194,1082.0,37,33.5,NY
Ontario,2018,108085,1462,1352.6,130,120.3,1,0.9,55,50.9,12,11.1,62,57.4,1332,1232.4,209,193.4,1097,1014.9,26,24.1,NY
Ontario,2019,109474,1472,1344.6,166,151.6,2,1.8,75,68.5,14,12.8,75,68.5,1306,1193.0,184,168.1,1095,1000.2,27,24.7,NY
Ontario,2020,109258,1514,1385.7,168,153.8,2,1.8,73,66.8,12,11.0,81,74.1,1346,1231.9,187,171.2,1116,1021.4,43,39.4,NY
Ontario,2021,113163,1451,1282.2,170,150.2,1,0.9,68,60.1,13,11.5,88,77.8,1281,1132.0,178,157.3,1057,934.1,46,40.6,NY
Ontario,2022,113389,1513,1334.3,201,177.3,1,0.9,69,60.9,12,10.6,119,104.9,1312,1157.1,169,149.0,1085,956.9,58,51.2,NY
Orange,2000,348522,8755,2512.0,1014,290.9,5,1.4,51,14.6,277,79.5,681,195.4,7741,2221.1,1320,378.7,6084,1745.7,337,96.7,NY
Orange,2001,341995,8601,2514.9,1036,302.9,17,5.0,66,19.3,232,67.8,721,210.8,7565,2212.0,1267,370.5,5979,1748.3,319,93.3,NY
Orange,2002,344624,8722,2530.9,1240,359.8,16,4.6,76,22.1,294,85.3,854,247.8,7482,2171.1,1288,373.7,5827,1690.8,367,106.5,NY
Orange,2003,357380,7902,2211.1,932,260.8,5,1.4,71,19.9,206,57.6,650,181.9,6970,1950.3,1172,327.9,5385,1506.8,413,115.6,NY
Orange,2004,363853,7360,2022.8,930,255.6,11,3.0,80,22.0,219,60.2,620,170.4,6430,1767.2,963,264.7,5078,1395.6,389,106.9,NY
Orange,2005,370883,8169,2202.6,976,263.2,8,2.2,81,21.8,331,89.2,556,149.9,7193,1939.4,1099,296.3,5705,1538.2,389,104.9,NY
Orange,2006,373891,8351,2233.5,971,259.7,8,2.1,61,16.3,340,90.9,562,150.3,7380,1973.8,1204,322.0,5855,1566.0,321,85.9,NY
Orange,2007,380352,8781,2308.7,1042,274.0,9,2.4,77,20.2,322,84.7,634,166.7,7739,2034.7,1299,341.5,6099,1603.5,341,89.7,NY
Orange,2008,381554,9184,2407.0,1039,272.3,13,3.4,69,18.1,330,86.5,627,164.3,8145,2134.7,1296,339.7,6522,1709.3,327,85.7,NY
Orange,2009,383829,8766,2283.8,942,245.4,9,2.3,46,12.0,321,83.6,566,147.5,7824,2038.4,1097,285.8,6464,1684.1,263,68.5,NY
Orange,2010,383475,9079,2367.6,996,259.7,17,4.4,51,13.3,338,88.1,590,153.9,8083,2107.8,1230,320.8,6614,1724.8,239,62.3,NY
Orange,2011,374489,9008,2405.4,1016,271.3,9,2.4,59,15.8,393,104.9,555,148.2,7992,2134.1,1409,376.2,6346,1694.6,237,63.3,NY
Orange,2012,376895,9496,2519.5,1077,285.8,9,2.4,67,17.8,373,99.0,628,166.6,8419,2233.8,1352,358.7,6828,1811.6,239,63.4,NY
Orange,2013,375281,8589,2288.7,868,231.3,12,3.2,74,19.7,277,73.8,505,134.6,7721,2057.4,1195,318.4,6309,1681.1,217,57.8,NY
Orange,2014,376716,7852,2084.3,831,220.6,7,1.9,59,15.7,239,63.4,526,139.6,7021,1863.7,974,258.6,5855,1554.2,192,51.0,NY
Orange,2015,376037,7244,1926.4,918,244.1,6,1.6,144,38.3,218,58.0,550,146.3,6326,1682.3,862,229.2,5280,1404.1,184,48.9,NY
Orange,2016,375993,7311,1944.5,904,240.4,11,2.9,132,35.1,234,62.2,527,140.2,6407,1704.0,774,205.9,5436,1445.8,197,52.4,NY
Orange,2017,381037,6758,1773.6,875,229.6,8,2.1,165,43.3,198,52.0,504,132.3,5883,1543.9,616,161.7,5092,1336.4,175,45.9,NY
Orange,2018,376306,5945,1579.8,793,210.7,5,1.3,138,36.7,182,48.4,468,124.4,5152,1369.1,562,149.3,4446,1181.5,144,38.3,NY
Orange,2019,380924,5256,1379.8,727,190.9,11,2.9,146,38.3,132,34.7,438,115.0,4529,1189.0,418,109.7,3997,1049.3,114,29.9,NY
Orange,2020,383786,4854,1264.8,673,175.4,9,2.3,131,34.1,114,29.7,419,109.2,4181,1089.4,436,113.6,3546,924.0,199,51.9,NY
Orange,2021,396521,4883,1231.5,764,192.7,6,1.5,135,34.0,149,37.6,474,119.5,4119,1038.8,361,91.0,3585,904.1,173,43.6,NY
Orange,2022,410825,5099,1241.2,742,180.6,9,2.2,134,32.6,126,30.7,473,115.1,4357,1060.5,357,86.9,3790,922.5,210,51.1,NY
Orleans,2000,46952,689,1467.5,57,121.4,1,2.1,1,2.1,6,12.8,49,104.4,632,1346.1,102,217.2,518,1103.3,12,25.6,NY
Orleans,2001,44252,572,1292.6,65,146.9,1,2.3,4,9.0,9,20.3,51,115.2,507,1145.7,130,293.8,362,818.0,15,33.9,NY
