County/Region,Year,Population,Index Total Count,Index Total Rate,Violent Total Count,Violent Total Rate,Murder Count,Murder Rate,Rape Count,Rape Rate,Robbery Count,Robbery Rate,Agg Assault Count,Agg Assault Rate,Property Total Count,Property Total Rate,Burglary Count,Burglary Rate,Larceny Count,Larceny Rate,MV Theft Count,MV Theft Rate,State
Broome,2001,200905,5830,2901.9,443,220.5,3,1.5,59,29.4,93,46.3,288,143.4,5387,2681.4,772,384.3,4458,2219.0,157,78.1,NY
Broome,2002,202449,6288,3106.0,468,231.2,9,4.4,56,27.7,128,63.2,275,135.8,5820,2874.8,767,378.9,4872,2406.5,181,89.4,NY
Broome,2003,200665,6062,3021.0,407,202.8,3,1.5,51,25.4,122,60.8,231,115.1,5655,2818.1,694,345.9,4818,2401.0,143,71.3,NY
Broome,2004,199744,5909,2958.3,328,164.2,2,1.0,52,26.0,89,44.6,185,92.6,5581,2794.1,712,356.5,4720,2363.0,149,74.6,NY
Broome,2005,197979,6129,3095.8,409,206.6,6,3.0,58,29.3,99,50.0,246,124.3,5720,2889.2,751,379.3,4865,2457.3,104,52.5,NY
Broome,2006,197474,6625,3354.9,504,255.2,6,3.0,64,32.4,116,58.7,318,161.0,6121,3099.6,869,440.1,5124,2594.8,128,64.8,NY
Broome,2007,195161,6023,3086.2,459,235.2,4,2.0,65,33.3,109,55.9,281,144.0,5564,2851.0,752,385.3,4693,2404.7,119,61.0,NY
Broome,2008,195377,6863,3512.7,555,284.1,2,1.0,76,38.9,130,66.5,347,177.6,6308,3228.6,960,491.4,5221,2672.3,127,65.0,NY
Broome,2009,194381,6171,3174.7,458,235.6,20,10.3,42,21.6,94,48.4,302,155.4,5713,2939.1,826,424.9,4781,2459.6,106,54.5,NY
Broome,2010,191892,6207,3234.6,499,260.0,7,3.6,45,23.5,116,60.5,331,172.5,5708,2974.6,974,507.6,4646,2421.2,88,45.9,NY
Broome,2011,201502,6643,3296.7,521,258.6,3,1.5,56,27.8,126,62.5,336,166.7,6122,3038.2,1066,529.0,4940,2451.6,116,57.6,NY
Broome,2012,200105,6897,3446.7,604,301.8,7,3.5,59,29.5,133,66.5,405,202.4,6293,3144.8,1253,626.2,4899,2448.2,141,70.5,NY
Broome,2013,197527,6706,3395.0,512,259.2,8,4.1,51,25.8,153,77.5,300,151.9,6194,3135.8,1162,588.3,4903,2482.2,129,65.3,NY
Broome,2014,197126,6318,3205.1,496,251.6,4,2.0,46,23.3,130,65.9,316,160.3,5822,2953.4,879,445.9,4807,2438.5,136,69.0,NY
Broome,2015,196201,6459,3292.0,623,317.5,7,3.6,154,78.5,148,75.4,314,160.0,5836,2974.5,932,475.0,4791,2441.9,113,57.6,NY
Broome,2016,194518,5424,2788.4,640,329.0,5,2.6,128,65.8,142,73.0,365,187.6,4784,2459.4,993,510.5,3602,1851.8,189,97.2,NY
Broome,2017,194923,5584,2864.7,697,357.6,4,2.1,150,77.0,138,70.8,405,207.8,4887,2507.1,790,405.3,3952,2027.5,145,74.4,NY
Broome,2018,189067,5134,2715.4,602,318.4,8,4.2,126,66.6,110,58.2,358,189.4,4532,2397.0,753,398.3,3633,1921.5,146,77.2,NY
Broome,2019,189538,5173,2729.3,623,328.7,3,1.6,138,72.8,101,53.3,381,201.0,4550,2400.6,730,385.1,3677,1940.0,143,75.4,NY
Broome,2020,188206,5181,2752.8,660,350.7,5,2.7,126,66.9,78,41.4,451,239.6,4521,2402.2,669,355.5,3635,1931.4,217,115.3,NY
Broome,2021,193265,4648,2405.0,651,336.8,5,2.6,132,68.3,84,43.5,430,222.5,3997,2068.1,631,326.5,3182,1646.4,184,95.2,NY
Broome,2022,197764,5148,2603.1,639,323.1,4,2.0,122,61.7,72,36.4,441,223.0,4509,2280.0,629,318.1,3648,1844.6,232,117.3,NY
Cattaraugus,2000,88097,1881,2135.1,194,220.2,1,1.1,16,18.2,15,17.0,162,183.9,1687,1914.9,348,395.0,1297,1472.2,42,47.7,NY
Cattaraugus,2001,84109,1897,2255.4,190,225.9,1,1.2,20,23.8,9,10.7,160,190.2,1707,2029.5,315,374.5,1330,1581.3,62,73.7,NY
Cattaraugus,2002,84756,2102,2480.1,215,253.7,1,1.2,24,28.3,17,20.1,173,204.1,1887,2226.4,364,429.5,1472,1736.8,51,60.2,NY
Cattaraugus,2003,83411,2325,2787.4,205,245.8,1,1.2,22,26.4,14,16.8,168,201.4,2120,2541.6,443,531.1,1638,1963.8,39,46.8,NY
Cattaraugus,2004,83515,2481,2970.7,211,252.6,3,3.6,21,25.1,12,14.4,175,209.5,2270,2718.1,372,445.4,1850,2215.2,48,57.5,NY
Cattaraugus,2005,83298,2394,2874.0,200,240.1,1,1.2,34,40.8,8,9.6,157,188.5,2194,2633.9,412,494.6,1718,2062.5,64,76.8,NY
Cattaraugus,2006,80814,2239,2770.6,165,204.2,0,0.0,21,26.0,16,19.8,128,158.4,2074,2566.4,441,545.7,1584,1960.1,49,60.6,NY
Cattaraugus,2007,79103,2114,2672.5,149,188.4,2,2.5,14,17.7,24,30.3,109,137.8,1965,2484.1,440,556.2,1465,1852.0,60,75.9,NY
Cattaraugus,2008,77775,1930,2481.5,215,276.4,2,2.6,24,30.9,20,25.7,169,217.3,1715,2205.1,383,492.4,1280,1645.8,52,66.9,NY
Cattaraugus,2009,77397,1855,2396.7,184,237.7,1,1.3,25,32.3,13,16.8,145,187.3,1671,2159.0,309,399.2,1324,1710.7,38,49.1,NY
Cattaraugus,2010,76602,2019,2635.7,181,236.3,1,1.3,22,28.7,15,19.6,143,186.7,1838,2399.4,431,562.6,1365,1781.9,42,54.8,NY
Cattaraugus,2011,78771,1925,2443.8,162,205.7,1,1.3,16,20.3,17,21.6,128,162.5,1763,2238.1,360,457.0,1368,1736.7,35,44.4,NY
Cattaraugus,2012,78364,2087,2663.2,149,190.1,1,1.3,20,25.5,17,21.7,111,141.6,1938,2473.1,432,551.3,1470,1875.9,36,45.9,NY
Cattaraugus,2013,77430,1771,2287.2,115,148.5,0,0.0,13,16.8,11,14.2,91,117.5,1656,2138.7,309,399.1,1285,1659.6,62,80.1,NY
Cattaraugus,2014,76828,1447,1883.4,133,173.1,3,3.9,17,22.1,8,10.4,105,136.7,1314,1710.3,261,339.7,1002,1304.2,51,66.4,NY
Cattaraugus,2015,76211,1299,1704.5,125,164.0,1,1.3,53,69.5,9,11.8,62,81.4,1174,1540.5,214,280.8,926,1215.0,34,44.6,NY
Cattaraugus,2016,75126,1262,1679.8,138,183.7,0,0.0,56,74.5,8,10.6,74,98.5,1124,1496.2,204,271.5,874,1163.4,46,61.2,NY
Cattaraugus,2017,75611,1178,1558.0,130,171.9,2,2.6,48,63.5,12,15.9,68,89.9,1048,1386.0,190,251.3,825,1091.1,33,43.6,NY
Cattaraugus,2018,73692,1105,1499.5,122,165.6,2,2.7,36,48.9,8,10.9,76,103.1,983,1333.9,150,203.5,787,1068.0,46,62.4,NY
Cattaraugus,2019,74208,938,1264.0,151,203.5,0,0.0,34,45.8,8,10.8,109,146.9,787,1060.5,123,165.8,616,830.1,48,64.7,NY
Cattaraugus,2020,73437,876,1192.9,126,171.6,1,1.4,38,51.7,6,8.2,81,110.3,750,1021.3,138,187.9,555,755.7,57,77.6,NY
Cattaraugus,2021,75671,1066,1408.7,151,199.5,1,1.3,30,39.6,10,13.2,110,145.4,915,1209.2,130,171.8,716,946.2,69,91.2,NY
Cattaraugus,2022,74800,1310,1751.3,184,246.0,0,0.0,37,49.5,18,24.1,129,172.5,1126,1505.3,139,185.8,916,1224.6,71,94.9,NY
Cayuga,2000,85205,1899,2228.7,175,205.4,0,0.0,9,10.6,28,32.9,138,162.0,1724,2023.4,311,365.0,1375,1613.8,38,44.6,NY
Cayuga,2001,82114,1906,2321.2,177,215.6,1,1.2,15,18.3,19,23.1,142,172.9,1729,2105.6,306,372.7,1380,1680.6,43,52.4,NY
Cayuga,2002,82745,1844,2228.5,165,199.4,2,2.4,19,23.0,21,25.4,123,148.6,1679,2029.1,342,413.3,1312,1585.6,25,30.2,NY
Cayuga,2003,81701,1813,2219.1,186,227.7,1,1.2,32,39.2,18,22.0,135,165.2,1627,1991.4,340,416.2,1261,1543.4,26,31.8,NY
Cayuga,2004,81883,1770,2161.6,131,160.0,2,2.4,14,17.1,20,24.4,95,116.0,1639,2001.6,318,388.4,1291,1576.6,30,36.6,NY
Cayuga,2005,82033,1848,2252.8,138,168.2,2,2.4,24,29.3,23,28.0,89,108.5,1710,2084.5,366,446.2,1322,1611.5,22,26.8,NY
Cayuga,2006,81672,1960,2399.8,176,215.5,0,0.0,14,17.1,25,30.6,137,167.7,1784,2184.3,352,431.0,1388,1699.5,44,53.9,NY
Cayuga,2007,80918,1847,2282.6,172,212.6,1,1.2,21,26.0,22,27.2,128,158.2,1675,2070.0,294,363.3,1340,1656.0,41,50.7,NY
Cayuga,2008,79812,1853,2321.7,147,184.2,0,0.0,14,17.5,16,20.0,117,146.6,1706,2137.5,359,449.8,1323,1657.6,24,30.1,NY
Cayuga,2009,79569,1660,2086.2,186,233.8,2,2.5,23,28.9,28,35.2,133,167.2,1474,1852.5,325,408.5,1126,1415.1,23,28.9,NY
Cayuga,2010,78400,1765,2251.3,158,201.5,0,0.0,13,16.6,14,17.9,131,167.1,1607,2049.7,305,389.0,1276,1627.6,26,33.2,NY
Cayuga,2011,80386,1717,2135.9,182,226.4,3,3.7,31,38.6,17,21.1,131,163.0,1535,1909.5,306,380.7,1195,1486.6,34,42.3,NY
Cayuga,2012,80168,1808,2255.3,141,175.9,1,1.2,13,16.2,21,26.2,106,132.2,1667,2079.4,305,380.5,1316,1641.6,46,57.4,NY
Cayuga,2013,79520,1517,1907.7,128,161.0,2,2.5,26,32.7,23,28.9,77,96.8,1389,1746.7,269,338.3,1109,1394.6,11,13.8,NY
Cayuga,2014,79512,1556,1956.9,138,173.6,0,0.0,23,28.9,15,18.9,100,125.8,1418,1783.4,232,291.8,1151,1447.6,35,44.0,NY
Cayuga,2015,78420,1553,1980.4,196,249.9,0,0.0,67,85.4,14,17.9,115,146.6,1357,1730.4,224,285.6,1099,1401.4,34,43.4,NY
Cayuga,2016,77462,1428,1843.5,184,237.5,1,1.3,64,82.6,17,21.9,102,131.7,1244,1605.9,241,311.1,972,1254.8,31,40.0,NY
Cayuga,2017,77712,1371,1764.2,248,319.1,1,1.3,81,104.2,23,29.6,143,184.0,1123,1445.1,190,244.5,908,1168.4,25,32.2,NY
Cayuga,2018,75834,1238,1632.5,197,259.8,0,0.0,47,62.0,30,39.6,120,158.2,1041,1372.7,135,178.0,862,1136.7,44,58.0,NY
Cayuga,2019,76385,1218,1594.6,156,204.2,1,1.3,62,81.2,14,18.3,79,103.4,1062,1390.3,128,167.6,896,1173.0,38,49.7,NY
Cayuga,2020,75732,1300,1716.6,215,283.9,2,2.6,70,92.4,19,25.1,124,163.7,1085,1432.7,167,220.5,856,1130.3,62,81.9,NY
Cayuga,2021,77627,1033,1330.7,166,213.8,3,3.9,64,82.4,12,15.5,87,112.1,867,1116.9,119,153.3,699,900.5,49,63.1,NY
Cayuga,2022,76236,974,1277.6,118,154.8,3,3.9,40,52.5,13,17.1,62,81.3,856,1122.8,107,140.4,695,911.6,54,70.8,NY
Chautauqua,2000,143321,3946,2753.3,287,200.2,3,2.1,37,25.8,37,25.8,210,146.5,3659,2553.0,773,539.3,2765,1929.2,121,84.4,NY
Chautauqua,2001,140007,3631,2593.4,350,250.0,4,2.9,44,31.4,58,41.4,244,174.3,3281,2343.5,640,457.1,2518,1798.5,123,87.9,NY
Chautauqua,2002,141084,3575,2534.0,339,240.3,2,1.4,30,21.3,58,41.1,249,176.5,3236,2293.7,659,467.1,2447,1734.4,130,92.1,NY
Chautauqua,2003,138567,3966,2862.2,347,250.4,2,1.4,35,25.3,73,52.7,237,171.0,3619,2611.7,715,516.0,2754,1987.5,150,108.3,NY
Chautauqua,2004,137910,3804,2758.3,347,251.6,1,0.7,42,30.5,71,51.5,233,169.0,3457,2506.7,749,543.1,2601,1886.0,107,77.6,NY
Chautauqua,2005,137464,4003,2912.0,390,283.7,3,2.2,40,29.1,76,55.3,271,197.1,3613,2628.3,813,591.4,2693,1959.1,107,77.8,NY
Chautauqua,2006,136774,3652,2670.1,330,241.3,2,1.5,45,32.9,60,43.9,223,163.0,3322,2428.8,761,556.4,2456,1795.7,105,76.8,NY
Chautauqua,2007,134387,3805,2831.4,341,253.7,1,0.7,50,37.2,48,35.7,242,180.1,3464,2577.6,819,609.4,2540,1890.1,105,78.1,NY
Chautauqua,2008,133217,3734,2802.9,320,240.2,6,4.5,39,29.3,55,41.3,220,165.1,3414,2562.7,836,627.5,2490,1869.1,88,66.1,NY
Chautauqua,2009,133112,3597,2702.2,256,192.3,2,1.5,35,26.3,45,33.8,174,130.7,3341,2509.9,667,501.1,2613,1963.0,61,45.8,NY
Chautauqua,2010,131411,3865,2941.2,312,237.4,2,1.5,42,32.0,65,49.5,203,154.5,3553,2703.7,828,630.1,2640,2009.0,85,64.7,NY
Chautauqua,2011,135511,3687,2720.8,303,223.6,1,0.7,34,25.1,66,48.7,202,149.1,3384,2497.2,862,636.1,2435,1796.9,87,64.2,NY
Chautauqua,2012,135093,3848,2848.4,309,228.7,2,1.5,31,22.9,60,44.4,216,159.9,3539,2619.7,818,605.5,2634,1949.8,87,64.4,NY
Chautauqua,2013,133288,3637,2728.7,274,205.6,2,1.5,30,22.5,65,48.8,177,132.8,3363,2523.1,776,582.2,2540,1905.6,47,35.3,NY
Chautauqua,2014,132852,3535,2660.9,296,222.8,3,2.3,32,24.1,66,49.7,195,146.8,3239,2438.1,740,557.0,2400,1806.5,99,74.5,NY
Chautauqua,2015,131108,3310,2524.6,354,270.0,3,2.3,73,55.7,78,59.5,200,152.5,2956,2254.6,644,491.2,2214,1688.7,98,74.7,NY
Chautauqua,2016,129139,3328,2577.1,356,275.7,4,3.1,84,65.0,65,50.3,203,157.2,2972,2301.4,727,563.0,2140,1657.1,105,81.3,NY
Chautauqua,2017,128942,2791,2164.5,348,269.9,4,3.1,66,51.2,57,44.2,221,171.4,2443,1894.7,513,397.9,1848,1433.2,82,63.6,NY
Chautauqua,2018,125852,2654,2108.8,359,285.3,2,1.6,95,75.5,53,42.1,209,166.1,2295,1823.6,475,377.4,1743,1385.0,77,61.2,NY
Chautauqua,2019,126417,2796,2211.7,305,241.3,2,1.6,70,55.4,33,26.1,200,158.2,2491,1970.5,541,427.9,1877,1484.8,73,57.7,NY
Chautauqua,2020,125262,2941,2347.9,400,319.3,1,0.8,83,66.3,36,28.7,280,223.5,2541,2028.5,543,433.5,1920,1532.8,78,62.3,NY
Chautauqua,2021,128462,2571,2001.4,367,285.7,3,2.3,70,54.5,54,42.0,240,186.8,2204,1715.7,488,379.9,1619,1260.3,97,75.5,NY
Chautauqua,2022,127143,2687,2113.4,351,276.1,3,2.4,70,55.1,32,25.2,246,193.5,2336,1837.3,453,356.3,1755,1380.3,128,100.7,NY
Chemung,2000,95670,2861,2990.5,271,283.3,1,1.0,26,27.2,38,39.7,206,215.3,2590,2707.2,426,445.3,2125,2221.2,39,40.8,NY
Chemung,2001,91238,2814,3084.2,251,275.1,0,0.0,24,26.3,34,37.3,193,211.5,2563,2809.1,375,411.0,2146,2352.1,42,46.0,NY
Chemung,2002,91939,3035,3301.1,308,335.0,2,2.2,33,35.9,43,46.8,230,250.2,2727,2966.1,398,432.9,2269,2467.9,60,65.3,NY
Chemung,2003,90768,2916,3212.6,277,305.2,3,3.3,43,47.4,51,56.2,180,198.3,2639,2907.4,412,453.9,2146,2364.3,81,89.2,NY
Chemung,2004,90587,3070,3389.0,253,279.3,2,2.2,36,39.7,54,59.6,161,177.7,2817,3109.7,429,473.6,2316,2556.7,72,79.5,NY
Chemung,2005,90113,2813,3121.6,211,234.2,5,5.5,28,31.1,46,51.0,132,146.5,2602,2887.5,420,466.1,2117,2349.3,65,72.1,NY
Chemung,2006,89752,2580,2874.6,193,215.0,2,2.2,20,22.3,56,62.4,115,128.1,2387,2659.6,422,470.2,1902,2119.2,63,70.2,NY
Chemung,2007,88057,2606,2959.4,224,254.4,3,3.4,14,15.9,37,42.0,170,193.1,2382,2705.1,406,461.1,1906,2164.5,70,79.5,NY
Chemung,2008,87619,2337,2667.2,204,232.8,4,4.6,18,20.5,37,42.2,145,165.5,2133,2434.4,441,503.3,1653,1886.6,39,44.5,NY
Chemung,2009,87431,2126,2431.6,161,184.1,4,4.6,13,14.9,29,33.2,115,131.5,1965,2247.5,385,440.3,1535,1755.7,45,51.5,NY
Chemung,2010,87073,2080,2388.8,203,233.1,4,4.6,11,12.6,39,44.8,149,171.1,1877,2155.7,399,458.2,1431,1643.4,47,54.0,NY
Chemung,2011,89229,2278,2553.0,177,198.4,1,1.1,13,14.6,28,31.4,135,151.3,2101,2354.6,407,456.1,1653,1852.5,41,45.9,NY
Chemung,2012,89320,2434,2725.0,222,248.5,4,4.5,2,2.2,46,51.5,170,190.3,2212,2476.5,398,445.6,1768,1979.4,46,51.5,NY
Chemung,2013,89040,2201,2471.9,151,169.6,0,0.0,7,7.9,37,41.6,107,120.2,2050,2302.3,351,394.2,1672,1877.8,27,30.3,NY
Chemung,2014,88535,2136,2412.6,151,170.6,1,1.1,11,12.4,33,37.3,106,119.7,1985,2242.1,343,387.4,1597,1803.8,45,50.8,NY
Chemung,2015,87307,1903,2179.7,159,182.1,2,2.3,27,30.9,42,48.1,88,100.8,1744,1997.5,275,315.0,1429,1636.8,40,45.8,NY
Chemung,2016,86124,2064,2396.5,172,199.7,3,3.5,28,32.5,38,44.1,103,119.6,1892,2196.8,270,313.5,1577,1831.1,45,52.3,NY
Chemung,2017,86084,1567,1820.3,143,166.1,4,4.6,28,32.5,32,37.2,79,91.8,1424,1654.2,185,214.9,1205,1399.8,34,39.5,NY
Chemung,2018,83485,1438,1722.5,134,160.5,3,3.6,19,22.8,25,29.9,87,104.2,1304,1562.0,198,237.2,1073,1285.3,33,39.5,NY
Chemung,2019,83232,1623,1950.0,178,213.9,1,1.2,19,22.8,45,54.1,113,135.8,1445,1736.1,238,285.9,1174,1410.5,33,39.6,NY
Chemung,2020,82347,1503,1825.2,172,208.9,2,2.4,32,38.9,28,34.0,110,133.6,1331,1616.3,131,159.1,1133,1375.9,67,81.4,NY
Chemung,2021,84162,1335,1586.2,153,181.8,8,9.5,24,28.5,19,22.6,102,121.2,1182,1404.4,136,161.6,986,1171.6,60,71.3,NY
Chemung,2022,82835,1441,1739.6,168,202.8,1,1.2,36,43.5,15,18.1,116,140.0,1273,1536.8,141,170.2,1084,1308.6,48,57.9,NY
Chenango,2000,52877,1173,2218.4,103,194.8,1,1.9,7,13.2,6,11.3,89,168.3,1070,2023.6,223,421.7,823,1556.4,24,45.4,NY
Chenango,2001,51496,1235,2398.2,130,252.4,0,0.0,7,13.6,6,11.7,117,227.2,1105,2145.8,254,493.2,833,1617.6,18,35.0,NY
Chenango,2002,51891,1283,2472.5,117,225.5,1,1.9,9,17.3,9,17.3,98,188.9,1166,2247.0,255,491.4,885,1705.5,26,50.1,NY
Chenango,2003,51411,1228,2388.6,112,217.9,0,0.0,19,37.0,1,1.9,92,179.0,1116,2170.7,240,466.8,858,1668.9,18,35.0,NY
Chenango,2004,51759,1096,2117.5,119,229.9,0,0.0,18,34.8,11,21.3,90,173.9,977,1887.6,234,452.1,723,1396.9,20,38.6,NY
Chenango,2005,51935,1103,2123.8,104,200.3,0,0.0,13,25.0,3,5.8,88,169.4,999,1923.6,197,379.3,781,1503.8,21,40.4,NY
Chenango,2006,51894,1108,2135.1,96,185.0,0,0.0,14,27.0,2,3.9,80,154.2,1012,1950.1,244,470.2,752,1449.1,16,30.8,NY
Chenango,2007,51696,970,1876.4,47,90.9,3,5.8,18,34.8,1,1.9,25,48.4,923,1785.4,212,410.1,687,1328.9,24,46.4,NY
Chenango,2008,51170,934,1825.3,41,80.1,2,3.9,18,35.2,3,5.9,18,35.2,893,1745.2,183,357.6,691,1350.4,19,37.1,NY
Chenango,2009,50830,997,1961.4,53,104.3,0,0.0,11,21.6,7,13.8,35,68.9,944,1857.2,211,415.1,715,1406.6,18,35.4,NY
Chenango,2010,49978,983,1966.9,54,108.0,0,0.0,16,32.0,4,8.0,34,68.0,929,1858.8,191,382.2,722,1444.6,16,32.0,NY
Chenango,2011,50704,1072,2114.2,57,112.4,0,0.0,17,33.5,3,5.9,37,73.0,1015,2001.8,228,449.7,769,1516.6,18,35.5,NY
Chenango,2012,50389,1023,2030.2,58,115.1,0,0.0,17,33.7,10,19.8,31,61.5,965,1915.1,183,363.2,757,1502.3,25,49.6,NY
Chenango,2013,49857,926,1857.3,48,96.3,2,4.0,13,26.1,4,8.0,29,58.2,878,1761.0,164,328.9,702,1408.0,12,24.1,NY
Chenango,2014,49375,909,1841.0,50,101.3,3,6.1,8,16.2,5,10.1,34,68.9,859,1739.7,177,358.5,671,1359.0,11,22.3,NY
Chenango,2015,49105,849,1728.9,101,205.7,0,0.0,65,132.4,1,2.0,35,71.3,748,1523.3,141,287.1,583,1187.3,24,48.9,NY
Chenango,2016,48229,966,2002.9,99,205.3,0,0.0,51,105.7,7,14.5,41,85.0,867,1797.7,172,356.6,685,1420.3,10,20.7,NY
Chenango,2017,48397,715,1477.4,83,171.5,3,6.2,46,95.0,3,6.2,31,64.1,632,1305.9,124,256.2,497,1026.9,11,22.7,NY
Chenango,2018,46622,713,1529.3,87,186.6,1,2.1,52,111.5,4,8.6,30,64.3,626,1342.7,109,233.8,502,1076.7,15,32.2,NY
Chenango,2019,46931,784,1670.5,111,236.5,0,0.0,60,127.8,2,4.3,49,104.4,673,1434.0,151,321.7,504,1073.9,18,38.4,NY
Chenango,2020,46567,785,1685.7,113,242.7,1,2.1,52,111.7,7,15.0,53,113.8,672,1443.1,146,313.5,501,1075.9,25,53.7,NY
Chenango,2021,47589,774,1626.4,100,210.1,0,0.0,61,128.2,4,8.4,35,73.5,674,1416.3,127,266.9,518,1088.5,29,60.9,NY
Chenango,2022,46353,790,1704.3,91,196.3,0,0.0,44,94.9,3,6.5,44,94.9,699,1508.0,134,289.1,551,1188.7,14,30.2,NY
Clinton,2000,83139,1415,1702.0,239,287.5,1,1.2,14,16.8,1,1.2,223,268.2,1176,1414.5,293,352.4,863,1038.0,20,24.1,NY
Clinton,2001,80041,1451,1812.8,202,252.4,0,0.0,17,21.2,7,8.7,178,222.4,1249,1560.5,365,456.0,859,1073.2,25,31.2,NY
Clinton,2002,80656,1552,1924.2,231,286.4,2,2.5,22,27.3,12,14.9,195,241.8,1321,1637.8,296,367.0,998,1237.4,27,33.5,NY
Clinton,2003,81207,1599,1969.0,167,205.6,0,0.0,30,36.9,5,6.2,132,162.5,1432,1763.4,429,528.3,961,1183.4,42,51.7,NY
Clinton,2004,81523,1588,1947.9,187,229.4,0,0.0,27,33.1,9,11.0,151,185.2,1401,1718.5,424,520.1,941,1154.3,36,44.2,NY
Clinton,2005,81992,2011,2452.7,173,211.0,2,2.4,24,29.3,16,19.5,131,159.8,1838,2241.7,451,550.1,1361,1659.9,26,31.7,NY
Clinton,2006,82267,1805,2194.1,128,155.6,2,2.4,26,31.6,6,7.3,94,114.3,1677,2038.5,463,562.8,1180,1434.4,34,41.3,NY
Clinton,2007,82260,2015,2449.6,221,268.7,1,1.2,21,25.5,10,12.2,189,229.8,1794,2180.9,411,499.6,1339,1627.8,44,53.5,NY
Clinton,2008,82475,1819,2205.5,142,172.2,1,1.2,30,36.4,6,7.3,105,127.3,1677,2033.3,353,428.0,1287,1560.5,37,44.9,NY
Clinton,2009,82153,1698,2066.9,133,161.9,1,1.2,19,23.1,12,14.6,101,122.9,1565,1905.0,389,473.5,1142,1390.1,34,41.4,NY
Clinton,2010,80874,1830,2262.8,87,107.6,3,3.7,21,26.0,11,13.6,52,64.3,1743,2155.2,323,399.4,1382,1708.8,38,47.0,NY
Clinton,2011,82497,1690,2048.6,74,89.7,1,1.2,16,19.4,6,7.3,51,61.8,1616,1958.9,306,370.9,1284,1556.4,26,31.5,NY
Clinton,2012,82387,1685,2045.2,90,109.2,0,0.0,15,18.2,7,8.5,68,82.5,1595,1936.0,274,332.6,1283,1557.3,38,46.1,NY
Clinton,2013,81595,1666,2041.8,111,136.0,3,3.7,21,25.7,9,11.0,78,95.6,1555,1905.8,262,321.1,1254,1536.9,39,47.8,NY
Clinton,2014,81604,1308,1602.9,68,83.3,3,3.7,19,23.3,5,6.1,41,50.2,1240,1519.5,197,241.4,1020,1249.9,23,28.2,NY
Clinton,2015,81364,1251,1537.5,115,141.3,0,0.0,59,72.5,6,7.4,50,61.5,1136,1396.2,172,211.4,940,1155.3,24,29.5,NY
Clinton,2016,80553,1395,1731.8,135,167.6,0,0.0,67,83.2,4,5.0,64,79.5,1260,1564.2,201,249.5,1040,1291.1,19,23.6,NY
Clinton,2017,81093,1215,1498.3,135,166.5,0,0.0,66,81.4,8,9.9,61,75.2,1080,1331.8,171,210.9,886,1092.6,23,28.4,NY
Clinton,2018,79308,1160,1462.7,174,219.4,2,2.5,87,109.7,9,11.3,76,95.8,986,1243.3,139,175.3,818,1031.4,29,36.6,NY
Clinton,2019,80080,1173,1464.8,128,159.8,1,1.2,63,78.7,4,5.0,60,74.9,1045,1304.9,128,159.8,897,1120.1,20,25.0,NY
Clinton,2020,79798,1140,1428.6,129,161.7,1,1.3,59,73.9,3,3.8,66,82.7,1011,1266.9,123,154.1,862,1080.2,26,32.6,NY
Clinton,2021,81627,888,1087.9,109,133.5,1,1.2,49,60.0,2,2.5,57,69.8,779,954.3,105,128.6,645,790.2,29,35.5,NY
Clinton,2022,80076,1138,1421.1,143,178.6,2,2.5,71,88.7,8,10.0,62,77.4,995,1242.6,97,121.1,849,1060.2,49,61.2,NY
Columbia,2000,65702,1128,1716.8,146,222.2,1,1.5,4,6.1,21,32.0,120,182.6,982,1494.6,201,305.9,741,1127.8,40,60.9,NY
Columbia,2001,63210,1074,1699.1,116,183.5,1,1.6,2,3.2,18,28.5,95,150.3,958,1515.6,199,314.8,730,1154.9,29,45.9,NY
Columbia,2002,63696,1073,1684.6,114,179.0,0,0.0,6,9.4,17,26.7,91,142.9,959,1505.6,236,370.5,703,1103.7,20,31.4,NY
Columbia,2003,63640,887,1393.8,64,100.6,0,0.0,7,11.0,11,17.3,46,72.3,823,1293.2,157,246.7,627,985.2,39,61.3,NY
Columbia,2004,63527,1082,1703.2,74,116.5,1,1.6,6,9.4,8,12.6,59,92.9,1008,1586.7,163,256.6,807,1270.3,38,59.8,NY
Columbia,2005,63759,1098,1722.1,89,139.6,2,3.1,6,9.4,11,17.3,70,109.8,1009,1582.5,204,320.0,790,1239.0,15,23.5,NY
Columbia,2006,63792,1323,2073.9,125,195.9,3,4.7,16,25.1,19,29.8,87,136.4,1198,1878.0,281,440.5,890,1395.2,27,42.3,NY
Columbia,2007,62763,1362,2170.1,149,237.4,1,1.6,11,17.5,17,27.1,120,191.2,1213,1932.7,291,463.6,884,1408.5,38,60.5,NY
Columbia,2008,62256,1336,2146.0,137,220.1,2,3.2,6,9.6,10,16.1,119,191.1,1199,1925.9,275,441.7,903,1450.5,21,33.7,NY
Columbia,2009,61871,1180,1907.2,113,182.6,0,0.0,8,12.9,6,9.7,99,160.0,1067,1724.6,297,480.0,756,1221.9,14,22.6,NY
Columbia,2010,60786,1213,1995.5,94,154.6,1,1.6,10,16.5,8,13.2,75,123.4,1119,1840.9,237,389.9,859,1413.2,23,37.8,NY
Columbia,2011,63380,1234,1947.0,96,151.5,1,1.6,5,7.9,13,20.5,77,121.5,1138,1795.5,252,397.6,870,1372.7,16,25.2,NY
